,FLO US Equity
2023-09-17,4.171
2023-09-18,4.108
2023-09-19,4.137
2023-09-20,4.096
2023-09-21,4.119
2023-09-22,4.167
2023-09-23,4.167
2023-09-24,4.167
2023-09-25,4.208
2023-09-26,4.226
2023-09-27,4.299
2023-09-28,4.291
2023-09-29,4.306
2023-09-30,4.306
2023-10-01,4.306
2023-10-02,4.365
2023-10-03,4.404
2023-10-04,4.336
2023-10-05,4.418
2023-10-06,4.453
2023-10-07,4.453
2023-10-08,4.453
2023-10-09,4.43
2023-10-10,4.414
2023-10-11,4.482
2023-10-12,4.689
2023-10-13,4.65
2023-10-14,4.65
2023-10-15,4.65
2023-10-16,4.628
2023-10-17,4.561
2023-10-18,4.563
2023-10-19,4.579
2023-10-20,4.579
2023-10-21,4.579
2023-10-22,4.579
2023-10-23,4.61
2023-10-24,4.555
2023-10-25,4.449
2023-10-26,4.424
2023-10-27,4.41
2023-10-28,4.41
2023-10-29,4.41
2023-10-30,4.365
2023-10-31,4.355
2023-11-01,4.359
2023-11-02,4.285
2023-11-03,4.291
2023-11-04,4.291
2023-11-05,4.291
2023-11-06,4.32
2023-11-07,4.326
2023-11-08,4.312
2023-11-09,4.287
2023-11-10,4.63
2023-11-11,4.63
2023-11-12,4.63
2023-11-13,4.623
2023-11-14,4.525
2023-11-15,4.527
2023-11-16,4.583
2023-11-17,4.566
2023-11-18,4.566
2023-11-19,4.566
2023-11-20,4.553
2023-11-21,4.561
2023-11-22,4.488
2023-11-23,4.488
2023-11-24,4.463
2023-11-25,4.463
2023-11-26,4.463
2023-11-27,4.51
2023-11-28,4.548
2023-11-29,4.594
2023-11-30,4.539
2023-12-01,4.447
2023-12-02,4.447
2023-12-03,4.447
2023-12-04,4.371
2023-12-05,4.404
2023-12-06,4.359
2023-12-07,4.313
2023-12-08,4.353
2023-12-09,4.353
2023-12-10,4.353
2023-12-11,4.305
2023-12-12,4.286
2023-12-13,4.181
2023-12-14,4.243
2023-12-15,4.321
2023-12-16,4.321
2023-12-17,4.321
2023-12-18,4.247
2023-12-19,4.206
2023-12-20,4.272
2023-12-21,4.23
2023-12-22,4.185
2023-12-23,4.185
2023-12-24,4.185
2023-12-25,4.185
2023-12-26,4.198
2023-12-27,4.206
2023-12-28,4.202
2023-12-29,4.196
2023-12-30,4.196
2023-12-31,4.196
2024-01-01,4.196
2024-01-02,4.11
2024-01-03,4.134
2024-01-04,4.161
2024-01-05,4.143
2024-01-06,4.143
2024-01-07,4.143
2024-01-08,4.127
2024-01-09,4.112
2024-01-10,4.191
2024-01-11,4.204
2024-01-12,4.185
2024-01-13,4.185
2024-01-14,4.185
2024-01-15,4.185
2024-01-16,4.2
2024-01-17,4.202
2024-01-18,4.192
2024-01-19,4.222
2024-01-20,4.222
2024-01-21,4.222
2024-01-22,4.209
2024-01-23,4.141
2024-01-24,4.196
2024-01-25,4.143
2024-01-26,4.137
2024-01-27,4.137
2024-01-28,4.137
2024-01-29,4.167
2024-01-30,4.109
2024-01-31,4.143
2024-02-01,4.006
2024-02-02,4.018
2024-02-03,4.018
2024-02-04,4.018
2024-02-05,4.084
2024-02-06,4.044
2024-02-07,4.078
2024-02-08,4.038
2024-02-09,4.302
2024-02-10,4.302
2024-02-11,4.302
2024-02-12,4.222
2024-02-13,4.308
2024-02-14,4.302
2024-02-15,4.273
2024-02-16,4.258
2024-02-17,4.258
2024-02-18,4.258
2024-02-19,4.258
2024-02-20,4.196
2024-02-21,4.169
2024-02-22,4.153
2024-02-23,4.147
2024-02-24,4.147
2024-02-25,4.147
2024-02-26,4.176
2024-02-27,4.226
2024-02-28,4.204
2024-02-29,4.215
2024-03-01,4.251
2024-03-02,4.251
2024-03-03,4.251
2024-03-04,4.209
2024-03-05,4.23
2024-03-06,4.18
2024-03-07,4.211
2024-03-08,4.119
2024-03-09,4.119
2024-03-10,4.119
2024-03-11,4.086
2024-03-12,4.075
2024-03-13,4.096
2024-03-14,4.193
2024-03-15,4.163
2024-03-16,4.163
2024-03-17,4.163
2024-03-18,4.148
2024-03-19,4.127
2024-03-20,4.096
2024-03-21,4.091
2024-03-22,4.1
2024-03-23,4.1
2024-03-24,4.1
2024-03-25,4.065
2024-03-26,4.059
2024-03-27,3.984
2024-03-28,3.979
2024-03-29,3.979
2024-03-30,3.979
2024-03-31,3.979
2024-04-01,3.999
2024-04-02,4.018
2024-04-03,4.084
2024-04-04,4.056
2024-04-05,4.079
2024-04-06,4.079
2024-04-07,4.079
2024-04-08,4.091
