,WHD US Equity
2023-08-20,0.951
2023-08-21,0.949
2023-08-22,0.968
2023-08-23,0.953
2023-08-24,0.951
2023-08-25,0.949
2023-08-26,0.949
2023-08-27,0.949
2023-08-28,0.924
2023-08-29,0.914
2023-08-30,0.904
2023-08-31,0.905
2023-09-01,0.869
2023-09-02,0.869
2023-09-03,0.869
2023-09-04,0.869
2023-09-05,0.859
2023-09-06,0.852
2023-09-07,0.861
2023-09-08,0.875
2023-09-09,0.875
2023-09-10,0.875
2023-09-11,0.876
2023-09-12,0.911
2023-09-13,0.947
2023-09-14,0.929
2023-09-15,0.942
2023-09-16,0.942
2023-09-17,0.942
2023-09-18,0.942
2023-09-19,0.97
2023-09-20,0.996
2023-09-21,1.01
2023-09-22,0.99
2023-09-23,0.99
2023-09-24,0.99
2023-09-25,0.965
2023-09-26,0.971
2023-09-27,0.938
2023-09-28,0.947
2023-09-29,0.961
2023-09-30,0.961
2023-10-01,0.961
2023-10-02,0.979
2023-10-03,0.968
2023-10-04,1.021
2023-10-05,1.03
2023-10-06,1.018
2023-10-07,1.018
2023-10-08,1.018
2023-10-09,0.965
2023-10-10,0.969
2023-10-11,0.968
2023-10-12,0.975
2023-10-13,0.955
2023-10-14,0.955
2023-10-15,0.955
2023-10-16,0.989
2023-10-17,0.943
2023-10-18,0.933
2023-10-19,0.939
2023-10-20,0.965
2023-10-21,0.965
2023-10-22,0.965
2023-10-23,0.97
2023-10-24,0.994
2023-10-25,1.006
2023-10-26,1.022
2023-10-27,1.032
2023-10-28,1.032
2023-10-29,1.032
2023-10-30,1.04
2023-10-31,1.035
2023-11-01,1.055
2023-11-02,1.018
2023-11-03,1.032
2023-11-04,1.032
2023-11-05,1.032
2023-11-06,1.064
2023-11-07,1.117
2023-11-08,1.131
2023-11-09,1.116
2023-11-10,1.096
2023-11-11,1.096
2023-11-12,1.096
2023-11-13,1.107
2023-11-14,1.058
2023-11-15,1.116
2023-11-16,1.157
2023-11-17,1.133
2023-11-18,1.133
2023-11-19,1.133
2023-11-20,1.142
2023-11-21,1.164
2023-11-22,1.159
2023-11-23,1.159
2023-11-24,1.149
2023-11-25,1.149
2023-11-26,1.149
2023-11-27,1.173
2023-11-28,1.156
2023-11-29,1.149
2023-11-30,1.14
2023-12-01,1.127
2023-12-02,1.127
2023-12-03,1.127
2023-12-04,1.138
2023-12-05,1.163
2023-12-06,1.199
2023-12-07,1.183
2023-12-08,1.16
2023-12-09,1.16
2023-12-10,1.16
2023-12-11,1.164
2023-12-12,1.176
2023-12-13,1.147
2023-12-14,1.101
2023-12-15,1.093
2023-12-16,1.093
2023-12-17,1.093
2023-12-18,1.084
2023-12-19,1.081
2023-12-20,1.081
2023-12-21,1.058
2023-12-22,1.054
2023-12-23,1.054
2023-12-24,1.054
2023-12-25,1.054
2023-12-26,1.037
2023-12-27,1.037
2023-12-28,1.053
2023-12-29,1.06
2023-12-30,1.06
2023-12-31,1.06
2024-01-01,1.06
2024-01-02,1.089
2024-01-03,1.074
2024-01-04,1.117
2024-01-05,1.108
2024-01-06,1.108
2024-01-07,1.108
2024-01-08,1.146
2024-01-09,1.188
2024-01-10,1.194
2024-01-11,1.207
2024-01-12,1.195
2024-01-13,1.195
2024-01-14,1.195
2024-01-15,1.195
2024-01-16,1.235
2024-01-17,1.271
2024-01-18,1.255
2024-01-19,1.259
2024-01-20,1.259
2024-01-21,1.259
2024-01-22,1.233
2024-01-23,1.238
2024-01-24,1.194
2024-01-25,1.167
2024-01-26,1.151
2024-01-27,1.151
2024-01-28,1.151
2024-01-29,1.144
2024-01-30,1.101
2024-01-31,1.141
2024-02-01,1.136
2024-02-02,1.171
2024-02-03,1.171
2024-02-04,1.171
2024-02-05,1.182
2024-02-06,1.14
2024-02-07,1.134
2024-02-08,1.116
2024-02-09,1.123
2024-02-10,1.123
2024-02-11,1.123
2024-02-12,1.112
2024-02-13,1.131
2024-02-14,1.122
2024-02-15,1.054
2024-02-16,1.049
2024-02-17,1.049
2024-02-18,1.049
2024-02-19,1.049
2024-02-20,1.065
2024-02-21,1.053
2024-02-22,1.057
2024-02-23,1.053
2024-02-24,1.053
2024-02-25,1.053
2024-02-26,1.069
2024-02-27,1.062
2024-02-28,1.057
2024-02-29,1.052
2024-03-01,1.05
2024-03-02,1.05
2024-03-03,1.05
2024-03-04,1.066
2024-03-05,1.071
2024-03-06,1.069
2024-03-07,1.03
2024-03-08,1.038
2024-03-09,1.038
2024-03-10,1.038
2024-03-11,1.036
2024-03-12,1.032
2024-03-13,1.014
2024-03-14,1.0
2024-03-15,1.011
2024-03-16,1.011
2024-03-17,1.011
2024-03-18,1.019
2024-03-19,1.009
2024-03-20,1.003
2024-03-21,0.982
2024-03-22,0.981
2024-03-23,0.981
2024-03-24,0.981
2024-03-25,0.97
2024-03-26,0.974
2024-03-27,0.97
2024-03-28,0.964
2024-03-29,0.964
2024-03-30,0.964
2024-03-31,0.964
2024-04-01,0.973
2024-04-02,0.977
2024-04-03,0.94
2024-04-04,0.955
2024-04-05,0.927
2024-04-06,0.927
2024-04-07,0.927
2024-04-08,0.94
