,LFUS US Equity
2023-09-14,1.019
2023-09-15,1.023
2023-09-16,1.023
2023-09-17,1.023
2023-09-18,1.004
2023-09-19,0.994
2023-09-20,1.014
2023-09-21,1.047
2023-09-22,1.045
2023-09-23,1.045
2023-09-24,1.045
2023-09-25,1.039
2023-09-26,1.057
2023-09-27,1.06
2023-09-28,1.042
2023-09-29,1.044
2023-09-30,1.044
2023-10-01,1.044
2023-10-02,1.051
2023-10-03,1.077
2023-10-04,1.068
2023-10-05,1.092
2023-10-06,1.086
2023-10-07,1.086
2023-10-08,1.086
2023-10-09,1.077
2023-10-10,1.064
2023-10-11,1.072
2023-10-12,1.098
2023-10-13,1.114
2023-10-14,1.114
2023-10-15,1.114
2023-10-16,1.104
2023-10-17,1.094
2023-10-18,1.111
2023-10-19,1.125
2023-10-20,1.135
2023-10-21,1.135
2023-10-22,1.135
2023-10-23,1.158
2023-10-24,1.158
2023-10-25,1.18
2023-10-26,1.183
2023-10-27,1.194
2023-10-28,1.194
2023-10-29,1.194
2023-10-30,1.199
2023-10-31,1.192
2023-11-01,1.139
2023-11-02,1.127
2023-11-03,1.102
2023-11-04,1.102
2023-11-05,1.102
2023-11-06,1.118
2023-11-07,1.119
2023-11-08,1.127
2023-11-09,1.144
2023-11-10,1.131
2023-11-11,1.131
2023-11-12,1.131
2023-11-13,1.137
2023-11-14,1.084
2023-11-15,1.063
2023-11-16,1.078
2023-11-17,1.079
2023-11-18,1.079
2023-11-19,1.079
2023-11-20,1.083
2023-11-21,1.091
2023-11-22,1.086
2023-11-23,1.086
2023-11-24,1.091
2023-11-25,1.091
2023-11-26,1.091
2023-11-27,1.09
2023-11-28,1.103
2023-11-29,1.097
2023-11-30,1.101
2023-12-01,1.073
2023-12-02,1.073
2023-12-03,1.073
2023-12-04,1.068
2023-12-05,1.07
2023-12-06,1.065
2023-12-07,1.063
2023-12-08,1.054
2023-12-09,1.054
2023-12-10,1.054
2023-12-11,1.032
2023-12-12,1.041
2023-12-13,1.038
2023-12-14,0.967
2023-12-15,0.983
2023-12-16,0.983
2023-12-17,0.983
2023-12-18,0.983
2023-12-19,0.962
2023-12-20,0.98
2023-12-21,0.959
2023-12-22,0.948
2023-12-23,0.948
2023-12-24,0.948
2023-12-25,0.948
2023-12-26,0.944
2023-12-27,0.944
2023-12-28,0.945
2023-12-29,0.958
2023-12-30,0.958
2023-12-31,0.958
2024-01-01,0.958
2024-01-02,0.979
2024-01-03,1.004
2024-01-04,1.024
2024-01-05,1.016
2024-01-06,1.016
2024-01-07,1.016
2024-01-08,1.013
2024-01-09,1.047
2024-01-10,1.038
2024-01-11,1.051
2024-01-12,1.068
2024-01-13,1.068
2024-01-14,1.068
2024-01-15,1.068
2024-01-16,1.063
2024-01-17,1.083
2024-01-18,1.074
2024-01-19,1.062
2024-01-20,1.062
2024-01-21,1.062
2024-01-22,1.058
2024-01-23,1.067
2024-01-24,1.08
2024-01-25,1.084
2024-01-26,1.109
2024-01-27,1.109
2024-01-28,1.109
2024-01-29,1.088
2024-01-30,1.076
2024-01-31,1.092
2024-02-01,1.087
2024-02-02,1.077
2024-02-03,1.077
2024-02-04,1.077
2024-02-05,1.114
2024-02-06,1.11
2024-02-07,1.102
2024-02-08,1.092
2024-02-09,1.077
2024-02-10,1.077
2024-02-11,1.077
2024-02-12,1.064
2024-02-13,1.112
2024-02-14,1.094
2024-02-15,1.076
2024-02-16,1.069
2024-02-17,1.069
2024-02-18,1.069
2024-02-19,1.069
2024-02-20,1.079
2024-02-21,1.094
2024-02-22,1.08
2024-02-23,1.091
2024-02-24,1.091
2024-02-25,1.091
2024-02-26,1.102
2024-02-27,1.102
2024-02-28,1.113
2024-02-29,1.106
2024-03-01,1.103
2024-03-02,1.103
2024-03-03,1.103
2024-03-04,1.101
2024-03-05,1.123
2024-03-06,1.11
2024-03-07,1.093
2024-03-08,1.105
2024-03-09,1.105
2024-03-10,1.105
2024-03-11,1.116
2024-03-12,1.108
2024-03-13,1.127
2024-03-14,1.143
2024-03-15,1.137
2024-03-16,1.137
2024-03-17,1.137
2024-03-18,1.149
2024-03-19,1.145
2024-03-20,1.133
2024-03-21,1.139
2024-03-22,1.14
2024-03-23,1.14
2024-03-24,1.14
2024-03-25,1.133
2024-03-26,1.136
2024-03-27,1.098
2024-03-28,1.087
2024-03-29,1.087
2024-03-30,1.087
2024-03-31,1.087
2024-04-01,1.099
2024-04-02,1.111
2024-04-03,1.092
2024-04-04,1.105
2024-04-05,1.105
2024-04-06,1.105
2024-04-07,1.105
2024-04-08,1.11
