,UPBD US Equity
2023-09-03,4.637
2023-09-04,4.637
2023-09-05,4.823
2023-09-06,4.784
2023-09-07,4.74
2023-09-08,4.806
2023-09-09,4.806
2023-09-10,4.806
2023-09-11,4.795
2023-09-12,4.787
2023-09-13,4.757
2023-09-14,4.709
2023-09-15,4.98
2023-09-16,4.98
2023-09-17,4.98
2023-09-18,5.062
2023-09-19,5.018
2023-09-20,5.013
2023-09-21,5.001
2023-09-22,5.001
2023-09-23,5.001
2023-09-24,5.001
2023-09-25,4.888
2023-09-26,5.001
2023-09-27,4.936
2023-09-28,4.867
2023-09-29,4.933
2023-09-30,4.933
2023-10-01,4.933
2023-10-02,4.984
2023-10-03,5.094
2023-10-04,4.997
2023-10-05,5.018
2023-10-06,5.025
2023-10-07,5.025
2023-10-08,5.025
2023-10-09,4.896
2023-10-10,4.843
2023-10-11,4.881
2023-10-12,5.033
2023-10-13,4.993
2023-10-14,4.993
2023-10-15,4.993
2023-10-16,4.891
2023-10-17,4.832
2023-10-18,4.913
2023-10-19,5.171
2023-10-20,5.289
2023-10-21,5.289
2023-10-22,5.289
2023-10-23,5.297
2023-10-24,5.544
2023-10-25,5.581
2023-10-26,5.651
2023-10-27,5.683
2023-10-28,5.683
2023-10-29,5.683
2023-10-30,5.517
2023-10-31,5.51
2023-11-01,5.496
2023-11-02,5.192
2023-11-03,5.026
2023-11-04,5.026
2023-11-05,5.026
2023-11-06,4.967
2023-11-07,4.953
2023-11-08,4.964
2023-11-09,5.033
2023-11-10,5.04
2023-11-11,5.04
2023-11-12,5.04
2023-11-13,5.062
2023-11-14,4.758
2023-11-15,4.804
2023-11-16,4.96
2023-11-17,4.853
2023-11-18,4.853
2023-11-19,4.853
2023-11-20,4.787
2023-11-21,4.833
2023-11-22,4.886
2023-11-23,4.886
2023-11-24,4.971
2023-11-25,4.971
2023-11-26,4.971
2023-11-27,4.959
2023-11-28,4.909
2023-11-29,4.891
2023-11-30,4.935
2023-12-01,4.774
2023-12-02,4.774
2023-12-03,4.774
2023-12-04,4.647
2023-12-05,4.681
2023-12-06,4.638
2023-12-07,4.531
2023-12-08,4.523
2023-12-09,4.523
2023-12-10,4.523
2023-12-11,4.53
2023-12-12,4.53
2023-12-13,4.483
2023-12-14,4.296
2023-12-15,4.325
2023-12-16,4.325
2023-12-17,4.325
2023-12-18,4.273
2023-12-19,4.146
2023-12-20,4.244
2023-12-21,4.189
2023-12-22,4.167
2023-12-23,4.167
2023-12-24,4.167
2023-12-25,4.167
2023-12-26,4.097
2023-12-27,4.098
2023-12-28,4.099
2023-12-29,4.18
2023-12-30,4.18
2023-12-31,4.18
2024-01-01,4.18
2024-01-02,4.18
2024-01-03,4.349
2024-01-04,4.345
2024-01-05,4.332
2024-01-06,4.332
2024-01-07,4.332
2024-01-08,4.303
2024-01-09,4.348
2024-01-10,4.286
2024-01-11,4.304
2024-01-12,4.364
2024-01-13,4.364
2024-01-14,4.364
2024-01-15,4.364
2024-01-16,4.396
2024-01-17,4.415
2024-01-18,4.387
2024-01-19,4.36
2024-01-20,4.36
2024-01-21,4.36
2024-01-22,4.217
2024-01-23,4.19
2024-01-24,4.231
2024-01-25,4.083
2024-01-26,4.075
2024-01-27,4.075
2024-01-28,4.075
2024-01-29,4.072
2024-01-30,4.082
2024-01-31,4.277
2024-02-01,4.273
2024-02-02,4.281
2024-02-03,4.281
2024-02-04,4.281
2024-02-05,4.356
2024-02-06,4.3
2024-02-07,4.339
2024-02-08,4.239
2024-02-09,4.245
2024-02-10,4.245
2024-02-11,4.245
2024-02-12,4.153
2024-02-13,4.367
2024-02-14,4.307
2024-02-15,4.278
2024-02-16,4.395
2024-02-17,4.395
2024-02-18,4.395
2024-02-19,4.395
2024-02-20,4.353
2024-02-21,4.424
2024-02-22,4.423
2024-02-23,4.44
2024-02-24,4.44
2024-02-25,4.44
2024-02-26,4.532
2024-02-27,4.459
2024-02-28,4.484
2024-02-29,4.446
2024-03-01,4.483
2024-03-02,4.483
2024-03-03,4.483
2024-03-04,4.551
2024-03-05,4.487
2024-03-06,4.6
2024-03-07,4.595
2024-03-08,4.464
2024-03-09,4.464
2024-03-10,4.464
2024-03-11,4.523
2024-03-12,4.468
2024-03-13,4.48
2024-03-14,4.521
2024-03-15,4.521
2024-03-16,4.521
2024-03-17,4.521
2024-03-18,4.576
2024-03-19,4.491
2024-03-20,4.398
2024-03-21,4.371
2024-03-22,4.319
2024-03-23,4.319
2024-03-24,4.319
2024-03-25,4.273
2024-03-26,4.288
2024-03-27,4.274
2024-03-28,4.248
2024-03-29,4.248
2024-03-30,4.248
2024-03-31,4.248
2024-04-01,4.273
2024-04-02,4.425
2024-04-03,4.425
2024-04-04,4.622
2024-04-05,4.485
2024-04-06,4.485
2024-04-07,4.485
2024-04-08,4.405
