,BOH US Equity
2023-09-20,5.744
2023-09-21,5.86
2023-09-22,5.903
2023-09-23,5.903
2023-09-24,5.903
2023-09-25,5.918
2023-09-26,6.046
2023-09-27,6.05
2023-09-28,5.892
2023-09-29,5.772
2023-09-30,5.772
2023-10-01,5.772
2023-10-02,5.898
2023-10-03,6.111
2023-10-04,6.069
2023-10-05,5.955
2023-10-06,5.957
2023-10-07,5.957
2023-10-08,5.957
2023-10-09,5.902
2023-10-10,5.777
2023-10-11,5.731
2023-10-12,5.81
2023-10-13,5.942
2023-10-14,5.942
2023-10-15,5.942
2023-10-16,5.752
2023-10-17,5.62
2023-10-18,5.86
2023-10-19,5.979
2023-10-20,6.282
2023-10-21,6.282
2023-10-22,6.282
2023-10-23,6.008
2023-10-24,5.964
2023-10-25,6.088
2023-10-26,5.881
2023-10-27,5.912
2023-10-28,5.912
2023-10-29,5.912
2023-10-30,5.815
2023-10-31,5.812
2023-11-01,5.679
2023-11-02,5.4
2023-11-03,5.146
2023-11-04,5.146
2023-11-05,5.146
2023-11-06,5.26
2023-11-07,5.383
2023-11-08,5.44
2023-11-09,5.472
2023-11-10,5.514
2023-11-11,5.514
2023-11-12,5.514
2023-11-13,5.451
2023-11-14,5.057
2023-11-15,5.023
2023-11-16,5.111
2023-11-17,5.053
2023-11-18,5.053
2023-11-19,5.053
2023-11-20,5.053
2023-11-21,5.19
2023-11-22,5.163
2023-11-23,5.163
2023-11-24,5.132
2023-11-25,5.132
2023-11-26,5.132
2023-11-27,5.107
2023-11-28,5.068
2023-11-29,4.905
2023-11-30,4.882
2023-12-01,4.529
2023-12-02,4.529
2023-12-03,4.529
2023-12-04,4.447
2023-12-05,4.517
2023-12-06,4.511
2023-12-07,4.332
2023-12-08,4.316
2023-12-09,4.316
2023-12-10,4.316
2023-12-11,4.322
2023-12-12,4.316
2023-12-13,4.019
2023-12-14,3.807
2023-12-15,3.89
2023-12-16,3.89
2023-12-17,3.89
2023-12-18,3.937
2023-12-19,3.874
2023-12-20,3.963
2023-12-21,3.913
2023-12-22,3.901
2023-12-23,3.901
2023-12-24,3.901
2023-12-25,3.901
2023-12-26,3.816
2023-12-27,3.815
2023-12-28,3.833
2023-12-29,3.912
2023-12-30,3.912
2023-12-31,3.912
2024-01-01,3.912
2024-01-02,3.907
2024-01-03,4.06
2024-01-04,4.059
2024-01-05,4.025
2024-01-06,4.025
2024-01-07,4.025
2024-01-08,4.028
2024-01-09,4.033
2024-01-10,4.087
2024-01-11,4.131
2024-01-12,4.151
2024-01-13,4.151
2024-01-14,4.151
2024-01-15,4.151
2024-01-16,4.234
2024-01-17,4.268
2024-01-18,4.23
2024-01-19,4.157
2024-01-20,4.157
2024-01-21,4.157
2024-01-22,4.157
2024-01-23,4.393
2024-01-24,4.467
2024-01-25,4.374
2024-01-26,4.375
2024-01-27,4.375
2024-01-28,4.375
2024-01-29,4.25
2024-01-30,4.295
2024-01-31,4.483
2024-02-01,4.553
2024-02-02,4.579
2024-02-03,4.579
2024-02-04,4.579
2024-02-05,4.649
2024-02-06,4.69
2024-02-07,4.702
2024-02-08,4.638
2024-02-09,4.593
2024-02-10,4.593
2024-02-11,4.593
2024-02-12,4.582
2024-02-13,4.736
2024-02-14,4.675
2024-02-15,4.493
2024-02-16,4.537
2024-02-17,4.537
2024-02-18,4.537
2024-02-19,4.537
2024-02-20,4.592
2024-02-21,4.619
2024-02-22,4.613
2024-02-23,4.632
2024-02-24,4.632
2024-02-25,4.632
2024-02-26,4.69
2024-02-27,4.701
2024-02-28,4.788
2024-02-29,4.648
2024-03-01,4.66
2024-03-02,4.66
2024-03-03,4.66
2024-03-04,4.657
2024-03-05,4.431
2024-03-06,4.483
2024-03-07,4.434
2024-03-08,4.465
2024-03-09,4.465
2024-03-10,4.465
2024-03-11,4.503
2024-03-12,4.558
2024-03-13,4.566
2024-03-14,4.717
2024-03-15,4.725
2024-03-16,4.725
2024-03-17,4.725
2024-03-18,4.72
2024-03-19,4.714
2024-03-20,4.582
2024-03-21,4.517
2024-03-22,4.662
2024-03-23,4.662
2024-03-24,4.662
2024-03-25,4.634
2024-03-26,4.673
2024-03-27,4.49
2024-03-28,4.491
2024-03-29,4.491
2024-03-30,4.491
2024-03-31,4.491
2024-04-01,4.6
2024-04-02,4.681
2024-04-03,4.697
2024-04-04,4.686
2024-04-05,4.724
2024-04-06,4.724
2024-04-07,4.724
2024-04-08,4.592
