,AEO US Equity
2023-09-21,2.761
2023-09-22,2.724
2023-09-23,2.724
2023-09-24,2.724
2023-09-25,2.672
2023-09-26,2.675
2023-09-27,2.602
2023-09-28,2.488
2023-09-29,2.456
2023-09-30,2.456
2023-10-01,2.456
2023-10-02,2.473
2023-10-03,2.488
2023-10-04,2.479
2023-10-05,2.519
2023-10-06,2.517
2023-10-07,2.517
2023-10-08,2.517
2023-10-09,2.445
2023-10-10,2.419
2023-10-11,2.354
2023-10-12,2.381
2023-10-13,2.412
2023-10-14,2.412
2023-10-15,2.412
2023-10-16,2.288
2023-10-17,2.229
2023-10-18,2.246
2023-10-19,2.288
2023-10-20,2.325
2023-10-21,2.325
2023-10-22,2.325
2023-10-23,2.37
2023-10-24,2.302
2023-10-25,2.245
2023-10-26,2.276
2023-10-27,2.333
2023-10-28,2.333
2023-10-29,2.333
2023-10-30,2.342
2023-10-31,2.322
2023-11-01,2.301
2023-11-02,2.216
2023-11-03,2.189
2023-11-04,2.189
2023-11-05,2.189
2023-11-06,2.206
2023-11-07,2.201
2023-11-08,2.176
2023-11-09,2.203
2023-11-10,2.183
2023-11-11,2.183
2023-11-12,2.183
2023-11-13,2.246
2023-11-14,2.176
2023-11-15,2.072
2023-11-16,2.116
2023-11-17,2.069
2023-11-18,2.069
2023-11-19,2.069
2023-11-20,2.054
2023-11-21,2.439
2023-11-22,2.416
2023-11-23,2.416
2023-11-24,2.291
2023-11-25,2.291
2023-11-26,2.291
2023-11-27,2.213
2023-11-28,2.121
2023-11-29,1.997
2023-11-30,2.004
2023-12-01,1.955
2023-12-02,1.955
2023-12-03,1.955
2023-12-04,1.927
2023-12-05,1.97
2023-12-06,1.912
2023-12-07,1.892
2023-12-08,1.891
2023-12-09,1.891
2023-12-10,1.891
2023-12-11,1.837
2023-12-12,1.85
2023-12-13,1.834
2023-12-14,1.85
2023-12-15,1.904
2023-12-16,1.904
2023-12-17,1.904
2023-12-18,1.896
2023-12-19,1.826
2023-12-20,1.851
2023-12-21,1.816
2023-12-22,1.801
2023-12-23,1.801
2023-12-24,1.801
2023-12-25,1.801
2023-12-26,1.8
2023-12-27,1.79
2023-12-28,1.788
2023-12-29,1.802
2023-12-30,1.802
2023-12-31,1.802
2024-01-01,1.802
2024-01-02,1.8
2024-01-03,1.892
2024-01-04,1.855
2024-01-05,1.91
2024-01-06,1.91
2024-01-07,1.91
2024-01-08,1.8
2024-01-09,1.829
2024-01-10,2.064
2024-01-11,2.067
2024-01-12,2.122
2024-01-13,2.122
2024-01-14,2.122
2024-01-15,2.122
2024-01-16,2.157
2024-01-17,2.151
2024-01-18,2.188
2024-01-19,2.193
2024-01-20,2.193
2024-01-21,2.193
2024-01-22,2.181
2024-01-23,2.208
2024-01-24,2.208
2024-01-25,2.187
2024-01-26,2.145
2024-01-27,2.145
2024-01-28,2.145
2024-01-29,2.163
2024-01-30,2.194
2024-01-31,2.237
2024-02-01,2.188
2024-02-02,2.135
2024-02-03,2.135
2024-02-04,2.135
2024-02-05,2.16
2024-02-06,2.122
2024-02-07,2.122
2024-02-08,2.051
2024-02-09,1.972
2024-02-10,1.972
2024-02-11,1.972
2024-02-12,1.971
2024-02-13,2.012
2024-02-14,1.994
2024-02-15,1.974
2024-02-16,1.994
2024-02-17,1.994
2024-02-18,1.994
2024-02-19,1.994
2024-02-20,2.024
2024-02-21,1.975
2024-02-22,1.93
2024-02-23,1.901
2024-02-24,1.901
2024-02-25,1.901
2024-02-26,1.863
2024-02-27,1.736
2024-02-28,1.765
2024-02-29,1.748
2024-03-01,1.72
2024-03-02,1.72
2024-03-03,1.72
2024-03-04,1.721
2024-03-05,1.714
2024-03-06,1.771
2024-03-07,1.875
2024-03-08,1.966
2024-03-09,1.966
2024-03-10,1.966
2024-03-11,1.946
2024-03-12,1.96
2024-03-13,1.889
2024-03-14,1.921
2024-03-15,1.949
2024-03-16,1.949
2024-03-17,1.949
2024-03-18,1.918
2024-03-19,1.908
2024-03-20,1.817
2024-03-21,1.744
2024-03-22,1.775
2024-03-23,1.775
2024-03-24,1.775
2024-03-25,1.844
2024-03-26,1.824
2024-03-27,1.796
2024-03-28,1.75
2024-03-29,1.75
2024-03-30,1.75
2024-03-31,1.75
2024-04-01,1.723
2024-04-02,1.759
2024-04-03,1.798
2024-04-04,1.852
2024-04-05,1.842
2024-04-06,1.842
2024-04-07,1.842
2024-04-08,1.848
