,AGCO US Equity
2023-08-24,2.568
2023-08-25,2.534
2023-08-26,2.534
2023-08-27,2.534
2023-08-28,2.474
2023-08-29,2.409
2023-08-30,2.341
2023-08-31,2.33
2023-09-01,2.396
2023-09-02,2.396
2023-09-03,2.396
2023-09-04,2.396
2023-09-05,2.482
2023-09-06,2.465
2023-09-07,2.52
2023-09-08,2.568
2023-09-09,2.568
2023-09-10,2.568
2023-09-11,2.582
2023-09-12,2.482
2023-09-13,2.518
2023-09-14,2.458
2023-09-15,2.456
2023-09-16,2.456
2023-09-17,2.456
2023-09-18,2.241
2023-09-19,2.299
2023-09-20,2.296
2023-09-21,2.358
2023-09-22,2.373
2023-09-23,2.373
2023-09-24,2.373
2023-09-25,2.365
2023-09-26,2.384
2023-09-27,2.343
2023-09-28,2.279
2023-09-29,2.328
2023-09-30,2.328
2023-10-01,2.328
2023-10-02,2.344
2023-10-03,2.389
2023-10-04,2.391
2023-10-05,2.383
2023-10-06,2.342
2023-10-07,2.342
2023-10-08,2.342
2023-10-09,2.284
2023-10-10,2.252
2023-10-11,2.434
2023-10-12,2.499
2023-10-13,2.549
2023-10-14,2.549
2023-10-15,2.549
2023-10-16,2.523
2023-10-17,2.499
2023-10-18,2.613
2023-10-19,2.607
2023-10-20,2.668
2023-10-21,2.668
2023-10-22,2.668
2023-10-23,2.705
2023-10-24,2.69
2023-10-25,2.681
2023-10-26,2.684
2023-10-27,2.742
2023-10-28,2.742
2023-10-29,2.742
2023-10-30,2.704
2023-10-31,3.009
2023-11-01,2.935
2023-11-02,2.923
2023-11-03,2.88
2023-11-04,2.88
2023-11-05,2.88
2023-11-06,2.932
2023-11-07,3.024
2023-11-08,3.014
2023-11-09,3.025
2023-11-10,2.975
2023-11-11,2.975
2023-11-12,2.975
2023-11-13,3.633
2023-11-14,3.306
2023-11-15,3.271
2023-11-16,3.342
2023-11-17,3.291
2023-11-18,3.291
2023-11-19,3.291
2023-11-20,3.343
2023-11-21,3.362
2023-11-22,3.403
2023-11-23,3.403
2023-11-24,3.158
2023-11-25,3.158
2023-11-26,3.158
2023-11-27,3.2
2023-11-28,3.246
2023-11-29,3.222
2023-11-30,3.227
2023-12-01,3.121
2023-12-02,3.121
2023-12-03,3.121
2023-12-04,3.127
2023-12-05,3.196
2023-12-06,3.172
2023-12-07,3.198
2023-12-08,3.156
2023-12-09,3.156
2023-12-10,3.156
2023-12-11,3.187
2023-12-12,3.215
2023-12-13,3.121
2023-12-14,2.989
2023-12-15,3.072
2023-12-16,3.072
2023-12-17,3.072
2023-12-18,3.111
2023-12-19,3.024
2023-12-20,3.05
2023-12-21,3.001
2023-12-22,2.996
2023-12-23,2.996
2023-12-24,2.996
2023-12-25,2.996
2023-12-26,2.989
2023-12-27,2.995
2023-12-28,3.0
2023-12-29,3.22
2023-12-30,3.22
2023-12-31,3.22
2024-01-01,3.22
2024-01-02,3.201
2024-01-03,3.275
2024-01-04,3.265
2024-01-05,3.204
2024-01-06,3.204
2024-01-07,3.204
2024-01-08,3.174
2024-01-09,3.227
2024-01-10,3.25
2024-01-11,3.275
2024-01-12,3.324
2024-01-13,3.324
2024-01-14,3.324
2024-01-15,3.324
2024-01-16,3.305
2024-01-17,3.396
2024-01-18,3.375
2024-01-19,3.488
2024-01-20,3.488
2024-01-21,3.488
2024-01-22,3.47
2024-01-23,3.426
2024-01-24,3.391
2024-01-25,3.313
2024-01-26,3.332
2024-01-27,3.332
2024-01-28,3.332
2024-01-29,3.32
2024-01-30,3.302
2024-01-31,3.354
2024-02-01,3.329
2024-02-02,3.352
2024-02-03,3.352
2024-02-04,3.352
2024-02-05,3.393
2024-02-06,3.36
2024-02-07,3.481
2024-02-08,3.496
2024-02-09,3.568
2024-02-10,3.568
2024-02-11,3.568
2024-02-12,3.518
2024-02-13,3.638
2024-02-14,3.613
2024-02-15,3.702
2024-02-16,3.745
2024-02-17,3.745
2024-02-18,3.745
2024-02-19,3.745
2024-02-20,3.107
2024-02-21,3.071
2024-02-22,3.089
2024-02-23,3.056
2024-02-24,3.056
2024-02-25,3.056
2024-02-26,2.769
2024-02-27,2.768
2024-02-28,2.72
2024-02-29,2.715
2024-03-01,2.696
2024-03-02,2.696
2024-03-03,2.696
2024-03-04,2.951
2024-03-05,2.938
2024-03-06,2.903
2024-03-07,2.849
2024-03-08,2.857
2024-03-09,2.857
2024-03-10,2.857
2024-03-11,2.808
2024-03-12,2.839
2024-03-13,2.75
2024-03-14,2.776
2024-03-15,2.766
2024-03-16,2.766
2024-03-17,2.766
2024-03-18,2.791
2024-03-19,3.102
2024-03-20,3.046
2024-03-21,3.046
2024-03-22,3.037
2024-03-23,3.037
2024-03-24,3.037
2024-03-25,3.044
2024-03-26,3.315
2024-03-27,3.203
2024-03-28,3.169
2024-03-29,3.169
2024-03-30,3.169
2024-03-31,3.169
2024-04-01,3.234
2024-04-02,3.209
2024-04-03,3.233
2024-04-04,2.785
2024-04-05,2.779
2024-04-06,2.779
2024-04-07,2.779
2024-04-08,2.801
