,COLB US Equity
2023-09-20,7.214
2023-09-21,7.28
2023-09-22,7.336
2023-09-23,7.336
2023-09-24,7.336
2023-09-25,7.257
2023-09-26,7.188
2023-09-27,7.283
2023-09-28,7.294
2023-09-29,7.069
2023-09-30,7.069
2023-10-01,7.069
2023-10-02,7.37
2023-10-03,7.589
2023-10-04,7.585
2023-10-05,7.386
2023-10-06,7.222
2023-10-07,7.222
2023-10-08,7.222
2023-10-09,7.248
2023-10-10,7.259
2023-10-11,7.175
2023-10-12,7.157
2023-10-13,7.318
2023-10-14,7.318
2023-10-15,7.318
2023-10-16,7.15
2023-10-17,6.956
2023-10-18,7.169
2023-10-19,7.241
2023-10-20,7.629
2023-10-21,7.629
2023-10-22,7.629
2023-10-23,7.661
2023-10-24,7.715
2023-10-25,7.703
2023-10-26,7.267
2023-10-27,7.486
2023-10-28,7.486
2023-10-29,7.486
2023-10-30,7.345
2023-10-31,7.311
2023-11-01,7.326
2023-11-02,6.901
2023-11-03,6.609
2023-11-04,6.609
2023-11-05,6.609
2023-11-06,6.714
2023-11-07,6.793
2023-11-08,6.927
2023-11-09,7.088
2023-11-10,7.019
2023-11-11,7.019
2023-11-12,7.019
2023-11-13,6.961
2023-11-14,6.372
2023-11-15,6.283
2023-11-16,6.394
2023-11-17,6.313
2023-11-18,6.313
2023-11-19,6.313
2023-11-20,6.38
2023-11-21,6.461
2023-11-22,6.466
2023-11-23,6.466
2023-11-24,6.434
2023-11-25,6.434
2023-11-26,6.434
2023-11-27,6.514
2023-11-28,6.487
2023-11-29,6.336
2023-11-30,6.331
2023-12-01,5.944
2023-12-02,5.944
2023-12-03,5.944
2023-12-04,5.853
2023-12-05,5.991
2023-12-06,5.912
2023-12-07,5.827
2023-12-08,5.703
2023-12-09,5.703
2023-12-10,5.703
2023-12-11,5.765
2023-12-12,5.801
2023-12-13,5.466
2023-12-14,5.1
2023-12-15,5.224
2023-12-16,5.224
2023-12-17,5.224
2023-12-18,5.33
2023-12-19,5.279
2023-12-20,5.397
2023-12-21,5.338
2023-12-22,5.33
2023-12-23,5.33
2023-12-24,5.33
2023-12-25,5.33
2023-12-26,5.267
2023-12-27,5.263
2023-12-28,5.238
2023-12-29,5.322
2023-12-30,5.322
2023-12-31,5.322
2024-01-01,5.322
2024-01-02,5.342
2024-01-03,5.536
2024-01-04,5.532
2024-01-05,5.474
2024-01-06,5.474
2024-01-07,5.474
2024-01-08,5.432
2024-01-09,5.553
2024-01-10,5.548
2024-01-11,5.62
2024-01-12,5.71
2024-01-13,5.71
2024-01-14,5.71
2024-01-15,5.71
2024-01-16,5.805
2024-01-17,5.853
2024-01-18,5.791
2024-01-19,5.724
2024-01-20,5.724
2024-01-21,5.724
2024-01-22,5.6
2024-01-23,5.671
2024-01-24,5.565
2024-01-25,7.042
2024-01-26,6.962
2024-01-27,6.962
2024-01-28,6.962
2024-01-29,6.799
2024-01-30,6.731
2024-01-31,7.049
2024-02-01,7.359
2024-02-02,7.287
2024-02-03,7.287
2024-02-04,7.287
2024-02-05,7.451
2024-02-06,7.648
2024-02-07,7.735
2024-02-08,7.566
2024-02-09,7.542
2024-02-10,7.542
2024-02-11,7.542
2024-02-12,7.321
2024-02-13,7.685
2024-02-14,7.619
2024-02-15,7.475
2024-02-16,7.681
2024-02-17,7.681
2024-02-18,7.681
2024-02-19,7.681
2024-02-20,7.656
2024-02-21,7.773
2024-02-22,7.696
2024-02-23,7.675
2024-02-24,7.675
2024-02-25,7.675
2024-02-26,7.857
2024-02-27,7.778
2024-02-28,8.131
2024-02-29,7.978
2024-03-01,8.081
2024-03-02,8.081
2024-03-03,8.081
2024-03-04,7.987
2024-03-05,7.648
2024-03-06,7.409
2024-03-07,7.382
2024-03-08,7.401
2024-03-09,7.401
2024-03-10,7.401
2024-03-11,7.394
2024-03-12,7.494
2024-03-13,7.497
2024-03-14,7.822
2024-03-15,7.925
2024-03-16,7.925
2024-03-17,7.925
2024-03-18,8.018
2024-03-19,8.054
2024-03-20,7.681
2024-03-21,7.73
2024-03-22,7.899
2024-03-23,7.899
2024-03-24,7.899
2024-03-25,7.784
2024-03-26,7.861
2024-03-27,7.56
2024-03-28,7.463
2024-03-29,7.463
2024-03-30,7.463
2024-03-31,7.463
2024-04-01,7.652
2024-04-02,7.797
2024-04-03,7.789
2024-04-04,7.83
2024-04-05,7.843
2024-04-06,7.843
2024-04-07,7.843
2024-04-08,7.639
