,DK US Equity
2023-08-15,3.227
2023-08-16,3.279
2023-08-17,3.263
2023-08-18,3.151
2023-08-19,3.151
2023-08-20,3.151
2023-08-21,3.284
2023-08-22,3.304
2023-08-23,3.418
2023-08-24,3.344
2023-08-25,3.254
2023-08-26,3.254
2023-08-27,3.254
2023-08-28,3.245
2023-08-29,3.292
2023-08-30,3.303
2023-08-31,3.39
2023-09-01,3.244
2023-09-02,3.244
2023-09-03,3.244
2023-09-04,3.244
2023-09-05,3.205
2023-09-06,3.164
2023-09-07,3.028
2023-09-08,2.849
2023-09-09,2.849
2023-09-10,2.849
2023-09-11,2.89
2023-09-12,2.882
2023-09-13,2.929
2023-09-14,2.891
2023-09-15,2.94
2023-09-16,2.94
2023-09-17,2.94
2023-09-18,3.188
2023-09-19,3.243
2023-09-20,3.274
2023-09-21,3.242
2023-09-22,3.299
2023-09-23,3.299
2023-09-24,3.299
2023-09-25,3.271
2023-09-26,3.336
2023-09-27,3.288
2023-09-28,3.247
2023-09-29,3.389
2023-09-30,3.389
2023-10-01,3.389
2023-10-02,3.518
2023-10-03,3.689
2023-10-04,3.856
2023-10-05,3.524
2023-10-06,3.521
2023-10-07,3.521
2023-10-08,3.521
2023-10-09,3.461
2023-10-10,3.356
2023-10-11,3.312
2023-10-12,3.389
2023-10-13,3.376
2023-10-14,3.376
2023-10-15,3.376
2023-10-16,3.322
2023-10-17,3.288
2023-10-18,3.174
2023-10-19,3.209
2023-10-20,3.253
2023-10-21,3.253
2023-10-22,3.253
2023-10-23,3.307
2023-10-24,3.372
2023-10-25,3.413
2023-10-26,3.464
2023-10-27,3.453
2023-10-28,3.453
2023-10-29,3.453
2023-10-30,3.401
2023-10-31,3.317
2023-11-01,3.276
2023-11-02,3.237
2023-11-03,3.36
2023-11-04,3.36
2023-11-05,3.36
2023-11-06,3.388
2023-11-07,3.367
2023-11-08,3.411
2023-11-09,3.546
2023-11-10,3.413
2023-11-11,3.413
2023-11-12,3.413
2023-11-13,3.351
2023-11-14,3.207
2023-11-15,3.183
2023-11-16,3.197
2023-11-17,3.173
2023-11-18,3.173
2023-11-19,3.173
2023-11-20,3.19
2023-11-21,3.216
2023-11-22,3.207
2023-11-23,3.207
2023-11-24,3.207
2023-11-25,3.207
2023-11-26,3.207
2023-11-27,3.234
2023-11-28,3.179
2023-11-29,3.22
2023-11-30,3.238
2023-12-01,3.167
2023-12-02,3.167
2023-12-03,3.167
2023-12-04,3.477
2023-12-05,3.573
2023-12-06,3.759
2023-12-07,3.755
2023-12-08,3.691
2023-12-09,3.691
2023-12-10,3.691
2023-12-11,3.694
2023-12-12,3.751
2023-12-13,3.634
2023-12-14,3.507
2023-12-15,3.538
2023-12-16,3.538
2023-12-17,3.538
2023-12-18,3.532
2023-12-19,3.55
2023-12-20,3.629
2023-12-21,3.625
2023-12-22,3.613
2023-12-23,3.613
2023-12-24,3.613
2023-12-25,3.613
2023-12-26,3.591
2023-12-27,3.611
2023-12-28,3.672
2023-12-29,3.719
2023-12-30,3.719
2023-12-31,3.719
2024-01-01,3.719
2024-01-02,3.639
2024-01-03,3.594
2024-01-04,3.674
2024-01-05,3.668
2024-01-06,3.668
2024-01-07,3.668
2024-01-08,3.736
2024-01-09,3.809
2024-01-10,3.913
2024-01-11,3.817
2024-01-12,3.784
2024-01-13,3.784
2024-01-14,3.784
2024-01-15,3.784
2024-01-16,3.907
2024-01-17,4.01
2024-01-18,3.985
2024-01-19,3.604
2024-01-20,3.604
2024-01-21,3.604
2024-01-22,3.554
2024-01-23,3.52
2024-01-24,3.535
2024-01-25,3.441
2024-01-26,3.335
2024-01-27,3.335
2024-01-28,3.335
2024-01-29,3.287
2024-01-30,3.183
2024-01-31,3.281
2024-02-01,3.289
2024-02-02,3.346
2024-02-03,3.346
2024-02-04,3.346
2024-02-05,3.263
2024-02-06,3.326
2024-02-07,3.247
2024-02-08,3.155
2024-02-09,3.119
2024-02-10,3.119
2024-02-11,3.119
2024-02-12,3.13
2024-02-13,3.182
2024-02-14,3.159
2024-02-15,3.09
2024-02-16,3.131
2024-02-17,3.131
2024-02-18,3.131
2024-02-19,3.131
2024-02-20,3.245
2024-02-21,3.192
2024-02-22,3.206
2024-02-23,3.138
2024-02-24,3.138
2024-02-25,3.138
2024-02-26,3.135
2024-02-27,3.786
2024-02-28,3.939
2024-02-29,3.771
2024-03-01,3.721
2024-03-02,3.721
2024-03-03,3.721
2024-03-04,3.768
2024-03-05,3.803
2024-03-06,3.821
2024-03-07,3.711
2024-03-08,3.645
2024-03-09,3.645
2024-03-10,3.645
2024-03-11,3.634
2024-03-12,3.734
2024-03-13,3.554
2024-03-14,3.491
2024-03-15,3.275
2024-03-16,3.275
2024-03-17,3.275
2024-03-18,3.264
2024-03-19,3.199
2024-03-20,3.161
2024-03-21,3.158
2024-03-22,3.152
2024-03-23,3.152
2024-03-24,3.152
2024-03-25,3.162
2024-03-26,3.171
2024-03-27,3.16
2024-03-28,3.152
2024-03-29,3.152
2024-03-30,3.152
2024-03-31,3.152
2024-04-01,3.155
2024-04-02,3.065
2024-04-03,3.012
2024-04-04,2.954
2024-04-05,2.902
2024-04-06,2.902
2024-04-07,2.902
2024-04-08,2.994
