,MGY US Equity
2023-08-24,2.393
2023-08-25,2.365
2023-08-26,2.365
2023-08-27,2.365
2023-08-28,2.346
2023-08-29,2.319
2023-08-30,2.321
2023-08-31,2.33
2023-09-01,2.277
2023-09-02,2.277
2023-09-03,2.277
2023-09-04,2.277
2023-09-05,2.278
2023-09-06,2.237
2023-09-07,2.246
2023-09-08,2.25
2023-09-09,2.25
2023-09-10,2.25
2023-09-11,2.315
2023-09-12,2.259
2023-09-13,2.305
2023-09-14,2.282
2023-09-15,2.306
2023-09-16,2.306
2023-09-17,2.306
2023-09-18,2.319
2023-09-19,2.325
2023-09-20,2.364
2023-09-21,2.382
2023-09-22,2.387
2023-09-23,2.387
2023-09-24,2.387
2023-09-25,2.343
2023-09-26,2.342
2023-09-27,2.247
2023-09-28,2.29
2023-09-29,2.319
2023-09-30,2.319
2023-10-01,2.319
2023-10-02,2.403
2023-10-03,2.386
2023-10-04,2.501
2023-10-05,2.465
2023-10-06,2.436
2023-10-07,2.436
2023-10-08,2.436
2023-10-09,2.36
2023-10-10,2.344
2023-10-11,2.227
2023-10-12,2.206
2023-10-13,2.135
2023-10-14,2.135
2023-10-15,2.135
2023-10-16,2.124
2023-10-17,2.132
2023-10-18,2.135
2023-10-19,2.112
2023-10-20,2.143
2023-10-21,2.143
2023-10-22,2.143
2023-10-23,2.194
2023-10-24,2.213
2023-10-25,2.195
2023-10-26,2.232
2023-10-27,2.259
2023-10-28,2.259
2023-10-29,2.259
2023-10-30,2.254
2023-10-31,2.208
2023-11-01,2.224
2023-11-02,2.198
2023-11-03,2.218
2023-11-04,2.218
2023-11-05,2.218
2023-11-06,2.297
2023-11-07,2.391
2023-11-08,2.452
2023-11-09,2.448
2023-11-10,2.415
2023-11-11,2.415
2023-11-12,2.415
2023-11-13,2.398
2023-11-14,2.311
2023-11-15,2.336
2023-11-16,2.428
2023-11-17,2.349
2023-11-18,2.349
2023-11-19,2.349
2023-11-20,2.341
2023-11-21,2.367
2023-11-22,2.379
2023-11-23,2.379
2023-11-24,2.353
2023-11-25,2.353
2023-11-26,2.353
2023-11-27,2.31
2023-11-28,2.31
2023-11-29,2.33
2023-11-30,2.326
2023-12-01,2.284
2023-12-02,2.284
2023-12-03,2.284
2023-12-04,2.338
2023-12-05,2.413
2023-12-06,2.459
2023-12-07,2.446
2023-12-08,2.39
2023-12-09,2.39
2023-12-10,2.39
2023-12-11,2.392
2023-12-12,2.485
2023-12-13,2.424
2023-12-14,2.35
2023-12-15,2.367
2023-12-16,2.367
2023-12-17,2.367
2023-12-18,2.354
2023-12-19,2.325
2023-12-20,2.371
2023-12-21,2.343
2023-12-22,2.341
2023-12-23,2.341
2023-12-24,2.341
2023-12-25,2.341
2023-12-26,2.296
2023-12-27,2.312
2023-12-28,2.369
2023-12-29,2.378
2023-12-30,2.378
2023-12-31,2.378
2024-01-01,2.378
2024-01-02,2.356
2024-01-03,2.329
2024-01-04,2.422
2024-01-05,2.407
2024-01-06,2.407
2024-01-07,2.407
2024-01-08,2.422
2024-01-09,2.461
2024-01-10,2.499
2024-01-11,2.511
2024-01-12,2.481
2024-01-13,2.481
2024-01-14,2.481
2024-01-15,2.481
2024-01-16,2.549
2024-01-17,2.583
2024-01-18,2.584
2024-01-19,2.581
2024-01-20,2.581
2024-01-21,2.581
2024-01-22,2.559
2024-01-23,2.553
2024-01-24,2.496
2024-01-25,2.423
2024-01-26,2.415
2024-01-27,2.415
2024-01-28,2.415
2024-01-29,2.404
2024-01-30,2.368
2024-01-31,2.455
2024-02-01,2.479
2024-02-02,2.534
2024-02-03,2.534
2024-02-04,2.534
2024-02-05,2.568
2024-02-06,2.52
2024-02-07,2.523
2024-02-08,2.491
2024-02-09,2.509
2024-02-10,2.509
2024-02-11,2.509
2024-02-12,2.464
2024-02-13,2.509
2024-02-14,2.494
2024-02-15,2.368
2024-02-16,2.395
2024-02-17,2.395
2024-02-18,2.395
2024-02-19,2.395
2024-02-20,2.396
2024-02-21,2.338
2024-02-22,2.33
2024-02-23,2.349
2024-02-24,2.349
2024-02-25,2.349
2024-02-26,2.337
2024-02-27,2.318
2024-02-28,2.339
2024-02-29,2.293
2024-03-01,2.261
2024-03-02,2.261
2024-03-03,2.261
2024-03-04,2.235
2024-03-05,2.214
2024-03-06,2.253
2024-03-07,2.213
2024-03-08,2.229
2024-03-09,2.229
2024-03-10,2.229
2024-03-11,2.217
2024-03-12,2.206
2024-03-13,2.179
2024-03-14,2.185
2024-03-15,2.2
2024-03-16,2.2
2024-03-17,2.2
2024-03-18,2.164
2024-03-19,2.137
2024-03-20,2.116
2024-03-21,2.106
2024-03-22,2.119
2024-03-23,2.119
2024-03-24,2.119
2024-03-25,2.113
2024-03-26,2.125
2024-03-27,2.084
2024-03-28,2.05
2024-03-29,2.05
2024-03-30,2.05
2024-03-31,2.05
2024-04-01,2.031
2024-04-02,2.028
2024-04-03,1.998
2024-04-04,1.994
2024-04-05,1.972
2024-04-06,1.972
2024-04-07,1.972
2024-04-08,1.998
