,SON US Equity
2023-09-10,3.866
2023-09-11,3.898
2023-09-12,3.902
2023-09-13,3.903
2023-09-14,3.787
2023-09-15,3.815
2023-09-16,3.815
2023-09-17,3.815
2023-09-18,3.798
2023-09-19,3.842
2023-09-20,3.869
2023-09-21,3.905
2023-09-22,3.926
2023-09-23,3.926
2023-09-24,3.926
2023-09-25,3.902
2023-09-26,3.954
2023-09-27,3.967
2023-09-28,3.915
2023-09-29,3.902
2023-09-30,3.902
2023-10-01,3.902
2023-10-02,3.942
2023-10-03,3.965
2023-10-04,3.934
2023-10-05,3.958
2023-10-06,3.977
2023-10-07,3.977
2023-10-08,3.977
2023-10-09,3.922
2023-10-10,3.931
2023-10-11,3.93
2023-10-12,4.047
2023-10-13,4.012
2023-10-14,4.012
2023-10-15,4.012
2023-10-16,3.959
2023-10-17,3.929
2023-10-18,3.994
2023-10-19,4.064
2023-10-20,4.162
2023-10-21,4.162
2023-10-22,4.162
2023-10-23,4.231
2023-10-24,4.193
2023-10-25,4.202
2023-10-26,4.17
2023-10-27,4.188
2023-10-28,4.188
2023-10-29,4.188
2023-10-30,4.135
2023-10-31,4.093
2023-11-01,3.892
2023-11-02,3.872
2023-11-03,3.826
2023-11-04,3.826
2023-11-05,3.826
2023-11-06,3.817
2023-11-07,3.859
2023-11-08,3.863
2023-11-09,3.885
2023-11-10,3.869
2023-11-11,3.869
2023-11-12,3.869
2023-11-13,3.92
2023-11-14,3.805
2023-11-15,3.768
2023-11-16,3.8
2023-11-17,3.788
2023-11-18,3.788
2023-11-19,3.788
2023-11-20,3.789
2023-11-21,3.794
2023-11-22,3.774
2023-11-23,3.774
2023-11-24,3.765
2023-11-25,3.765
2023-11-26,3.765
2023-11-27,3.772
2023-11-28,3.825
2023-11-29,3.786
2023-11-30,3.787
2023-12-01,3.735
2023-12-02,3.735
2023-12-03,3.735
2023-12-04,3.721
2023-12-05,3.825
2023-12-06,3.84
2023-12-07,3.796
2023-12-08,3.833
2023-12-09,3.833
2023-12-10,3.833
2023-12-11,3.832
2023-12-12,3.885
2023-12-13,3.692
2023-12-14,3.711
2023-12-15,3.779
2023-12-16,3.779
2023-12-17,3.779
2023-12-18,3.731
2023-12-19,3.719
2023-12-20,3.768
2023-12-21,3.727
2023-12-22,3.72
2023-12-23,3.72
2023-12-24,3.72
2023-12-25,3.72
2023-12-26,3.718
2023-12-27,3.713
2023-12-28,3.707
2023-12-29,3.739
2023-12-30,3.739
2023-12-31,3.739
2024-01-01,3.739
2024-01-02,3.665
2024-01-03,3.688
2024-01-04,3.668
2024-01-05,3.601
2024-01-06,3.601
2024-01-07,3.601
2024-01-08,3.599
2024-01-09,3.614
2024-01-10,3.641
2024-01-11,3.633
2024-01-12,3.665
2024-01-13,3.665
2024-01-14,3.665
2024-01-15,3.665
2024-01-16,3.697
2024-01-17,3.731
2024-01-18,3.669
2024-01-19,3.641
2024-01-20,3.641
2024-01-21,3.641
2024-01-22,3.583
2024-01-23,3.603
2024-01-24,3.631
2024-01-25,3.608
2024-01-26,3.582
2024-01-27,3.582
2024-01-28,3.582
2024-01-29,3.594
2024-01-30,3.573
2024-01-31,3.671
2024-02-01,3.639
2024-02-02,3.668
2024-02-03,3.668
2024-02-04,3.668
2024-02-05,3.688
2024-02-06,3.7
2024-02-07,3.695
2024-02-08,3.671
2024-02-09,3.668
2024-02-10,3.668
2024-02-11,3.668
2024-02-12,3.658
2024-02-13,3.754
2024-02-14,3.728
2024-02-15,3.669
2024-02-16,3.771
2024-02-17,3.771
2024-02-18,3.771
2024-02-19,3.771
2024-02-20,3.727
2024-02-21,3.709
2024-02-22,3.643
2024-02-23,3.653
2024-02-24,3.653
2024-02-25,3.653
2024-02-26,3.687
2024-02-27,3.691
2024-02-28,3.678
2024-02-29,3.67
2024-03-01,3.668
2024-03-02,3.668
2024-03-03,3.668
2024-03-04,3.668
2024-03-05,3.663
2024-03-06,3.678
2024-03-07,3.617
2024-03-08,3.614
2024-03-09,3.614
2024-03-10,3.614
2024-03-11,3.616
2024-03-12,3.609
2024-03-13,3.6
2024-03-14,3.658
2024-03-15,3.65
2024-03-16,3.65
2024-03-17,3.65
2024-03-18,3.722
2024-03-19,3.656
2024-03-20,3.676
2024-03-21,3.632
2024-03-22,3.686
2024-03-23,3.686
2024-03-24,3.686
2024-03-25,3.663
2024-03-26,3.672
2024-03-27,3.609
2024-03-28,3.596
2024-03-29,3.596
2024-03-30,3.596
2024-03-31,3.596
2024-04-01,3.611
2024-04-02,3.617
2024-04-03,3.652
2024-04-04,3.597
2024-04-05,3.638
2024-04-06,3.638
2024-04-07,3.638
2024-04-08,3.61
