,LECO US Equity
2023-08-16,1.411
2023-08-17,1.434
2023-08-18,1.438
2023-08-19,1.438
2023-08-20,1.438
2023-08-21,1.424
2023-08-22,1.427
2023-08-23,1.407
2023-08-24,1.425
2023-08-25,1.419
2023-08-26,1.419
2023-08-27,1.419
2023-08-28,1.405
2023-08-29,1.385
2023-08-30,1.374
2023-08-31,1.374
2023-09-01,1.362
2023-09-02,1.362
2023-09-03,1.362
2023-09-04,1.362
2023-09-05,1.421
2023-09-06,1.421
2023-09-07,1.464
2023-09-08,1.467
2023-09-09,1.467
2023-09-10,1.467
2023-09-11,1.46
2023-09-12,1.45
2023-09-13,1.478
2023-09-14,1.461
2023-09-15,1.46
2023-09-16,1.46
2023-09-17,1.46
2023-09-18,1.461
2023-09-19,1.465
2023-09-20,1.471
2023-09-21,1.497
2023-09-22,1.496
2023-09-23,1.496
2023-09-24,1.496
2023-09-25,1.472
2023-09-26,1.486
2023-09-27,1.467
2023-09-28,1.431
2023-09-29,1.458
2023-09-30,1.458
2023-10-01,1.458
2023-10-02,1.481
2023-10-03,1.475
2023-10-04,1.466
2023-10-05,1.467
2023-10-06,1.438
2023-10-07,1.438
2023-10-08,1.438
2023-10-09,1.435
2023-10-10,1.429
2023-10-11,1.412
2023-10-12,1.436
2023-10-13,1.465
2023-10-14,1.465
2023-10-15,1.465
2023-10-16,1.449
2023-10-17,1.427
2023-10-18,1.527
2023-10-19,1.542
2023-10-20,1.565
2023-10-21,1.565
2023-10-22,1.565
2023-10-23,1.571
2023-10-24,1.6
2023-10-25,1.634
2023-10-26,1.599
2023-10-27,1.592
2023-10-28,1.592
2023-10-29,1.592
2023-10-30,1.58
2023-10-31,1.578
2023-11-01,1.565
2023-11-02,1.528
2023-11-03,1.5
2023-11-04,1.5
2023-11-05,1.5
2023-11-06,1.515
2023-11-07,1.537
2023-11-08,1.52
2023-11-09,1.508
2023-11-10,1.486
2023-11-11,1.486
2023-11-12,1.486
2023-11-13,1.473
2023-11-14,1.428
2023-11-15,1.423
2023-11-16,1.431
2023-11-17,1.427
2023-11-18,1.427
2023-11-19,1.427
2023-11-20,1.428
2023-11-21,1.423
2023-11-22,1.433
2023-11-23,1.433
2023-11-24,1.422
2023-11-25,1.422
2023-11-26,1.422
2023-11-27,1.414
2023-11-28,1.436
2023-11-29,1.422
2023-11-30,1.406
2023-12-01,1.38
2023-12-02,1.38
2023-12-03,1.38
2023-12-04,1.363
2023-12-05,1.371
2023-12-06,1.373
2023-12-07,1.36
2023-12-08,1.347
2023-12-09,1.347
2023-12-10,1.347
2023-12-11,1.337
2023-12-12,1.348
2023-12-13,1.33
2023-12-14,1.286
2023-12-15,1.287
2023-12-16,1.287
2023-12-17,1.287
2023-12-18,1.278
2023-12-19,1.289
2023-12-20,1.299
2023-12-21,1.286
2023-12-22,1.275
2023-12-23,1.275
2023-12-24,1.275
2023-12-25,1.275
2023-12-26,1.267
2023-12-27,1.263
2023-12-28,1.267
2023-12-29,1.276
2023-12-30,1.276
2023-12-31,1.276
2024-01-01,1.276
2024-01-02,1.299
2024-01-03,1.324
2024-01-04,1.308
2024-01-05,1.314
2024-01-06,1.314
2024-01-07,1.314
2024-01-08,1.305
2024-01-09,1.316
2024-01-10,1.324
2024-01-11,1.316
2024-01-12,1.303
2024-01-13,1.303
2024-01-14,1.303
2024-01-15,1.303
2024-01-16,1.302
2024-01-17,1.315
2024-01-18,1.285
2024-01-19,1.254
2024-01-20,1.254
2024-01-21,1.254
2024-01-22,1.24
2024-01-23,1.243
2024-01-24,1.259
2024-01-25,1.242
2024-01-26,1.236
2024-01-27,1.236
2024-01-28,1.236
2024-01-29,1.227
2024-01-30,1.22
2024-01-31,1.246
2024-02-01,1.226
2024-02-02,1.222
2024-02-03,1.222
2024-02-04,1.222
2024-02-05,1.244
2024-02-06,1.237
2024-02-07,1.221
2024-02-08,1.203
2024-02-09,1.195
2024-02-10,1.195
2024-02-11,1.195
2024-02-12,1.195
2024-02-13,1.218
2024-02-14,1.196
2024-02-15,1.118
2024-02-16,1.126
2024-02-17,1.126
2024-02-18,1.126
2024-02-19,1.126
2024-02-20,1.139
2024-02-21,1.142
2024-02-22,1.132
2024-02-23,1.125
2024-02-24,1.125
2024-02-25,1.125
2024-02-26,1.111
2024-02-27,1.11
2024-02-28,1.097
2024-02-29,1.101
2024-03-01,1.111
2024-03-02,1.111
2024-03-03,1.111
2024-03-04,1.106
2024-03-05,1.117
2024-03-06,1.11
2024-03-07,1.107
2024-03-08,1.11
2024-03-09,1.11
2024-03-10,1.11
2024-03-11,1.117
2024-03-12,1.118
2024-03-13,1.135
2024-03-14,1.144
2024-03-15,1.137
2024-03-16,1.137
2024-03-17,1.137
2024-03-18,1.134
2024-03-19,1.12
2024-03-20,1.103
2024-03-21,1.099
2024-03-22,1.094
2024-03-23,1.094
2024-03-24,1.094
2024-03-25,1.103
2024-03-26,1.116
2024-03-27,1.09
2024-03-28,1.102
2024-03-29,1.102
2024-03-30,1.102
2024-03-31,1.102
2024-04-01,1.115
2024-04-02,1.13
2024-04-03,1.126
2024-04-04,1.129
2024-04-05,1.126
2024-04-06,1.126
2024-04-07,1.126
2024-04-08,1.133
