,HLIO US Equity
2023-08-16,0.631
2023-08-17,0.636
2023-08-18,0.632
2023-08-19,0.632
2023-08-20,0.632
2023-08-21,0.631
2023-08-22,0.627
2023-08-23,0.632
2023-08-24,0.637
2023-08-25,0.635
2023-08-26,0.635
2023-08-27,0.635
2023-08-28,0.626
2023-08-29,0.629
2023-08-30,0.626
2023-08-31,0.626
2023-09-01,0.611
2023-09-02,0.611
2023-09-03,0.611
2023-09-04,0.611
2023-09-05,0.622
2023-09-06,0.623
2023-09-07,0.636
2023-09-08,0.628
2023-09-09,0.628
2023-09-10,0.628
2023-09-11,0.636
2023-09-12,0.641
2023-09-13,0.651
2023-09-14,0.639
2023-09-15,0.645
2023-09-16,0.645
2023-09-17,0.645
2023-09-18,0.646
2023-09-19,0.647
2023-09-20,0.658
2023-09-21,0.672
2023-09-22,0.678
2023-09-23,0.678
2023-09-24,0.678
2023-09-25,0.668
2023-09-26,0.671
2023-09-27,0.661
2023-09-28,0.656
2023-09-29,0.653
2023-09-30,0.653
2023-10-01,0.653
2023-10-02,0.659
2023-10-03,0.673
2023-10-04,0.67
2023-10-05,0.668
2023-10-06,0.666
2023-10-07,0.666
2023-10-08,0.666
2023-10-09,0.66
2023-10-10,0.654
2023-10-11,0.65
2023-10-12,0.657
2023-10-13,0.676
2023-10-14,0.676
2023-10-15,0.676
2023-10-16,0.67
2023-10-17,0.661
2023-10-18,0.685
2023-10-19,0.7
2023-10-20,0.7
2023-10-21,0.7
2023-10-22,0.7
2023-10-23,0.71
2023-10-24,0.692
2023-10-25,0.715
2023-10-26,0.7
2023-10-27,0.712
2023-10-28,0.712
2023-10-29,0.712
2023-10-30,0.711
2023-10-31,0.699
2023-11-01,0.709
2023-11-02,0.684
2023-11-03,0.821
2023-11-04,0.821
2023-11-05,0.821
2023-11-06,0.821
2023-11-07,0.851
2023-11-08,0.857
2023-11-09,0.856
2023-11-10,0.877
2023-11-11,0.877
2023-11-12,0.877
2023-11-13,0.926
2023-11-14,0.863
2023-11-15,0.847
2023-11-16,0.852
2023-11-17,0.847
2023-11-18,0.847
2023-11-19,0.847
2023-11-20,0.876
2023-11-21,0.907
2023-11-22,0.914
2023-11-23,0.914
2023-11-24,0.909
2023-11-25,0.909
2023-11-26,0.909
2023-11-27,0.927
2023-11-28,0.944
2023-11-29,0.95
2023-11-30,0.942
2023-12-01,0.908
2023-12-02,0.908
2023-12-03,0.908
2023-12-04,0.888
2023-12-05,0.914
2023-12-06,0.917
2023-12-07,0.899
2023-12-08,0.908
2023-12-09,0.908
2023-12-10,0.908
2023-12-11,0.891
2023-12-12,0.887
2023-12-13,0.85
2023-12-14,0.805
2023-12-15,0.79
2023-12-16,0.79
2023-12-17,0.79
2023-12-18,0.797
2023-12-19,0.785
2023-12-20,0.811
2023-12-21,0.811
2023-12-22,0.805
2023-12-23,0.805
2023-12-24,0.805
2023-12-25,0.805
2023-12-26,0.806
2023-12-27,0.803
2023-12-28,0.808
2023-12-29,0.797
2023-12-30,0.797
2023-12-31,0.797
2024-01-01,0.797
2024-01-02,0.809
2024-01-03,0.845
2024-01-04,0.853
2024-01-05,0.852
2024-01-06,0.852
2024-01-07,0.852
2024-01-08,0.853
2024-01-09,0.869
2024-01-10,0.875
2024-01-11,0.844
2024-01-12,0.848
2024-01-13,0.848
2024-01-14,0.848
2024-01-15,0.848
2024-01-16,0.88
2024-01-17,0.88
2024-01-18,0.865
2024-01-19,0.859
2024-01-20,0.859
2024-01-21,0.859
2024-01-22,0.835
2024-01-23,0.842
2024-01-24,0.843
2024-01-25,0.835
2024-01-26,0.842
2024-01-27,0.842
2024-01-28,0.842
2024-01-29,0.822
2024-01-30,0.837
2024-01-31,0.874
2024-02-01,0.872
2024-02-02,0.873
2024-02-03,0.873
2024-02-04,0.873
2024-02-05,0.894
2024-02-06,0.876
2024-02-07,0.864
2024-02-08,0.887
2024-02-09,0.851
2024-02-10,0.851
2024-02-11,0.851
2024-02-12,0.854
2024-02-13,0.893
2024-02-14,0.883
2024-02-15,0.828
2024-02-16,0.803
2024-02-17,0.803
2024-02-18,0.803
2024-02-19,0.803
2024-02-20,0.819
2024-02-21,0.809
2024-02-22,0.818
2024-02-23,0.823
2024-02-24,0.823
2024-02-25,0.823
2024-02-26,0.81
2024-02-27,0.767
2024-02-28,0.818
2024-02-29,0.817
2024-03-01,0.826
2024-03-02,0.826
2024-03-03,0.826
2024-03-04,0.835
2024-03-05,0.838
2024-03-06,0.827
2024-03-07,0.814
2024-03-08,0.799
2024-03-09,0.799
2024-03-10,0.799
2024-03-11,0.82
2024-03-12,0.821
2024-03-13,0.826
2024-03-14,0.848
2024-03-15,0.854
2024-03-16,0.854
2024-03-17,0.854
2024-03-18,0.839
2024-03-19,0.821
2024-03-20,0.815
2024-03-21,0.818
2024-03-22,0.834
2024-03-23,0.834
2024-03-24,0.834
2024-03-25,0.865
2024-03-26,0.849
2024-03-27,0.842
2024-03-28,0.807
2024-03-29,0.807
2024-03-30,0.807
2024-03-31,0.807
2024-04-01,0.819
2024-04-02,0.836
2024-04-03,0.831
2024-04-04,0.81
2024-04-05,0.81
2024-04-06,0.81
2024-04-07,0.81
2024-04-08,0.801
