,LUV US Equity
2023-09-12,2.605
2023-09-13,2.649
2023-09-14,2.635
2023-09-15,2.569
2023-09-16,2.569
2023-09-17,2.569
2023-09-18,2.623
2023-09-19,2.638
2023-09-20,2.674
2023-09-21,2.611
2023-09-22,2.632
2023-09-23,2.632
2023-09-24,2.632
2023-09-25,2.762
2023-09-26,2.86
2023-09-27,2.833
2023-09-28,2.791
2023-09-29,2.806
2023-09-30,2.806
2023-10-01,2.806
2023-10-02,2.794
2023-10-03,2.954
2023-10-04,2.912
2023-10-05,2.899
2023-10-06,2.925
2023-10-07,2.925
2023-10-08,2.925
2023-10-09,2.989
2023-10-10,2.972
2023-10-11,3.023
2023-10-12,3.112
2023-10-13,3.122
2023-10-14,3.122
2023-10-15,3.122
2023-10-16,3.092
2023-10-17,3.071
2023-10-18,3.206
2023-10-19,3.25
2023-10-20,3.273
2023-10-21,3.273
2023-10-22,3.273
2023-10-23,3.261
2023-10-24,3.314
2023-10-25,3.356
2023-10-26,3.386
2023-10-27,3.545
2023-10-28,3.545
2023-10-29,3.545
2023-10-30,3.361
2023-10-31,3.403
2023-11-01,3.403
2023-11-02,3.267
2023-11-03,3.192
2023-11-04,3.192
2023-11-05,3.192
2023-11-06,3.228
2023-11-07,3.224
2023-11-08,3.166
2023-11-09,3.253
2023-11-10,3.267
2023-11-11,3.267
2023-11-12,3.267
2023-11-13,3.277
2023-11-14,3.114
2023-11-15,3.046
2023-11-16,3.127
2023-11-17,3.062
2023-11-18,3.062
2023-11-19,3.062
2023-11-20,3.023
2023-11-21,3.084
2023-11-22,3.074
2023-11-23,3.074
2023-11-24,3.054
2023-11-25,3.054
2023-11-26,3.054
2023-11-27,3.108
2023-11-28,3.061
2023-11-29,2.999
2023-11-30,2.892
2023-12-01,2.77
2023-12-02,2.77
2023-12-03,2.77
2023-12-04,2.708
2023-12-05,2.721
2023-12-06,2.642
2023-12-07,2.536
2023-12-08,2.543
2023-12-09,2.543
2023-12-10,2.543
2023-12-11,2.52
2023-12-12,2.439
2023-12-13,2.536
2023-12-14,2.484
2023-12-15,2.549
2023-12-16,2.549
2023-12-17,2.549
2023-12-18,2.552
2023-12-19,2.505
2023-12-20,2.528
2023-12-21,2.483
2023-12-22,2.491
2023-12-23,2.491
2023-12-24,2.491
2023-12-25,2.491
2023-12-26,2.521
2023-12-27,2.516
2023-12-28,2.501
2023-12-29,2.545
2023-12-30,2.545
2023-12-31,2.545
2024-01-01,2.545
2024-01-02,2.587
2024-01-03,2.698
2024-01-04,2.66
2024-01-05,2.549
2024-01-06,2.549
2024-01-07,2.549
2024-01-08,2.551
2024-01-09,2.534
2024-01-10,2.501
2024-01-11,2.49
2024-01-12,2.6
2024-01-13,2.6
2024-01-14,2.6
2024-01-15,2.6
2024-01-16,2.587
2024-01-17,2.643
2024-01-18,2.474
2024-01-19,2.487
2024-01-20,2.487
2024-01-21,2.487
2024-01-22,2.473
2024-01-23,2.398
2024-01-24,2.398
2024-01-25,2.455
2024-01-26,2.439
2024-01-27,2.439
2024-01-28,2.439
2024-01-29,2.429
2024-01-30,2.431
2024-01-31,2.455
2024-02-01,2.432
2024-02-02,2.416
2024-02-03,2.416
2024-02-04,2.416
2024-02-05,2.467
2024-02-06,2.365
2024-02-07,2.387
2024-02-08,2.261
2024-02-09,2.249
2024-02-10,2.249
2024-02-11,2.249
2024-02-12,2.238
2024-02-13,2.247
2024-02-14,2.166
2024-02-15,2.136
2024-02-16,2.151
2024-02-17,2.151
2024-02-18,2.151
2024-02-19,2.151
2024-02-20,2.155
2024-02-21,2.113
2024-02-22,2.132
2024-02-23,2.161
2024-02-24,2.161
2024-02-25,2.161
2024-02-26,2.137
2024-02-27,2.114
2024-02-28,2.117
2024-02-29,2.13
2024-03-01,2.149
2024-03-02,2.149
2024-03-03,2.149
2024-03-04,2.14
2024-03-05,2.11
2024-03-06,2.101
2024-03-07,2.084
2024-03-08,2.119
2024-03-09,2.119
2024-03-10,2.119
2024-03-11,2.149
2024-03-12,2.524
2024-03-13,2.567
2024-03-14,2.583
2024-03-15,2.561
2024-03-16,2.561
2024-03-17,2.561
2024-03-18,2.592
2024-03-19,2.577
2024-03-20,2.517
2024-03-21,2.531
2024-03-22,2.552
2024-03-23,2.552
2024-03-24,2.552
2024-03-25,2.546
2024-03-26,2.555
2024-03-27,2.48
2024-03-28,2.487
2024-03-29,2.487
2024-03-30,2.487
2024-03-31,2.487
2024-04-01,2.467
2024-04-02,2.541
2024-04-03,2.569
2024-04-04,2.574
2024-04-05,2.541
2024-04-06,2.541
2024-04-07,2.541
2024-04-08,2.513
