,PPL US Equity
2023-08-15,4.16
2023-08-16,4.18
2023-08-17,4.215
2023-08-18,4.19
2023-08-19,4.19
2023-08-20,4.19
2023-08-21,4.203
2023-08-22,4.19
2023-08-23,4.205
2023-08-24,4.233
2023-08-25,4.195
2023-08-26,4.195
2023-08-27,4.195
2023-08-28,4.195
2023-08-29,4.195
2023-08-30,4.201
2023-08-31,4.253
2023-09-01,4.277
2023-09-02,4.277
2023-09-03,4.277
2023-09-04,4.277
2023-09-05,4.36
2023-09-06,4.336
2023-09-07,4.272
2023-09-08,4.232
2023-09-09,4.232
2023-09-10,4.232
2023-09-11,4.185
2023-09-12,4.178
2023-09-13,4.129
2023-09-14,4.079
2023-09-15,4.082
2023-09-16,4.082
2023-09-17,4.082
2023-09-18,4.081
2023-09-19,4.106
2023-09-20,4.081
2023-09-21,4.149
2023-09-22,4.168
2023-09-23,4.168
2023-09-24,4.168
2023-09-25,4.19
2023-09-26,4.316
2023-09-27,4.376
2023-09-28,4.48
2023-09-29,4.446
2023-09-30,4.446
2023-10-01,4.446
2023-10-02,4.645
2023-10-03,4.558
2023-10-04,4.572
2023-10-05,4.562
2023-10-06,4.469
2023-10-07,4.469
2023-10-08,4.469
2023-10-09,4.411
2023-10-10,4.39
2023-10-11,4.345
2023-10-12,4.429
2023-10-13,4.385
2023-10-14,4.385
2023-10-15,4.385
2023-10-16,4.332
2023-10-17,4.327
2023-10-18,4.352
2023-10-19,4.398
2023-10-20,4.37
2023-10-21,4.37
2023-10-22,4.37
2023-10-23,4.381
2023-10-24,4.297
2023-10-25,4.276
2023-10-26,4.213
2023-10-27,4.293
2023-10-28,4.293
2023-10-29,4.293
2023-10-30,4.274
2023-10-31,4.243
2023-11-01,4.22
2023-11-02,4.169
2023-11-03,4.121
2023-11-04,4.121
2023-11-05,4.121
2023-11-06,4.157
2023-11-07,4.032
2023-11-08,4.076
2023-11-09,4.149
2023-11-10,4.126
2023-11-11,4.126
2023-11-12,4.126
2023-11-13,4.19
2023-11-14,4.062
2023-11-15,4.052
2023-11-16,4.018
2023-11-17,4.007
2023-11-18,4.007
2023-11-19,4.007
2023-11-20,3.995
2023-11-21,3.974
2023-11-22,3.984
2023-11-23,3.984
2023-11-24,3.974
2023-11-25,3.974
2023-11-26,3.974
2023-11-27,3.984
2023-11-28,3.962
2023-11-29,4.016
2023-11-30,4.003
2023-12-01,3.948
2023-12-02,3.948
2023-12-03,3.948
2023-12-04,3.966
2023-12-05,4.018
2023-12-06,3.971
2023-12-07,3.971
2023-12-08,3.975
2023-12-09,3.975
2023-12-10,3.975
2023-12-11,3.934
2023-12-12,3.958
2023-12-13,3.791
2023-12-14,3.824
2023-12-15,3.844
2023-12-16,3.844
2023-12-17,3.844
2023-12-18,3.855
2023-12-19,3.846
2023-12-20,3.915
2023-12-21,3.918
2023-12-22,3.859
2023-12-23,3.859
2023-12-24,3.859
2023-12-25,3.859
2023-12-26,3.836
2023-12-27,3.827
2023-12-28,3.812
2023-12-29,3.819
2023-12-30,3.819
2023-12-31,3.819
2024-01-01,3.819
2024-01-02,3.762
2024-01-03,3.742
2024-01-04,3.747
2024-01-05,3.726
2024-01-06,3.726
2024-01-07,3.726
2024-01-08,3.694
2024-01-09,3.716
2024-01-10,3.745
2024-01-11,3.826
2024-01-12,3.818
2024-01-13,3.818
2024-01-14,3.818
2024-01-15,3.818
2024-01-16,3.856
2024-01-17,3.927
2024-01-18,3.987
2024-01-19,4.037
2024-01-20,4.037
2024-01-21,4.037
2024-01-22,4.068
2024-01-23,4.083
2024-01-24,4.124
2024-01-25,4.061
2024-01-26,4.052
2024-01-27,4.052
2024-01-28,4.052
2024-01-29,4.031
2024-01-30,4.028
2024-01-31,4.0
2024-02-01,3.944
2024-02-02,4.023
2024-02-03,4.023
2024-02-04,4.023
2024-02-05,4.091
2024-02-06,4.08
2024-02-07,4.081
2024-02-08,4.084
2024-02-09,4.051
2024-02-10,4.051
2024-02-11,4.051
2024-02-12,3.985
2024-02-13,4.023
2024-02-14,4.023
2024-02-15,3.961
2024-02-16,3.945
2024-02-17,3.945
2024-02-18,3.945
2024-02-19,3.945
2024-02-20,3.972
2024-02-21,3.905
2024-02-22,3.911
2024-02-23,3.918
2024-02-24,3.918
2024-02-25,3.918
2024-02-26,4.006
2024-02-27,3.973
2024-02-28,4.002
2024-02-29,3.982
2024-03-01,4.017
2024-03-02,4.017
2024-03-03,4.017
2024-03-04,3.927
2024-03-05,3.924
2024-03-06,3.911
2024-03-07,3.869
2024-03-08,3.826
2024-03-09,3.826
2024-03-10,3.826
2024-03-11,3.817
2024-03-12,3.863
2024-03-13,3.858
2024-03-14,3.905
2024-03-15,3.893
2024-03-16,3.893
2024-03-17,3.893
2024-03-18,3.855
2024-03-19,3.838
2024-03-20,3.786
2024-03-21,3.826
2024-03-22,3.815
2024-03-23,3.815
2024-03-24,3.815
2024-03-25,3.817
2024-03-26,3.883
2024-03-27,3.767
2024-03-28,3.752
2024-03-29,3.752
2024-03-30,3.752
2024-03-31,3.752
2024-04-01,3.756
2024-04-02,3.759
2024-04-03,3.787
2024-04-04,3.787
2024-04-05,3.795
2024-04-06,3.795
2024-04-07,3.795
2024-04-08,3.773
