,BAH US Equity
2023-08-20,1.698
2023-08-21,1.709
2023-08-22,1.711
2023-08-23,1.699
2023-08-24,1.683
2023-08-25,1.687
2023-08-26,1.687
2023-08-27,1.687
2023-08-28,1.679
2023-08-29,1.688
2023-08-30,1.686
2023-08-31,1.705
2023-09-01,1.69
2023-09-02,1.69
2023-09-03,1.69
2023-09-04,1.69
2023-09-05,1.691
2023-09-06,1.696
2023-09-07,1.721
2023-09-08,1.733
2023-09-09,1.733
2023-09-10,1.733
2023-09-11,1.721
2023-09-12,1.713
2023-09-13,1.713
2023-09-14,1.715
2023-09-15,1.741
2023-09-16,1.741
2023-09-17,1.741
2023-09-18,1.737
2023-09-19,1.74
2023-09-20,1.739
2023-09-21,1.802
2023-09-22,1.807
2023-09-23,1.807
2023-09-24,1.807
2023-09-25,1.795
2023-09-26,1.791
2023-09-27,1.768
2023-09-28,1.784
2023-09-29,1.775
2023-09-30,1.775
2023-10-01,1.775
2023-10-02,1.705
2023-10-03,1.687
2023-10-04,1.671
2023-10-05,1.659
2023-10-06,1.62
2023-10-07,1.62
2023-10-08,1.62
2023-10-09,1.577
2023-10-10,1.555
2023-10-11,1.529
2023-10-12,1.524
2023-10-13,1.514
2023-10-14,1.514
2023-10-15,1.514
2023-10-16,1.504
2023-10-17,1.504
2023-10-18,1.545
2023-10-19,1.57
2023-10-20,1.589
2023-10-21,1.589
2023-10-22,1.589
2023-10-23,1.596
2023-10-24,1.617
2023-10-25,1.621
2023-10-26,1.595
2023-10-27,1.644
2023-10-28,1.644
2023-10-29,1.644
2023-10-30,1.637
2023-10-31,1.609
2023-11-01,1.559
2023-11-02,1.572
2023-11-03,1.569
2023-11-04,1.569
2023-11-05,1.569
2023-11-06,1.561
2023-11-07,1.567
2023-11-08,1.547
2023-11-09,1.549
2023-11-10,1.532
2023-11-11,1.532
2023-11-12,1.532
2023-11-13,1.516
2023-11-14,1.487
2023-11-15,1.517
2023-11-16,1.504
2023-11-17,1.516
2023-11-18,1.516
2023-11-19,1.516
2023-11-20,1.508
2023-11-21,1.521
2023-11-22,1.509
2023-11-23,1.509
2023-11-24,1.5
2023-11-25,1.5
2023-11-26,1.5
2023-11-27,1.504
2023-11-28,1.527
2023-11-29,1.545
2023-11-30,1.537
2023-12-01,1.5
2023-12-02,1.5
2023-12-03,1.5
2023-12-04,1.465
2023-12-05,1.502
2023-12-06,1.515
2023-12-07,1.534
2023-12-08,1.535
2023-12-09,1.535
2023-12-10,1.535
2023-12-11,1.518
2023-12-12,1.504
2023-12-13,1.491
2023-12-14,1.536
2023-12-15,1.538
2023-12-16,1.538
2023-12-17,1.538
2023-12-18,1.535
2023-12-19,1.529
2023-12-20,1.541
2023-12-21,1.529
2023-12-22,1.514
2023-12-23,1.514
2023-12-24,1.514
2023-12-25,1.514
2023-12-26,1.509
2023-12-27,1.511
2023-12-28,1.512
2023-12-29,1.503
2023-12-30,1.503
2023-12-31,1.503
2024-01-01,1.503
2024-01-02,1.508
2024-01-03,1.525
2024-01-04,1.534
2024-01-05,1.554
2024-01-06,1.554
2024-01-07,1.554
2024-01-08,1.514
2024-01-09,1.511
2024-01-10,1.511
2024-01-11,1.52
2024-01-12,1.495
2024-01-13,1.495
2024-01-14,1.495
2024-01-15,1.495
2024-01-16,1.518
2024-01-17,1.52
2024-01-18,1.506
2024-01-19,1.508
2024-01-20,1.508
2024-01-21,1.508
2024-01-22,1.479
2024-01-23,1.492
2024-01-24,1.489
2024-01-25,1.492
2024-01-26,1.309
2024-01-27,1.309
2024-01-28,1.309
2024-01-29,1.327
2024-01-30,1.325
2024-01-31,1.362
2024-02-01,1.348
2024-02-02,1.346
2024-02-03,1.346
2024-02-04,1.346
2024-02-05,1.355
2024-02-06,1.335
2024-02-07,1.338
2024-02-08,1.33
2024-02-09,1.308
2024-02-10,1.308
2024-02-11,1.308
2024-02-12,1.315
2024-02-13,1.329
2024-02-14,1.322
2024-02-15,1.32
2024-02-16,1.318
2024-02-17,1.318
2024-02-18,1.318
2024-02-19,1.318
2024-02-20,1.323
2024-02-21,1.324
2024-02-22,1.301
2024-02-23,1.289
2024-02-24,1.289
2024-02-25,1.289
2024-02-26,1.299
2024-02-27,1.31
2024-02-28,1.303
2024-02-29,1.299
2024-03-01,1.295
2024-03-02,1.295
2024-03-03,1.295
2024-03-04,1.287
2024-03-05,1.286
2024-03-06,1.289
2024-03-07,1.293
2024-03-08,1.304
2024-03-09,1.304
2024-03-10,1.304
2024-03-11,1.327
2024-03-12,1.318
2024-03-13,1.313
2024-03-14,1.322
2024-03-15,1.325
2024-03-16,1.325
2024-03-17,1.325
2024-03-18,1.328
2024-03-19,1.313
2024-03-20,1.307
2024-03-21,1.294
2024-03-22,1.3
2024-03-23,1.3
2024-03-24,1.3
2024-03-25,1.313
2024-03-26,1.304
2024-03-27,1.295
2024-03-28,1.293
2024-03-29,1.293
2024-03-30,1.293
2024-03-31,1.293
2024-04-01,1.287
2024-04-02,1.307
2024-04-03,1.299
2024-04-04,1.311
2024-04-05,1.307
2024-04-06,1.307
2024-04-07,1.307
2024-04-08,1.303
