,ALSN US Equity
2023-08-22,1.524
2023-08-23,1.517
2023-08-24,1.534
2023-08-25,1.532
2023-08-26,1.532
2023-08-27,1.532
2023-08-28,1.515
2023-08-29,1.501
2023-08-30,1.496
2023-08-31,1.487
2023-09-01,1.474
2023-09-02,1.474
2023-09-03,1.474
2023-09-04,1.474
2023-09-05,1.507
2023-09-06,1.51
2023-09-07,1.538
2023-09-08,1.51
2023-09-09,1.51
2023-09-10,1.51
2023-09-11,1.497
2023-09-12,1.511
2023-09-13,1.529
2023-09-14,1.502
2023-09-15,1.516
2023-09-16,1.516
2023-09-17,1.516
2023-09-18,1.495
2023-09-19,1.492
2023-09-20,1.492
2023-09-21,1.519
2023-09-22,1.521
2023-09-23,1.521
2023-09-24,1.521
2023-09-25,1.513
2023-09-26,1.534
2023-09-27,1.517
2023-09-28,1.498
2023-09-29,1.522
2023-09-30,1.522
2023-10-01,1.522
2023-10-02,1.542
2023-10-03,1.55
2023-10-04,1.525
2023-10-05,1.53
2023-10-06,1.516
2023-10-07,1.516
2023-10-08,1.516
2023-10-09,1.502
2023-10-10,1.501
2023-10-11,1.493
2023-10-12,1.512
2023-10-13,1.535
2023-10-14,1.535
2023-10-15,1.535
2023-10-16,1.512
2023-10-17,1.484
2023-10-18,1.522
2023-10-19,1.548
2023-10-20,1.576
2023-10-21,1.576
2023-10-22,1.576
2023-10-23,1.587
2023-10-24,1.565
2023-10-25,1.572
2023-10-26,1.789
2023-10-27,1.767
2023-10-28,1.767
2023-10-29,1.767
2023-10-30,1.797
2023-10-31,1.819
2023-11-01,1.78
2023-11-02,1.785
2023-11-03,1.75
2023-11-04,1.75
2023-11-05,1.75
2023-11-06,1.759
2023-11-07,1.759
2023-11-08,1.76
2023-11-09,1.759
2023-11-10,1.75
2023-11-11,1.75
2023-11-12,1.75
2023-11-13,1.768
2023-11-14,1.713
2023-11-15,1.724
2023-11-16,1.745
2023-11-17,1.714
2023-11-18,1.714
2023-11-19,1.714
2023-11-20,1.717
2023-11-21,1.729
2023-11-22,1.729
2023-11-23,1.729
2023-11-24,1.715
2023-11-25,1.715
2023-11-26,1.715
2023-11-27,1.718
2023-11-28,1.749
2023-11-29,1.743
2023-11-30,1.737
2023-12-01,1.704
2023-12-02,1.704
2023-12-03,1.704
2023-12-04,1.686
2023-12-05,1.711
2023-12-06,1.712
2023-12-07,1.694
2023-12-08,1.693
2023-12-09,1.693
2023-12-10,1.693
2023-12-11,1.662
2023-12-12,1.661
2023-12-13,1.631
2023-12-14,1.575
2023-12-15,1.576
2023-12-16,1.576
2023-12-17,1.576
2023-12-18,1.607
2023-12-19,1.572
2023-12-20,1.607
2023-12-21,1.594
2023-12-22,1.589
2023-12-23,1.589
2023-12-24,1.589
2023-12-25,1.589
2023-12-26,1.591
2023-12-27,1.588
2023-12-28,1.589
2023-12-29,1.596
2023-12-30,1.596
2023-12-31,1.596
2024-01-01,1.596
2024-01-02,1.629
2024-01-03,1.664
2024-01-04,1.667
2024-01-05,1.659
2024-01-06,1.659
2024-01-07,1.659
2024-01-08,1.625
2024-01-09,1.644
2024-01-10,1.636
2024-01-11,1.631
2024-01-12,1.65
2024-01-13,1.65
2024-01-14,1.65
2024-01-15,1.65
2024-01-16,1.648
2024-01-17,1.68
2024-01-18,1.665
2024-01-19,1.642
2024-01-20,1.642
2024-01-21,1.642
2024-01-22,1.614
2024-01-23,1.61
2024-01-24,1.606
2024-01-25,1.587
2024-01-26,1.56
2024-01-27,1.56
2024-01-28,1.56
2024-01-29,1.542
2024-01-30,1.531
2024-01-31,1.553
2024-02-01,1.53
2024-02-02,1.528
2024-02-03,1.528
2024-02-04,1.528
2024-02-05,1.536
2024-02-06,1.53
2024-02-07,1.532
2024-02-08,1.524
2024-02-09,1.524
2024-02-10,1.524
2024-02-11,1.524
2024-02-12,1.496
2024-02-13,1.528
2024-02-14,1.393
2024-02-15,1.361
2024-02-16,1.383
2024-02-17,1.383
2024-02-18,1.383
2024-02-19,1.383
2024-02-20,1.374
2024-02-21,1.396
2024-02-22,1.348
2024-02-23,1.326
2024-02-24,1.326
2024-02-25,1.326
2024-02-26,1.322
2024-02-27,1.313
2024-02-28,1.309
2024-02-29,1.313
2024-03-01,1.308
2024-03-02,1.308
2024-03-03,1.308
2024-03-04,1.294
2024-03-05,1.309
2024-03-06,1.293
2024-03-07,1.308
2024-03-08,1.332
2024-03-09,1.332
2024-03-10,1.332
2024-03-11,1.322
2024-03-12,1.307
2024-03-13,1.305
2024-03-14,1.315
2024-03-15,1.31
2024-03-16,1.31
2024-03-17,1.31
2024-03-18,1.293
2024-03-19,1.274
2024-03-20,1.27
2024-03-21,1.257
2024-03-22,1.248
2024-03-23,1.248
2024-03-24,1.248
2024-03-25,1.247
2024-03-26,1.233
2024-03-27,1.22
2024-03-28,1.215
2024-03-29,1.215
2024-03-30,1.215
2024-03-31,1.215
2024-04-01,1.22
2024-04-02,1.211
2024-04-03,1.2
2024-04-04,1.206
2024-04-05,1.198
2024-04-06,1.198
2024-04-07,1.198
2024-04-08,1.194
