,HUBB US Equity
2023-08-20,1.687
2023-08-21,1.667
2023-08-22,1.667
2023-08-23,1.613
2023-08-24,1.618
2023-08-25,1.583
2023-08-26,1.583
2023-08-27,1.583
2023-08-28,1.571
2023-08-29,1.564
2023-08-30,1.562
2023-08-31,1.565
2023-09-01,1.554
2023-09-02,1.554
2023-09-03,1.554
2023-09-04,1.554
2023-09-05,1.627
2023-09-06,1.61
2023-09-07,1.57
2023-09-08,1.558
2023-09-09,1.558
2023-09-10,1.558
2023-09-11,1.563
2023-09-12,1.6
2023-09-13,1.618
2023-09-14,1.597
2023-09-15,1.616
2023-09-16,1.616
2023-09-17,1.616
2023-09-18,1.594
2023-09-19,1.624
2023-09-20,1.644
2023-09-21,1.676
2023-09-22,1.669
2023-09-23,1.669
2023-09-24,1.669
2023-09-25,1.63
2023-09-26,1.652
2023-09-27,1.615
2023-09-28,1.605
2023-09-29,1.629
2023-09-30,1.629
2023-10-01,1.629
2023-10-02,1.65
2023-10-03,1.671
2023-10-04,1.662
2023-10-05,1.706
2023-10-06,1.651
2023-10-07,1.651
2023-10-08,1.651
2023-10-09,1.655
2023-10-10,1.658
2023-10-11,1.643
2023-10-12,1.649
2023-10-13,1.731
2023-10-14,1.731
2023-10-15,1.731
2023-10-16,1.69
2023-10-17,1.836
2023-10-18,1.897
2023-10-19,1.93
2023-10-20,1.966
2023-10-21,1.966
2023-10-22,1.966
2023-10-23,1.962
2023-10-24,1.949
2023-10-25,1.965
2023-10-26,1.952
2023-10-27,1.957
2023-10-28,1.957
2023-10-29,1.957
2023-10-30,1.942
2023-10-31,2.046
2023-11-01,1.97
2023-11-02,1.959
2023-11-03,1.951
2023-11-04,1.951
2023-11-05,1.951
2023-11-06,1.976
2023-11-07,1.974
2023-11-08,1.954
2023-11-09,1.929
2023-11-10,1.899
2023-11-11,1.899
2023-11-12,1.899
2023-11-13,1.891
2023-11-14,1.861
2023-11-15,1.9
2023-11-16,1.773
2023-11-17,1.707
2023-11-18,1.707
2023-11-19,1.707
2023-11-20,1.707
2023-11-21,1.727
2023-11-22,1.731
2023-11-23,1.731
2023-11-24,1.726
2023-11-25,1.726
2023-11-26,1.726
2023-11-27,1.726
2023-11-28,1.759
2023-11-29,1.754
2023-11-30,1.722
2023-12-01,1.703
2023-12-02,1.703
2023-12-03,1.703
2023-12-04,1.688
2023-12-05,1.691
2023-12-06,1.671
2023-12-07,1.656
2023-12-08,1.645
2023-12-09,1.645
2023-12-10,1.645
2023-12-11,1.61
2023-12-12,1.589
2023-12-13,1.61
2023-12-14,1.552
2023-12-15,1.558
2023-12-16,1.558
2023-12-17,1.558
2023-12-18,1.56
2023-12-19,1.567
2023-12-20,1.579
2023-12-21,1.562
2023-12-22,1.556
2023-12-23,1.556
2023-12-24,1.556
2023-12-25,1.556
2023-12-26,1.542
2023-12-27,1.546
2023-12-28,1.546
2023-12-29,1.542
2023-12-30,1.542
2023-12-31,1.542
2024-01-01,1.542
2024-01-02,1.552
2024-01-03,1.597
2024-01-04,1.581
2024-01-05,1.59
2024-01-06,1.59
2024-01-07,1.59
2024-01-08,1.567
2024-01-09,1.544
2024-01-10,1.554
2024-01-11,1.544
2024-01-12,1.544
2024-01-13,1.544
2024-01-14,1.544
2024-01-15,1.544
2024-01-16,1.55
2024-01-17,1.572
2024-01-18,1.552
2024-01-19,1.534
2024-01-20,1.534
2024-01-21,1.534
2024-01-22,1.51
2024-01-23,1.527
2024-01-24,1.54
2024-01-25,1.514
2024-01-26,1.537
2024-01-27,1.537
2024-01-28,1.537
2024-01-29,1.52
2024-01-30,1.418
2024-01-31,1.458
2024-02-01,1.423
2024-02-02,1.382
2024-02-03,1.382
2024-02-04,1.382
2024-02-05,1.394
2024-02-06,1.396
2024-02-07,1.377
2024-02-08,1.365
2024-02-09,1.347
2024-02-10,1.347
2024-02-11,1.347
2024-02-12,1.359
2024-02-13,1.387
2024-02-14,1.36
2024-02-15,1.364
2024-02-16,1.363
2024-02-17,1.363
2024-02-18,1.363
2024-02-19,1.363
2024-02-20,1.376
2024-02-21,1.381
2024-02-22,1.341
2024-02-23,1.337
2024-02-24,1.337
2024-02-25,1.337
2024-02-26,1.323
2024-02-27,1.331
2024-02-28,1.315
2024-02-29,1.281
2024-03-01,1.267
2024-03-02,1.267
2024-03-03,1.267
2024-03-04,1.257
2024-03-05,1.281
2024-03-06,1.257
2024-03-07,1.241
2024-03-08,1.243
2024-03-09,1.243
2024-03-10,1.243
2024-03-11,1.261
2024-03-12,1.231
2024-03-13,1.223
2024-03-14,1.216
2024-03-15,1.236
2024-03-16,1.236
2024-03-17,1.236
2024-03-18,1.223
2024-03-19,1.232
2024-03-20,1.202
2024-03-21,1.177
2024-03-22,1.169
2024-03-23,1.169
2024-03-24,1.169
2024-03-25,1.183
2024-03-26,1.182
2024-03-27,1.181
2024-03-28,1.177
2024-03-29,1.177
2024-03-30,1.177
2024-03-31,1.177
2024-04-01,1.172
2024-04-02,1.176
2024-04-03,1.151
2024-04-04,1.184
2024-04-05,1.171
2024-04-06,1.171
2024-04-07,1.171
2024-04-08,1.175
