,LLY US Equity
2023-09-17,0.885
2023-09-18,0.905
2023-09-19,0.899
2023-09-20,0.907
2023-09-21,0.939
2023-09-22,0.939
2023-09-23,0.939
2023-09-24,0.939
2023-09-25,0.936
2023-09-26,0.94
2023-09-27,0.94
2023-09-28,0.949
2023-09-29,0.962
2023-09-30,0.962
2023-10-01,0.962
2023-10-02,0.96
2023-10-03,0.984
2023-10-04,0.972
2023-10-05,0.954
2023-10-06,0.914
2023-10-07,0.914
2023-10-08,0.914
2023-10-09,0.904
2023-10-10,0.892
2023-10-11,0.854
2023-10-12,0.846
2023-10-13,0.848
2023-10-14,0.848
2023-10-15,0.848
2023-10-16,0.838
2023-10-17,0.849
2023-10-18,0.851
2023-10-19,0.875
2023-10-20,0.885
2023-10-21,0.885
2023-10-22,0.885
2023-10-23,0.897
2023-10-24,0.873
2023-10-25,0.882
2023-10-26,0.91
2023-10-27,0.923
2023-10-28,0.923
2023-10-29,0.923
2023-10-30,0.914
2023-10-31,0.934
2023-11-01,0.931
2023-11-02,0.889
2023-11-03,0.906
2023-11-04,0.906
2023-11-05,0.906
2023-11-06,0.867
2023-11-07,0.86
2023-11-08,0.832
2023-11-09,0.872
2023-11-10,0.862
2023-11-11,0.862
2023-11-12,0.862
2023-11-13,0.833
2023-11-14,0.834
2023-11-15,0.866
2023-11-16,0.866
2023-11-17,0.861
2023-11-18,0.861
2023-11-19,0.861
2023-11-20,0.853
2023-11-21,0.86
2023-11-22,0.856
2023-11-23,0.856
2023-11-24,0.848
2023-11-25,0.848
2023-11-26,0.848
2023-11-27,0.862
2023-11-28,0.862
2023-11-29,0.862
2023-11-30,0.863
2023-12-01,0.874
2023-12-02,0.874
2023-12-03,0.874
2023-12-04,0.871
2023-12-05,0.867
2023-12-06,0.866
2023-12-07,0.867
2023-12-08,0.853
2023-12-09,0.853
2023-12-10,0.853
2023-12-11,0.874
2023-12-12,0.872
2023-12-13,0.854
2023-12-14,0.889
2023-12-15,0.892
2023-12-16,0.892
2023-12-17,0.892
2023-12-18,0.871
2023-12-19,0.871
2023-12-20,0.886
2023-12-21,0.883
2023-12-22,0.886
2023-12-23,0.886
2023-12-24,0.886
2023-12-25,0.886
2023-12-26,0.885
2023-12-27,0.869
2023-12-28,0.87
2023-12-29,0.866
2023-12-30,0.866
2023-12-31,0.866
2024-01-01,0.866
2024-01-02,0.853
2024-01-03,0.818
2024-01-04,0.822
2024-01-05,0.817
2024-01-06,0.817
2024-01-07,0.817
2024-01-08,0.807
2024-01-09,0.808
2024-01-10,0.801
2024-01-11,0.795
2024-01-12,0.786
2024-01-13,0.786
2024-01-14,0.786
2024-01-15,0.786
2024-01-16,0.796
2024-01-17,0.803
2024-01-18,0.816
2024-01-19,0.809
2024-01-20,0.809
2024-01-21,0.809
2024-01-22,0.811
2024-01-23,0.816
2024-01-24,0.811
2024-01-25,0.819
2024-01-26,0.804
2024-01-27,0.804
2024-01-28,0.804
2024-01-29,0.797
2024-01-30,0.797
2024-01-31,0.796
2024-02-01,0.778
2024-02-02,0.77
2024-02-03,0.77
2024-02-04,0.77
2024-02-05,0.728
2024-02-06,0.733
2024-02-07,0.719
2024-02-08,0.706
2024-02-09,0.702
2024-02-10,0.702
2024-02-11,0.702
2024-02-12,0.705
2024-02-13,0.699
2024-02-14,0.685
2024-02-15,0.684
2024-02-16,0.663
2024-02-17,0.663
2024-02-18,0.663
2024-02-19,0.663
2024-02-20,0.686
2024-02-21,0.695
2024-02-22,0.674
2024-02-23,0.674
2024-02-24,0.674
2024-02-25,0.674
2024-02-26,0.672
2024-02-27,0.678
2024-02-28,0.685
2024-02-29,0.688
2024-03-01,0.663
2024-03-02,0.663
2024-03-03,0.663
2024-03-04,0.652
2024-03-05,0.664
2024-03-06,0.663
2024-03-07,0.662
2024-03-08,0.678
2024-03-09,0.678
2024-03-10,0.678
2024-03-11,0.704
2024-03-12,0.684
2024-03-13,0.682
2024-03-14,0.679
2024-03-15,0.685
2024-03-16,0.685
2024-03-17,0.685
2024-03-18,0.677
2024-03-19,0.669
2024-03-20,0.669
2024-03-21,0.671
2024-03-22,0.671
2024-03-23,0.671
2024-03-24,0.671
2024-03-25,0.668
2024-03-26,0.667
2024-03-27,0.664
2024-03-28,0.664
2024-03-29,0.664
2024-03-30,0.664
2024-03-31,0.664
2024-04-01,0.679
2024-04-02,0.677
2024-04-03,0.666
2024-04-04,0.673
2024-04-05,0.661
2024-04-06,0.661
2024-04-07,0.661
2024-04-08,0.667
