,AWI US Equity
2023-09-20,1.493
2023-09-21,1.518
2023-09-22,1.539
2023-09-23,1.539
2023-09-24,1.539
2023-09-25,1.55
2023-09-26,1.567
2023-09-27,1.536
2023-09-28,1.496
2023-09-29,1.52
2023-09-30,1.52
2023-10-01,1.52
2023-10-02,1.539
2023-10-03,1.553
2023-10-04,1.542
2023-10-05,1.538
2023-10-06,1.55
2023-10-07,1.55
2023-10-08,1.55
2023-10-09,1.534
2023-10-10,1.514
2023-10-11,1.489
2023-10-12,1.53
2023-10-13,1.547
2023-10-14,1.547
2023-10-15,1.547
2023-10-16,1.51
2023-10-17,1.517
2023-10-18,1.555
2023-10-19,1.57
2023-10-20,1.58
2023-10-21,1.58
2023-10-22,1.58
2023-10-23,1.585
2023-10-24,1.51
2023-10-25,1.554
2023-10-26,1.539
2023-10-27,1.543
2023-10-28,1.543
2023-10-29,1.543
2023-10-30,1.503
2023-10-31,1.485
2023-11-01,1.454
2023-11-02,1.424
2023-11-03,1.391
2023-11-04,1.391
2023-11-05,1.391
2023-11-06,1.406
2023-11-07,1.389
2023-11-08,1.397
2023-11-09,1.409
2023-11-10,1.387
2023-11-11,1.387
2023-11-12,1.387
2023-11-13,1.401
2023-11-14,1.345
2023-11-15,1.358
2023-11-16,1.363
2023-11-17,1.351
2023-11-18,1.351
2023-11-19,1.351
2023-11-20,1.346
2023-11-21,1.347
2023-11-22,1.346
2023-11-23,1.346
2023-11-24,1.347
2023-11-25,1.347
2023-11-26,1.347
2023-11-27,1.334
2023-11-28,1.354
2023-11-29,1.334
2023-11-30,1.324
2023-12-01,1.295
2023-12-02,1.295
2023-12-03,1.295
2023-12-04,1.227
2023-12-05,1.245
2023-12-06,1.233
2023-12-07,1.223
2023-12-08,1.217
2023-12-09,1.217
2023-12-10,1.217
2023-12-11,1.204
2023-12-12,1.187
2023-12-13,1.184
2023-12-14,1.146
2023-12-15,1.135
2023-12-16,1.135
2023-12-17,1.135
2023-12-18,1.155
2023-12-19,1.142
2023-12-20,1.153
2023-12-21,1.139
2023-12-22,1.133
2023-12-23,1.133
2023-12-24,1.133
2023-12-25,1.133
2023-12-26,1.134
2023-12-27,1.131
2023-12-28,1.131
2023-12-29,1.142
2023-12-30,1.142
2023-12-31,1.142
2024-01-01,1.142
2024-01-02,1.15
2024-01-03,1.176
2024-01-04,1.174
2024-01-05,1.15
2024-01-06,1.15
2024-01-07,1.15
2024-01-08,1.139
2024-01-09,1.132
2024-01-10,1.118
2024-01-11,1.127
2024-01-12,1.139
2024-01-13,1.139
2024-01-14,1.139
2024-01-15,1.139
2024-01-16,1.138
2024-01-17,1.147
2024-01-18,1.138
2024-01-19,1.128
2024-01-20,1.128
2024-01-21,1.128
2024-01-22,1.115
2024-01-23,1.142
2024-01-24,1.16
2024-01-25,1.144
2024-01-26,1.137
2024-01-27,1.137
2024-01-28,1.137
2024-01-29,1.12
2024-01-30,1.115
2024-01-31,1.131
2024-02-01,1.098
2024-02-02,1.098
2024-02-03,1.098
2024-02-04,1.098
2024-02-05,1.115
2024-02-06,1.114
2024-02-07,1.09
2024-02-08,1.073
2024-02-09,1.071
2024-02-10,1.071
2024-02-11,1.071
2024-02-12,1.064
2024-02-13,1.082
2024-02-14,1.068
2024-02-15,1.06
2024-02-16,1.068
2024-02-17,1.068
2024-02-18,1.068
2024-02-19,1.068
2024-02-20,0.969
2024-02-21,0.956
2024-02-22,0.947
2024-02-23,0.934
2024-02-24,0.934
2024-02-25,0.934
2024-02-26,0.933
2024-02-27,0.927
2024-02-28,0.936
2024-02-29,0.945
2024-03-01,0.943
2024-03-02,0.943
2024-03-03,0.943
2024-03-04,0.938
2024-03-05,0.948
2024-03-06,0.938
2024-03-07,0.931
2024-03-08,0.934
2024-03-09,0.934
2024-03-10,0.934
2024-03-11,0.945
2024-03-12,0.937
2024-03-13,0.937
2024-03-14,0.938
2024-03-15,0.932
2024-03-16,0.932
2024-03-17,0.932
2024-03-18,0.935
2024-03-19,0.921
2024-03-20,0.928
2024-03-21,0.914
2024-03-22,0.915
2024-03-23,0.915
2024-03-24,0.915
2024-03-25,0.924
2024-03-26,0.924
2024-03-27,0.916
2024-03-28,0.918
2024-03-29,0.918
2024-03-30,0.918
2024-03-31,0.918
2024-04-01,0.925
2024-04-02,0.947
2024-04-03,0.93
2024-04-04,0.947
2024-04-05,0.937
2024-04-06,0.937
2024-04-07,0.937
2024-04-08,0.94
