,BANR US Equity
2023-09-20,4.789
2023-09-21,4.822
2023-09-22,4.8
2023-09-23,4.8
2023-09-24,4.8
2023-09-25,4.787
2023-09-26,4.886
2023-09-27,4.88
2023-09-28,4.85
2023-09-29,4.76
2023-09-30,4.76
2023-10-01,4.76
2023-10-02,4.846
2023-10-03,4.894
2023-10-04,4.81
2023-10-05,4.691
2023-10-06,4.621
2023-10-07,4.621
2023-10-08,4.621
2023-10-09,4.551
2023-10-10,4.551
2023-10-11,4.531
2023-10-12,4.566
2023-10-13,4.673
2023-10-14,4.673
2023-10-15,4.673
2023-10-16,4.681
2023-10-17,4.619
2023-10-18,4.736
2023-10-19,4.679
2023-10-20,4.962
2023-10-21,4.962
2023-10-22,4.962
2023-10-23,4.965
2023-10-24,5.093
2023-10-25,5.003
2023-10-26,4.794
2023-10-27,4.838
2023-10-28,4.838
2023-10-29,4.838
2023-10-30,4.801
2023-10-31,4.796
2023-11-01,4.812
2023-11-02,4.599
2023-11-03,4.475
2023-11-04,4.475
2023-11-05,4.475
2023-11-06,4.502
2023-11-07,4.57
2023-11-08,4.687
2023-11-09,4.697
2023-11-10,4.723
2023-11-11,4.723
2023-11-12,4.723
2023-11-13,4.705
2023-11-14,4.353
2023-11-15,4.36
2023-11-16,4.414
2023-11-17,4.378
2023-11-18,4.378
2023-11-19,4.378
2023-11-20,4.419
2023-11-21,4.509
2023-11-22,4.493
2023-11-23,4.493
2023-11-24,4.501
2023-11-25,4.501
2023-11-26,4.501
2023-11-27,4.564
2023-11-28,4.581
2023-11-29,4.426
2023-11-30,4.434
2023-12-01,4.226
2023-12-02,4.226
2023-12-03,4.226
2023-12-04,4.144
2023-12-05,4.139
2023-12-06,4.036
2023-12-07,4.045
2023-12-08,4.014
2023-12-09,4.014
2023-12-10,4.014
2023-12-11,4.062
2023-12-12,4.05
2023-12-13,3.82
2023-12-14,3.723
2023-12-15,3.715
2023-12-16,3.715
2023-12-17,3.715
2023-12-18,3.754
2023-12-19,3.69
2023-12-20,3.763
2023-12-21,3.718
2023-12-22,3.69
2023-12-23,3.69
2023-12-24,3.69
2023-12-25,3.69
2023-12-26,3.641
2023-12-27,3.631
2023-12-28,3.658
2023-12-29,3.737
2023-12-30,3.737
2023-12-31,3.737
2024-01-01,3.737
2024-01-02,3.78
2024-01-03,3.947
2024-01-04,3.929
2024-01-05,3.917
2024-01-06,3.917
2024-01-07,3.917
2024-01-08,3.875
2024-01-09,3.93
2024-01-10,3.911
2024-01-11,3.949
2024-01-12,3.986
2024-01-13,3.986
2024-01-14,3.986
2024-01-15,3.986
2024-01-16,4.034
2024-01-17,4.083
2024-01-18,4.066
2024-01-19,4.01
2024-01-20,4.01
2024-01-21,4.01
2024-01-22,3.969
2024-01-23,4.023
2024-01-24,3.915
2024-01-25,4.055
2024-01-26,4.051
2024-01-27,4.051
2024-01-28,4.051
2024-01-29,3.995
2024-01-30,4.038
2024-01-31,4.194
2024-02-01,4.238
2024-02-02,4.268
2024-02-03,4.268
2024-02-04,4.268
2024-02-05,4.332
2024-02-06,4.34
2024-02-07,4.389
2024-02-08,4.383
2024-02-09,4.345
2024-02-10,4.345
2024-02-11,4.345
2024-02-12,4.246
2024-02-13,4.468
2024-02-14,4.402
2024-02-15,4.205
2024-02-16,4.28
2024-02-17,4.28
2024-02-18,4.28
2024-02-19,4.28
2024-02-20,4.342
2024-02-21,4.363
2024-02-22,4.345
2024-02-23,4.346
2024-02-24,4.346
2024-02-25,4.346
2024-02-26,4.412
2024-02-27,4.397
2024-02-28,4.411
2024-02-29,4.409
2024-03-01,4.297
2024-03-02,4.297
2024-03-03,4.297
2024-03-04,4.282
2024-03-05,4.132
2024-03-06,4.139
2024-03-07,4.154
2024-03-08,4.15
2024-03-09,4.15
2024-03-10,4.15
2024-03-11,4.139
2024-03-12,4.202
2024-03-13,4.202
2024-03-14,4.296
2024-03-15,4.246
2024-03-16,4.246
2024-03-17,4.246
2024-03-18,4.327
2024-03-19,4.325
2024-03-20,4.172
2024-03-21,4.157
2024-03-22,4.209
2024-03-23,4.209
2024-03-24,4.209
2024-03-25,4.218
2024-03-26,4.277
2024-03-27,4.043
2024-03-28,4.027
2024-03-29,4.027
2024-03-30,4.027
2024-03-31,4.027
2024-04-01,4.115
2024-04-02,4.145
2024-04-03,4.145
2024-04-04,4.153
2024-04-05,4.187
2024-04-06,4.187
2024-04-07,4.187
2024-04-08,4.152
