,GPC US Equity
2023-08-12,2.639
2023-08-13,2.639
2023-08-14,2.653
2023-08-15,2.693
2023-08-16,2.664
2023-08-17,2.701
2023-08-18,2.692
2023-08-19,2.692
2023-08-20,2.692
2023-08-21,2.709
2023-08-22,2.722
2023-08-23,2.701
2023-08-24,2.733
2023-08-25,2.724
2023-08-26,2.724
2023-08-27,2.724
2023-08-28,2.716
2023-08-29,2.689
2023-08-30,2.677
2023-08-31,2.712
2023-09-01,2.695
2023-09-02,2.695
2023-09-03,2.695
2023-09-04,2.695
2023-09-05,2.743
2023-09-06,2.753
2023-09-07,2.75
2023-09-08,2.769
2023-09-09,2.769
2023-09-10,2.769
2023-09-11,2.792
2023-09-12,2.82
2023-09-13,2.797
2023-09-14,2.765
2023-09-15,2.79
2023-09-16,2.79
2023-09-17,2.79
2023-09-18,2.805
2023-09-19,2.796
2023-09-20,2.782
2023-09-21,2.851
2023-09-22,2.837
2023-09-23,2.837
2023-09-24,2.837
2023-09-25,2.825
2023-09-26,2.904
2023-09-27,2.918
2023-09-28,2.899
2023-09-29,2.876
2023-09-30,2.876
2023-10-01,2.876
2023-10-02,2.86
2023-10-03,2.954
2023-10-04,2.904
2023-10-05,2.91
2023-10-06,2.883
2023-10-07,2.883
2023-10-08,2.883
2023-10-09,2.831
2023-10-10,2.813
2023-10-11,2.829
2023-10-12,2.811
2023-10-13,2.816
2023-10-14,2.816
2023-10-15,2.816
2023-10-16,2.766
2023-10-17,2.756
2023-10-18,2.784
2023-10-19,3.182
2023-10-20,3.213
2023-10-21,3.213
2023-10-22,3.213
2023-10-23,3.223
2023-10-24,3.212
2023-10-25,3.221
2023-10-26,3.208
2023-10-27,3.254
2023-10-28,3.254
2023-10-29,3.254
2023-10-30,3.244
2023-10-31,3.21
2023-11-01,3.212
2023-11-02,3.165
2023-11-03,3.086
2023-11-04,3.086
2023-11-05,3.086
2023-11-06,3.094
2023-11-07,3.052
2023-11-08,3.076
2023-11-09,3.063
2023-11-10,3.038
2023-11-11,3.038
2023-11-12,3.038
2023-11-13,3.055
2023-11-14,2.992
2023-11-15,3.0
2023-11-16,3.009
2023-11-17,3.01
2023-11-18,3.01
2023-11-19,3.01
2023-11-20,3.012
2023-11-21,3.009
2023-11-22,3.002
2023-11-23,3.002
2023-11-24,3.01
2023-11-25,3.01
2023-11-26,3.01
2023-11-27,3.063
2023-11-28,3.079
2023-11-29,3.09
2023-11-30,3.093
2023-12-01,3.049
2023-12-02,3.049
2023-12-03,3.049
2023-12-04,2.991
2023-12-05,3.064
2023-12-06,3.009
2023-12-07,3.059
2023-12-08,3.088
2023-12-09,3.088
2023-12-10,3.088
2023-12-11,3.029
2023-12-12,3.028
2023-12-13,2.985
2023-12-14,2.936
2023-12-15,2.968
2023-12-16,2.968
2023-12-17,2.968
2023-12-18,2.942
2023-12-19,2.956
2023-12-20,3.001
2023-12-21,2.966
2023-12-22,2.955
2023-12-23,2.955
2023-12-24,2.955
2023-12-25,2.955
2023-12-26,2.963
2023-12-27,2.96
2023-12-28,2.968
2023-12-29,2.965
2023-12-30,2.965
2023-12-31,2.965
2024-01-01,2.965
2024-01-02,2.974
2024-01-03,3.017
2024-01-04,3.016
2024-01-05,3.006
2024-01-06,3.006
2024-01-07,3.006
2024-01-08,2.966
2024-01-09,2.993
2024-01-10,2.983
2024-01-11,2.967
2024-01-12,2.959
2024-01-13,2.959
2024-01-14,2.959
2024-01-15,2.959
2024-01-16,2.938
2024-01-17,2.977
2024-01-18,2.945
2024-01-19,2.89
2024-01-20,2.89
2024-01-21,2.89
2024-01-22,2.861
2024-01-23,2.872
2024-01-24,2.899
2024-01-25,2.882
2024-01-26,2.88
2024-01-27,2.88
2024-01-28,2.88
2024-01-29,2.877
2024-01-30,2.867
2024-01-31,2.929
2024-02-01,2.879
2024-02-02,2.885
2024-02-03,2.885
2024-02-04,2.885
2024-02-05,2.931
2024-02-06,2.906
2024-02-07,2.876
2024-02-08,2.886
2024-02-09,2.868
2024-02-10,2.868
2024-02-11,2.868
2024-02-12,2.83
2024-02-13,2.835
2024-02-14,2.784
2024-02-15,2.788
2024-02-16,2.808
2024-02-17,2.808
2024-02-18,2.808
2024-02-19,2.808
2024-02-20,2.782
2024-02-21,2.794
2024-02-22,2.762
2024-02-23,2.729
2024-02-24,2.729
2024-02-25,2.729
2024-02-26,2.712
2024-02-27,2.673
2024-02-28,2.652
2024-02-29,2.679
2024-03-01,2.679
2024-03-02,2.679
2024-03-03,2.679
2024-03-04,2.666
2024-03-05,2.666
2024-03-06,2.668
2024-03-07,2.651
2024-03-08,2.648
2024-03-09,2.648
2024-03-10,2.648
2024-03-11,2.622
2024-03-12,2.596
2024-03-13,2.605
2024-03-14,2.633
2024-03-15,2.602
2024-03-16,2.602
2024-03-17,2.602
2024-03-18,2.605
2024-03-19,2.578
2024-03-20,2.574
2024-03-21,2.54
2024-03-22,2.565
2024-03-23,2.565
2024-03-24,2.565
2024-03-25,2.603
2024-03-26,2.621
2024-03-27,2.576
2024-03-28,2.581
2024-03-29,2.581
2024-03-30,2.581
2024-03-31,2.581
2024-04-01,2.591
2024-04-02,2.6
2024-04-03,2.611
2024-04-04,2.686
2024-04-05,2.666
2024-04-06,2.666
2024-04-07,2.666
2024-04-08,2.658
