,PDCO US Equity
2023-08-10,3.227
2023-08-11,3.183
2023-08-12,3.183
2023-08-13,3.183
2023-08-14,3.114
2023-08-15,3.158
2023-08-16,3.192
2023-08-17,3.182
2023-08-18,3.124
2023-08-19,3.124
2023-08-20,3.124
2023-08-21,3.142
2023-08-22,3.162
2023-08-23,3.149
2023-08-24,3.16
2023-08-25,3.176
2023-08-26,3.176
2023-08-27,3.176
2023-08-28,3.151
2023-08-29,3.205
2023-08-30,3.475
2023-08-31,3.556
2023-09-01,3.54
2023-09-02,3.54
2023-09-03,3.54
2023-09-04,3.54
2023-09-05,3.599
2023-09-06,3.61
2023-09-07,3.632
2023-09-08,3.691
2023-09-09,3.691
2023-09-10,3.691
2023-09-11,3.667
2023-09-12,3.696
2023-09-13,3.814
2023-09-14,3.755
2023-09-15,3.777
2023-09-16,3.777
2023-09-17,3.777
2023-09-18,3.777
2023-09-19,3.677
2023-09-20,3.647
2023-09-21,3.648
2023-09-22,3.62
2023-09-23,3.62
2023-09-24,3.62
2023-09-25,3.603
2023-09-26,3.591
2023-09-27,3.62
2023-09-28,3.597
2023-09-29,3.604
2023-09-30,3.604
2023-10-01,3.604
2023-10-02,3.584
2023-10-03,3.58
2023-10-04,3.572
2023-10-05,3.668
2023-10-06,3.636
2023-10-07,3.636
2023-10-08,3.636
2023-10-09,3.625
2023-10-10,3.615
2023-10-11,3.641
2023-10-12,3.635
2023-10-13,3.631
2023-10-14,3.631
2023-10-15,3.631
2023-10-16,3.46
2023-10-17,3.471
2023-10-18,3.454
2023-10-19,3.491
2023-10-20,3.508
2023-10-21,3.508
2023-10-22,3.508
2023-10-23,3.462
2023-10-24,3.459
2023-10-25,3.418
2023-10-26,3.51
2023-10-27,3.503
2023-10-28,3.503
2023-10-29,3.503
2023-10-30,3.497
2023-10-31,3.478
2023-11-01,3.429
2023-11-02,3.52
2023-11-03,3.403
2023-11-04,3.403
2023-11-05,3.403
2023-11-06,3.462
2023-11-07,3.496
2023-11-08,3.499
2023-11-09,3.524
2023-11-10,3.473
2023-11-11,3.473
2023-11-12,3.473
2023-11-13,3.431
2023-11-14,3.308
2023-11-15,3.33
2023-11-16,3.294
2023-11-17,3.308
2023-11-18,3.308
2023-11-19,3.308
2023-11-20,3.307
2023-11-21,3.281
2023-11-22,3.278
2023-11-23,3.278
2023-11-24,3.254
2023-11-25,3.254
2023-11-26,3.254
2023-11-27,3.322
2023-11-28,3.37
2023-11-29,4.073
2023-11-30,4.169
2023-12-01,3.972
2023-12-02,3.972
2023-12-03,3.972
2023-12-04,4.063
2023-12-05,3.984
2023-12-06,4.015
2023-12-07,4.017
2023-12-08,3.985
2023-12-09,3.985
2023-12-10,3.985
2023-12-11,3.991
2023-12-12,3.996
2023-12-13,3.955
2023-12-14,3.874
2023-12-15,3.923
2023-12-16,3.923
2023-12-17,3.923
2023-12-18,3.922
2023-12-19,3.813
2023-12-20,3.81
2023-12-21,3.73
2023-12-22,3.747
2023-12-23,3.747
2023-12-24,3.747
2023-12-25,3.747
2023-12-26,3.725
2023-12-27,3.713
2023-12-28,3.718
2023-12-29,3.723
2023-12-30,3.723
2023-12-31,3.723
2024-01-01,3.723
2024-01-02,3.692
2024-01-03,3.659
2024-01-04,3.674
2024-01-05,3.704
2024-01-06,3.704
2024-01-07,3.704
2024-01-08,3.58
2024-01-09,3.574
2024-01-10,3.59
2024-01-11,3.601
2024-01-12,3.575
2024-01-13,3.575
2024-01-14,3.575
2024-01-15,3.575
2024-01-16,3.575
2024-01-17,3.564
2024-01-18,3.462
2024-01-19,3.481
2024-01-20,3.481
2024-01-21,3.481
2024-01-22,3.458
2024-01-23,3.477
2024-01-24,3.52
2024-01-25,3.461
2024-01-26,3.497
2024-01-27,3.497
2024-01-28,3.497
2024-01-29,3.494
2024-01-30,3.487
2024-01-31,3.516
2024-02-01,3.491
2024-02-02,3.526
2024-02-03,3.526
2024-02-04,3.526
2024-02-05,3.606
2024-02-06,3.624
2024-02-07,3.678
2024-02-08,3.634
2024-02-09,3.661
2024-02-10,3.661
2024-02-11,3.661
2024-02-12,3.609
2024-02-13,3.769
2024-02-14,3.733
2024-02-15,3.628
2024-02-16,3.704
2024-02-17,3.704
2024-02-18,3.704
2024-02-19,3.704
2024-02-20,3.697
2024-02-21,3.77
2024-02-22,3.708
2024-02-23,3.646
2024-02-24,3.646
2024-02-25,3.646
2024-02-26,3.626
2024-02-27,3.641
2024-02-28,3.927
2024-02-29,3.883
2024-03-01,3.861
2024-03-02,3.861
2024-03-03,3.861
2024-03-04,3.888
2024-03-05,3.946
2024-03-06,3.933
2024-03-07,3.908
2024-03-08,3.887
2024-03-09,3.887
2024-03-10,3.887
2024-03-11,3.888
2024-03-12,3.917
2024-03-13,3.9
2024-03-14,3.936
2024-03-15,3.88
2024-03-16,3.88
2024-03-17,3.88
2024-03-18,3.943
2024-03-19,3.93
2024-03-20,3.86
2024-03-21,3.864
2024-03-22,3.874
2024-03-23,3.874
2024-03-24,3.874
2024-03-25,3.891
2024-03-26,3.905
2024-03-27,3.8
2024-03-28,3.819
2024-03-29,3.819
2024-03-30,3.819
2024-03-31,3.819
2024-04-01,3.901
2024-04-02,3.998
2024-04-03,3.979
2024-04-04,4.006
2024-04-05,4.023
2024-04-06,4.023
2024-04-07,4.023
2024-04-08,4.031
