,IPG US Equity
2023-09-12,4.209
2023-09-13,4.385
2023-09-14,4.327
2023-09-15,4.37
2023-09-16,4.37
2023-09-17,4.37
2023-09-18,4.412
2023-09-19,4.435
2023-09-20,4.536
2023-09-21,4.615
2023-09-22,4.688
2023-09-23,4.688
2023-09-24,4.688
2023-09-25,4.684
2023-09-26,4.763
2023-09-27,4.708
2023-09-28,4.672
2023-09-29,4.719
2023-09-30,4.719
2023-10-01,4.719
2023-10-02,4.707
2023-10-03,4.784
2023-10-04,4.74
2023-10-05,4.757
2023-10-06,4.628
2023-10-07,4.628
2023-10-08,4.628
2023-10-09,4.599
2023-10-10,4.584
2023-10-11,4.628
2023-10-12,4.617
2023-10-13,4.671
2023-10-14,4.671
2023-10-15,4.671
2023-10-16,4.53
2023-10-17,4.482
2023-10-18,4.645
2023-10-19,4.725
2023-10-20,4.863
2023-10-21,4.863
2023-10-22,4.863
2023-10-23,4.757
2023-10-24,4.808
2023-10-25,4.844
2023-10-26,4.822
2023-10-27,4.867
2023-10-28,4.867
2023-10-29,4.867
2023-10-30,4.797
2023-10-31,4.723
2023-11-01,4.731
2023-11-02,4.613
2023-11-03,4.507
2023-11-04,4.507
2023-11-05,4.507
2023-11-06,4.561
2023-11-07,4.611
2023-11-08,4.629
2023-11-09,4.684
2023-11-10,4.629
2023-11-11,4.629
2023-11-12,4.629
2023-11-13,4.669
2023-11-14,4.491
2023-11-15,4.436
2023-11-16,4.497
2023-11-17,4.421
2023-11-18,4.421
2023-11-19,4.421
2023-11-20,4.397
2023-11-21,4.437
2023-11-22,4.402
2023-11-23,4.402
2023-11-24,4.381
2023-11-25,4.381
2023-11-26,4.381
2023-11-27,4.42
2023-11-28,4.445
2023-11-29,4.378
2023-11-30,4.319
2023-12-01,4.241
2023-12-02,4.241
2023-12-03,4.241
2023-12-04,4.215
2023-12-05,4.308
2023-12-06,4.264
2023-12-07,4.307
2023-12-08,4.253
2023-12-09,4.253
2023-12-10,4.253
2023-12-11,4.202
2023-12-12,4.238
2023-12-13,4.215
2023-12-14,4.056
2023-12-15,4.042
2023-12-16,4.042
2023-12-17,4.042
2023-12-18,4.061
2023-12-19,4.026
2023-12-20,4.084
2023-12-21,4.027
2023-12-22,4.041
2023-12-23,4.041
2023-12-24,4.041
2023-12-25,4.041
2023-12-26,4.01
2023-12-27,4.03
2023-12-28,4.031
2023-12-29,4.068
2023-12-30,4.068
2023-12-31,4.068
2024-01-01,4.068
2024-01-02,4.011
2024-01-03,4.134
2024-01-04,4.125
2024-01-05,4.093
2024-01-06,4.093
2024-01-07,4.093
2024-01-08,3.996
2024-01-09,4.035
2024-01-10,4.076
2024-01-11,4.082
2024-01-12,4.15
2024-01-13,4.15
2024-01-14,4.15
2024-01-15,4.15
2024-01-16,4.171
2024-01-17,4.217
2024-01-18,4.176
2024-01-19,4.166
2024-01-20,4.166
2024-01-21,4.166
2024-01-22,4.132
2024-01-23,4.11
2024-01-24,4.117
2024-01-25,4.03
2024-01-26,4.023
2024-01-27,4.023
2024-01-28,4.023
2024-01-29,3.972
2024-01-30,3.988
2024-01-31,4.022
2024-02-01,3.996
2024-02-02,4.011
2024-02-03,4.011
2024-02-04,4.011
2024-02-05,4.032
2024-02-06,4.022
2024-02-07,4.115
2024-02-08,4.175
2024-02-09,4.291
2024-02-10,4.291
2024-02-11,4.291
2024-02-12,4.122
2024-02-13,4.166
2024-02-14,4.164
2024-02-15,4.076
2024-02-16,4.07
2024-02-17,4.07
2024-02-18,4.07
2024-02-19,4.07
2024-02-20,4.051
2024-02-21,4.073
2024-02-22,4.07
2024-02-23,4.089
2024-02-24,4.089
2024-02-25,4.089
2024-02-26,4.091
2024-02-27,4.076
2024-02-28,4.161
2024-02-29,4.162
2024-03-01,4.189
2024-03-02,4.189
2024-03-03,4.189
2024-03-04,4.092
2024-03-05,4.11
2024-03-06,4.104
2024-03-07,4.017
2024-03-08,4.051
2024-03-09,4.051
2024-03-10,4.051
2024-03-11,3.967
2024-03-12,4.015
2024-03-13,3.957
2024-03-14,4.005
2024-03-15,4.038
2024-03-16,4.038
2024-03-17,4.038
2024-03-18,4.033
2024-03-19,4.057
2024-03-20,3.987
2024-03-21,3.953
2024-03-22,3.994
2024-03-23,3.994
2024-03-24,3.994
2024-03-25,4.036
2024-03-26,4.08
2024-03-27,3.991
2024-03-28,4.009
2024-03-29,4.009
2024-03-30,4.009
2024-03-31,4.009
2024-04-01,4.025
2024-04-02,4.07
2024-04-03,4.068
2024-04-04,4.099
2024-04-05,4.158
2024-04-06,4.158
2024-04-07,4.158
2024-04-08,4.156
