,SCCO US Equity
2023-09-17,3.509
2023-09-18,3.514
2023-09-19,3.566
2023-09-20,3.631
2023-09-21,3.721
2023-09-22,3.784
2023-09-23,3.784
2023-09-24,3.784
2023-09-25,4.111
2023-09-26,4.215
2023-09-27,4.207
2023-09-28,4.083
2023-09-29,4.229
2023-09-30,4.229
2023-10-01,4.229
2023-10-02,4.306
2023-10-03,4.334
2023-10-04,4.342
2023-10-05,4.442
2023-10-06,4.292
2023-10-07,4.292
2023-10-08,4.292
2023-10-09,4.277
2023-10-10,4.219
2023-10-11,4.331
2023-10-12,4.449
2023-10-13,4.462
2023-10-14,4.462
2023-10-15,4.462
2023-10-16,4.476
2023-10-17,4.395
2023-10-18,4.563
2023-10-19,4.578
2023-10-20,4.622
2023-10-21,4.622
2023-10-22,4.622
2023-10-23,4.624
2023-10-24,4.554
2023-10-25,4.626
2023-10-26,4.556
2023-10-27,4.499
2023-10-28,4.499
2023-10-29,4.499
2023-10-30,4.483
2023-10-31,4.539
2023-11-01,4.475
2023-11-02,4.357
2023-11-03,4.333
2023-11-04,4.333
2023-11-05,4.333
2023-11-06,4.335
2023-11-07,4.453
2023-11-08,4.514
2023-11-09,4.547
2023-11-10,4.492
2023-11-11,4.492
2023-11-12,4.492
2023-11-13,4.524
2023-11-14,4.285
2023-11-15,4.215
2023-11-16,4.24
2023-11-17,4.247
2023-11-18,4.247
2023-11-19,4.247
2023-11-20,4.124
2023-11-21,4.183
2023-11-22,4.229
2023-11-23,4.229
2023-11-24,4.07
2023-11-25,4.07
2023-11-26,4.07
2023-11-27,4.007
2023-11-28,3.961
2023-11-29,3.965
2023-11-30,3.956
2023-12-01,3.708
2023-12-02,3.708
2023-12-03,3.708
2023-12-04,3.861
2023-12-05,3.975
2023-12-06,3.992
2023-12-07,3.946
2023-12-08,3.748
2023-12-09,3.748
2023-12-10,3.748
2023-12-11,3.764
2023-12-12,3.78
2023-12-13,3.656
2023-12-14,3.492
2023-12-15,3.468
2023-12-16,3.468
2023-12-17,3.468
2023-12-18,3.445
2023-12-19,3.359
2023-12-20,3.584
2023-12-21,3.477
2023-12-22,3.413
2023-12-23,3.413
2023-12-24,3.413
2023-12-25,3.413
2023-12-26,3.425
2023-12-27,3.39
2023-12-28,3.424
2023-12-29,3.474
2023-12-30,3.474
2023-12-31,3.474
2024-01-01,3.474
2024-01-02,3.532
2024-01-03,3.564
2024-01-04,3.565
2024-01-05,3.575
2024-01-06,3.575
2024-01-07,3.575
2024-01-08,3.495
2024-01-09,3.577
2024-01-10,3.622
2024-01-11,3.633
2024-01-12,3.616
2024-01-13,3.616
2024-01-14,3.616
2024-01-15,3.616
2024-01-16,3.773
2024-01-17,3.949
2024-01-18,3.932
2024-01-19,3.822
2024-01-20,3.822
2024-01-21,3.822
2024-01-22,3.853
2024-01-23,3.781
2024-01-24,3.722
2024-01-25,3.697
2024-01-26,3.725
2024-01-27,3.725
2024-01-28,3.725
2024-01-29,3.704
2024-01-30,3.743
2024-01-31,3.775
2024-02-01,3.698
2024-02-02,3.741
2024-02-03,3.741
2024-02-04,3.741
2024-02-05,3.876
2024-02-06,3.809
2024-02-07,3.817
2024-02-08,3.869
2024-02-09,3.906
2024-02-10,3.906
2024-02-11,3.906
2024-02-12,3.861
2024-02-13,3.973
2024-02-14,3.869
2024-02-15,3.736
2024-02-16,3.704
2024-02-17,3.704
2024-02-18,3.704
2024-02-19,3.704
2024-02-20,3.764
2024-02-21,3.718
2024-02-22,3.729
2024-02-23,3.779
2024-02-24,3.779
2024-02-25,3.779
2024-02-26,3.878
2024-02-27,3.837
2024-02-28,3.93
2024-02-29,3.834
2024-03-01,3.769
2024-03-02,3.769
2024-03-03,3.769
2024-03-04,3.717
2024-03-05,3.799
2024-03-06,3.735
2024-03-07,3.587
2024-03-08,3.523
2024-03-09,3.523
2024-03-10,3.523
2024-03-11,3.516
2024-03-12,3.497
2024-03-13,3.178
2024-03-14,3.149
2024-03-15,2.971
2024-03-16,2.971
2024-03-17,2.971
2024-03-18,2.976
2024-03-19,3.059
2024-03-20,2.948
2024-03-21,2.973
2024-03-22,2.95
2024-03-23,2.95
2024-03-24,2.95
2024-03-25,2.964
2024-03-26,3.016
2024-03-27,2.976
2024-03-28,2.915
2024-03-29,2.915
2024-03-30,2.915
2024-03-31,2.915
2024-04-01,2.901
2024-04-02,2.881
2024-04-03,2.792
2024-04-04,2.833
2024-04-05,2.815
2024-04-06,2.815
2024-04-07,2.815
2024-04-08,2.766
