,CPF US Equity
2023-09-20,6.496
2023-09-21,6.492
2023-09-22,6.637
2023-09-23,6.637
2023-09-24,6.637
2023-09-25,6.625
2023-09-26,6.794
2023-09-27,6.764
2023-09-28,6.748
2023-09-29,6.574
2023-09-30,6.574
2023-10-01,6.574
2023-10-02,6.823
2023-10-03,6.971
2023-10-04,6.901
2023-10-05,6.719
2023-10-06,6.658
2023-10-07,6.658
2023-10-08,6.658
2023-10-09,6.69
2023-10-10,6.601
2023-10-11,6.582
2023-10-12,6.658
2023-10-13,6.815
2023-10-14,6.815
2023-10-15,6.815
2023-10-16,6.719
2023-10-17,6.609
2023-10-18,6.756
2023-10-19,6.849
2023-10-20,6.988
2023-10-21,6.988
2023-10-22,6.988
2023-10-23,6.997
2023-10-24,7.074
2023-10-25,6.853
2023-10-26,6.814
2023-10-27,6.884
2023-10-28,6.884
2023-10-29,6.884
2023-10-30,6.814
2023-10-31,6.818
2023-11-01,6.683
2023-11-02,6.423
2023-11-03,6.152
2023-11-04,6.152
2023-11-05,6.152
2023-11-06,6.208
2023-11-07,6.336
2023-11-08,6.397
2023-11-09,6.404
2023-11-10,6.416
2023-11-11,6.416
2023-11-12,6.416
2023-11-13,6.477
2023-11-14,6.061
2023-11-15,6.041
2023-11-16,6.082
2023-11-17,6.034
2023-11-18,6.034
2023-11-19,6.034
2023-11-20,6.061
2023-11-21,6.166
2023-11-22,6.159
2023-11-23,6.159
2023-11-24,6.159
2023-11-25,6.159
2023-11-26,6.159
2023-11-27,6.252
2023-11-28,6.208
2023-11-29,6.052
2023-11-30,6.032
2023-12-01,5.766
2023-12-02,5.766
2023-12-03,5.766
2023-12-04,5.701
2023-12-05,5.778
2023-12-06,5.75
2023-12-07,5.607
2023-12-08,5.554
2023-12-09,5.554
2023-12-10,5.554
2023-12-11,5.592
2023-12-12,5.643
2023-12-13,5.505
2023-12-14,5.385
2023-12-15,5.432
2023-12-16,5.432
2023-12-17,5.432
2023-12-18,5.463
2023-12-19,5.366
2023-12-20,5.451
2023-12-21,5.371
2023-12-22,5.328
2023-12-23,5.328
2023-12-24,5.328
2023-12-25,5.328
2023-12-26,5.244
2023-12-27,5.259
2023-12-28,5.296
2023-12-29,5.385
2023-12-30,5.385
2023-12-31,5.385
2024-01-01,5.385
2024-01-02,5.366
2024-01-03,5.522
2024-01-04,5.514
2024-01-05,5.522
2024-01-06,5.522
2024-01-07,5.522
2024-01-08,5.517
2024-01-09,5.581
2024-01-10,5.546
2024-01-11,5.543
2024-01-12,5.548
2024-01-13,5.548
2024-01-14,5.548
2024-01-15,5.548
2024-01-16,5.634
2024-01-17,5.604
2024-01-18,5.601
2024-01-19,5.575
2024-01-20,5.575
2024-01-21,5.575
2024-01-22,5.36
2024-01-23,5.429
2024-01-24,5.418
2024-01-25,5.412
2024-01-26,5.404
2024-01-27,5.404
2024-01-28,5.404
2024-01-29,5.347
2024-01-30,5.347
2024-01-31,5.5
2024-02-01,5.379
2024-02-02,5.474
2024-02-03,5.474
2024-02-04,5.474
2024-02-05,5.592
2024-02-06,5.607
2024-02-07,5.631
2024-02-08,5.563
2024-02-09,5.477
2024-02-10,5.477
2024-02-11,5.477
2024-02-12,5.454
2024-02-13,5.769
2024-02-14,5.64
2024-02-15,5.471
2024-02-16,5.563
2024-02-17,5.563
2024-02-18,5.563
2024-02-19,5.563
2024-02-20,5.56
2024-02-21,5.575
2024-02-22,5.616
2024-02-23,5.578
2024-02-24,5.578
2024-02-25,5.578
2024-02-26,5.652
2024-02-27,5.676
2024-02-28,5.701
2024-02-29,5.6
2024-03-01,5.603
2024-03-02,5.603
2024-03-03,5.603
2024-03-04,5.57
2024-03-05,5.401
2024-03-06,5.437
2024-03-07,5.412
2024-03-08,5.392
2024-03-09,5.392
2024-03-10,5.392
2024-03-11,5.345
2024-03-12,5.483
2024-03-13,5.517
2024-03-14,5.664
2024-03-15,5.594
2024-03-16,5.594
2024-03-17,5.594
2024-03-18,5.643
2024-03-19,5.67
2024-03-20,5.497
2024-03-21,5.384
2024-03-22,5.488
2024-03-23,5.488
2024-03-24,5.488
2024-03-25,5.454
2024-03-26,5.443
2024-03-27,5.283
2024-03-28,5.291
2024-03-29,5.291
2024-03-30,5.291
2024-03-31,5.291
2024-04-01,5.392
2024-04-02,5.412
2024-04-03,5.474
2024-04-04,5.412
2024-04-05,5.454
2024-04-06,5.454
2024-04-07,5.454
2024-04-08,5.429
