,SBGI US Equity
2023-09-19,9.39
2023-09-20,9.606
2023-09-21,9.168
2023-09-22,9.382
2023-09-23,9.382
2023-09-24,9.382
2023-09-25,9.868
2023-09-26,10.26
2023-09-27,10.126
2023-09-28,9.64
2023-09-29,9.675
2023-09-30,9.675
2023-10-01,9.675
2023-10-02,10.212
2023-10-03,10.921
2023-10-04,10.726
2023-10-05,11.032
2023-10-06,11.009
2023-10-07,11.009
2023-10-08,11.009
2023-10-09,10.855
2023-10-10,10.197
2023-10-11,10.695
2023-10-12,10.7
2023-10-13,11.156
2023-10-14,11.156
2023-10-15,11.156
2023-10-16,10.154
2023-10-17,10.06
2023-10-18,10.241
2023-10-19,10.358
2023-10-20,10.518
2023-10-21,10.518
2023-10-22,10.518
2023-10-23,10.769
2023-10-24,10.498
2023-10-25,10.801
2023-10-26,10.833
2023-10-27,10.801
2023-10-28,10.801
2023-10-29,10.801
2023-10-30,10.178
2023-10-31,9.986
2023-11-01,10.231
2023-11-02,7.545
2023-11-03,7.23
2023-11-04,7.23
2023-11-05,7.23
2023-11-06,7.429
2023-11-07,7.791
2023-11-08,7.935
2023-11-09,7.994
2023-11-10,7.888
2023-11-11,7.888
2023-11-12,7.888
2023-11-13,8.24
2023-11-14,7.994
2023-11-15,7.674
2023-11-16,8.078
2023-11-17,7.424
2023-11-18,7.424
2023-11-19,7.424
2023-11-20,7.424
2023-11-21,7.69
2023-11-22,7.718
2023-11-23,7.718
2023-11-24,7.723
2023-11-25,7.723
2023-11-26,7.723
2023-11-27,7.97
2023-11-28,8.163
2023-11-29,8.123
2023-11-30,8.365
2023-12-01,7.767
2023-12-02,7.767
2023-12-03,7.767
2023-12-04,7.819
2023-12-05,8.064
2023-12-06,8.228
2023-12-07,8.234
2023-12-08,7.901
2023-12-09,7.901
2023-12-10,7.901
2023-12-11,8.101
2023-12-12,8.576
2023-12-13,8.158
2023-12-14,7.808
2023-12-15,8.108
2023-12-16,8.108
2023-12-17,8.108
2023-12-18,7.943
2023-12-19,7.86
2023-12-20,8.312
2023-12-21,8.021
2023-12-22,8.083
2023-12-23,8.083
2023-12-24,8.083
2023-12-25,8.083
2023-12-26,8.114
2023-12-27,8.13
2023-12-28,7.907
2023-12-29,8.095
2023-12-30,8.095
2023-12-31,8.095
2024-01-01,8.095
2024-01-02,7.813
2024-01-03,8.046
2024-01-04,7.745
2024-01-05,7.66
2024-01-06,7.66
2024-01-07,7.66
2024-01-08,7.572
2024-01-09,7.825
2024-01-10,7.605
2024-01-11,7.423
2024-01-12,7.376
2024-01-13,7.376
2024-01-14,7.376
2024-01-15,7.376
2024-01-16,7.745
2024-01-17,6.572
2024-01-18,7.06
2024-01-19,6.854
2024-01-20,6.854
2024-01-21,6.854
2024-01-22,6.531
2024-01-23,6.56
2024-01-24,6.672
2024-01-25,6.017
2024-01-26,6.253
2024-01-27,6.253
2024-01-28,6.253
2024-01-29,6.412
2024-01-30,6.491
2024-01-31,6.719
2024-02-01,6.651
2024-02-02,6.731
2024-02-03,6.731
2024-02-04,6.731
2024-02-05,7.084
2024-02-06,7.098
2024-02-07,8.046
2024-02-08,7.521
2024-02-09,7.255
2024-02-10,7.255
2024-02-11,7.255
2024-02-12,6.613
2024-02-13,7.2
2024-02-14,6.903
2024-02-15,6.659
2024-02-16,6.58
2024-02-17,6.58
2024-02-18,6.58
2024-02-19,6.58
2024-02-20,6.63
2024-02-21,6.845
2024-02-22,7.137
2024-02-23,7.23
2024-02-24,7.23
2024-02-25,7.23
2024-02-26,7.524
2024-02-27,7.325
2024-02-28,7.015
2024-02-29,6.986
2024-03-01,7.145
2024-03-02,7.145
2024-03-03,7.145
2024-03-04,7.54
2024-03-05,7.679
2024-03-06,7.714
2024-03-07,7.795
2024-03-08,8.125
2024-03-09,8.125
2024-03-10,8.125
2024-03-11,7.58
2024-03-12,7.795
2024-03-13,7.663
2024-03-14,7.774
2024-03-15,7.994
2024-03-16,7.994
2024-03-17,7.994
2024-03-18,8.816
2024-03-19,8.77
2024-03-20,8.402
2024-03-21,8.472
2024-03-22,8.839
2024-03-23,8.839
2024-03-24,8.839
2024-03-25,8.246
2024-03-26,8.118
2024-03-27,7.688
2024-03-28,7.528
2024-03-29,7.528
2024-03-30,7.528
2024-03-31,7.528
2024-04-01,7.978
2024-04-02,8.099
2024-04-03,7.746
2024-04-04,7.693
2024-04-05,8.099
2024-04-06,8.099
2024-04-07,8.099
2024-04-08,8.132
