,RSG US Equity
2023-09-21,1.48
2023-09-22,1.49
2023-09-23,1.49
2023-09-24,1.49
2023-09-25,1.49
2023-09-26,1.497
2023-09-27,1.507
2023-09-28,1.504
2023-09-29,1.525
2023-09-30,1.525
2023-10-01,1.525
2023-10-02,1.539
2023-10-03,1.525
2023-10-04,1.518
2023-10-05,1.514
2023-10-06,1.505
2023-10-07,1.505
2023-10-08,1.505
2023-10-09,1.482
2023-10-10,1.484
2023-10-11,1.484
2023-10-12,1.489
2023-10-13,1.475
2023-10-14,1.475
2023-10-15,1.475
2023-10-16,1.469
2023-10-17,1.471
2023-10-18,1.48
2023-10-19,1.494
2023-10-20,1.501
2023-10-21,1.501
2023-10-22,1.501
2023-10-23,1.508
2023-10-24,1.52
2023-10-25,1.476
2023-10-26,1.492
2023-10-27,1.493
2023-10-28,1.493
2023-10-29,1.493
2023-10-30,1.477
2023-10-31,1.465
2023-11-01,1.462
2023-11-02,1.434
2023-11-03,1.417
2023-11-04,1.417
2023-11-05,1.417
2023-11-06,1.406
2023-11-07,1.404
2023-11-08,1.398
2023-11-09,1.391
2023-11-10,1.379
2023-11-11,1.379
2023-11-12,1.379
2023-11-13,1.373
2023-11-14,1.367
2023-11-15,1.385
2023-11-16,1.369
2023-11-17,1.37
2023-11-18,1.37
2023-11-19,1.37
2023-11-20,1.364
2023-11-21,1.359
2023-11-22,1.359
2023-11-23,1.359
2023-11-24,1.356
2023-11-25,1.356
2023-11-26,1.356
2023-11-27,1.359
2023-11-28,1.363
2023-11-29,1.362
2023-11-30,1.346
2023-12-01,1.329
2023-12-02,1.329
2023-12-03,1.329
2023-12-04,1.34
2023-12-05,1.349
2023-12-06,1.346
2023-12-07,1.348
2023-12-08,1.346
2023-12-09,1.346
2023-12-10,1.346
2023-12-11,1.341
2023-12-12,1.319
2023-12-13,1.303
2023-12-14,1.339
2023-12-15,1.344
2023-12-16,1.344
2023-12-17,1.344
2023-12-18,1.332
2023-12-19,1.338
2023-12-20,1.343
2023-12-21,1.347
2023-12-22,1.339
2023-12-23,1.339
2023-12-24,1.339
2023-12-25,1.339
2023-12-26,1.336
2023-12-27,1.33
2023-12-28,1.326
2023-12-29,1.317
2023-12-30,1.317
2023-12-31,1.317
2024-01-01,1.317
2024-01-02,1.316
2024-01-03,1.326
2024-01-04,1.323
2024-01-05,1.328
2024-01-06,1.328
2024-01-07,1.328
2024-01-08,1.321
2024-01-09,1.325
2024-01-10,1.321
2024-01-11,1.324
2024-01-12,1.307
2024-01-13,1.307
2024-01-14,1.307
2024-01-15,1.307
2024-01-16,1.311
2024-01-17,1.306
2024-01-18,1.294
2024-01-19,1.287
2024-01-20,1.287
2024-01-21,1.287
2024-01-22,1.286
2024-01-23,1.278
2024-01-24,1.282
2024-01-25,1.275
2024-01-26,1.267
2024-01-27,1.267
2024-01-28,1.267
2024-01-29,1.266
2024-01-30,1.256
2024-01-31,1.269
2024-02-01,1.249
2024-02-02,1.25
2024-02-03,1.25
2024-02-04,1.25
2024-02-05,1.253
2024-02-06,1.25
2024-02-07,1.244
2024-02-08,1.243
2024-02-09,1.251
2024-02-10,1.251
2024-02-11,1.251
2024-02-12,1.262
2024-02-13,1.236
2024-02-14,1.215
2024-02-15,1.207
2024-02-16,1.203
2024-02-17,1.203
2024-02-18,1.203
2024-02-19,1.203
2024-02-20,1.206
2024-02-21,1.197
2024-02-22,1.184
2024-02-23,1.174
2024-02-24,1.174
2024-02-25,1.174
2024-02-26,1.174
2024-02-27,1.177
2024-02-28,1.177
2024-02-29,1.198
2024-03-01,1.198
2024-03-02,1.198
2024-03-03,1.198
2024-03-04,1.189
2024-03-05,1.197
2024-03-06,1.196
2024-03-07,1.195
2024-03-08,1.194
2024-03-09,1.194
2024-03-10,1.194
2024-03-11,1.193
2024-03-12,1.186
2024-03-13,1.183
2024-03-14,1.18
2024-03-15,1.18
2024-03-16,1.18
2024-03-17,1.18
2024-03-18,1.172
2024-03-19,1.169
2024-03-20,1.17
2024-03-21,1.162
2024-03-22,1.154
2024-03-23,1.154
2024-03-24,1.154
2024-03-25,1.159
2024-03-26,1.159
2024-03-27,1.148
2024-03-28,1.148
2024-03-29,1.148
2024-03-30,1.148
2024-03-31,1.148
2024-04-01,1.155
2024-04-02,1.16
2024-04-03,1.158
2024-04-04,1.174
2024-04-05,1.163
2024-04-06,1.163
2024-04-07,1.163
2024-04-08,1.161
