,FHI US Equity
2023-08-24,3.54
2023-08-25,3.511
2023-08-26,3.511
2023-08-27,3.511
2023-08-28,3.478
2023-08-29,3.469
2023-08-30,3.463
2023-08-31,3.469
2023-09-01,3.443
2023-09-02,3.443
2023-09-03,3.443
2023-09-04,3.443
2023-09-05,3.508
2023-09-06,3.492
2023-09-07,3.53
2023-09-08,3.496
2023-09-09,3.496
2023-09-10,3.496
2023-09-11,3.522
2023-09-12,3.493
2023-09-13,3.474
2023-09-14,3.528
2023-09-15,3.492
2023-09-16,3.492
2023-09-17,3.492
2023-09-18,3.514
2023-09-19,3.512
2023-09-20,3.461
2023-09-21,3.453
2023-09-22,3.494
2023-09-23,3.494
2023-09-24,3.494
2023-09-25,3.506
2023-09-26,3.576
2023-09-27,3.601
2023-09-28,3.556
2023-09-29,3.593
2023-09-30,3.593
2023-10-01,3.593
2023-10-02,3.68
2023-10-03,3.74
2023-10-04,4.109
2023-10-05,4.041
2023-10-06,3.96
2023-10-07,3.96
2023-10-08,3.96
2023-10-09,3.965
2023-10-10,3.97
2023-10-11,4.053
2023-10-12,4.122
2023-10-13,4.101
2023-10-14,4.101
2023-10-15,4.101
2023-10-16,4.064
2023-10-17,4.018
2023-10-18,4.142
2023-10-19,4.234
2023-10-20,4.298
2023-10-21,4.298
2023-10-22,4.298
2023-10-23,4.313
2023-10-24,4.33
2023-10-25,4.436
2023-10-26,4.449
2023-10-27,4.308
2023-10-28,4.308
2023-10-29,4.308
2023-10-30,4.333
2023-10-31,4.285
2023-11-01,4.311
2023-11-02,4.211
2023-11-03,4.149
2023-11-04,4.149
2023-11-05,4.149
2023-11-06,4.139
2023-11-07,4.13
2023-11-08,4.148
2023-11-09,4.153
2023-11-10,4.11
2023-11-11,4.11
2023-11-12,4.11
2023-11-13,4.22
2023-11-14,4.12
2023-11-15,4.117
2023-11-16,4.135
2023-11-17,4.167
2023-11-18,4.167
2023-11-19,4.167
2023-11-20,4.234
2023-11-21,4.279
2023-11-22,4.263
2023-11-23,4.263
2023-11-24,4.259
2023-11-25,4.259
2023-11-26,4.259
2023-11-27,4.274
2023-11-28,4.322
2023-11-29,4.274
2023-11-30,4.232
2023-12-01,4.172
2023-12-02,4.172
2023-12-03,4.172
2023-12-04,4.191
2023-12-05,4.262
2023-12-06,4.242
2023-12-07,4.195
2023-12-08,4.167
2023-12-09,4.167
2023-12-10,4.167
2023-12-11,4.153
2023-12-12,4.105
2023-12-13,4.091
2023-12-14,3.993
2023-12-15,4.0
2023-12-16,4.0
2023-12-17,4.0
2023-12-18,4.026
2023-12-19,3.947
2023-12-20,3.962
2023-12-21,3.949
2023-12-22,3.913
2023-12-23,3.913
2023-12-24,3.913
2023-12-25,3.913
2023-12-26,3.909
2023-12-27,3.921
2023-12-28,3.932
2023-12-29,3.942
2023-12-30,3.942
2023-12-31,3.942
2024-01-01,3.942
2024-01-02,3.886
2024-01-03,3.908
2024-01-04,3.937
2024-01-05,3.899
2024-01-06,3.899
2024-01-07,3.899
2024-01-08,3.827
2024-01-09,3.876
2024-01-10,3.89
2024-01-11,3.818
2024-01-12,3.853
2024-01-13,3.853
2024-01-14,3.853
2024-01-15,3.853
2024-01-16,3.694
2024-01-17,3.751
2024-01-18,3.726
2024-01-19,3.665
2024-01-20,3.665
2024-01-21,3.665
2024-01-22,3.682
2024-01-23,3.783
2024-01-24,3.774
2024-01-25,3.778
2024-01-26,3.375
2024-01-27,3.375
2024-01-28,3.375
2024-01-29,3.38
2024-01-30,3.313
2024-01-31,3.44
2024-02-01,3.431
2024-02-02,3.436
2024-02-03,3.436
2024-02-04,3.436
2024-02-05,3.35
2024-02-06,3.401
2024-02-07,3.379
2024-02-08,3.391
2024-02-09,3.352
2024-02-10,3.352
2024-02-11,3.352
2024-02-12,3.318
2024-02-13,3.399
2024-02-14,3.354
2024-02-15,3.342
2024-02-16,3.373
2024-02-17,3.373
2024-02-18,3.373
2024-02-19,3.373
2024-02-20,3.39
2024-02-21,3.359
2024-02-22,3.332
2024-02-23,3.707
2024-02-24,3.707
2024-02-25,3.707
2024-02-26,3.698
2024-02-27,3.672
2024-02-28,3.666
2024-02-29,3.707
2024-03-01,3.64
2024-03-02,3.64
2024-03-03,3.64
2024-03-04,3.608
2024-03-05,3.585
2024-03-06,3.621
2024-03-07,3.657
2024-03-08,3.703
2024-03-09,3.703
2024-03-10,3.703
2024-03-11,3.629
2024-03-12,3.689
2024-03-13,3.657
2024-03-14,3.682
2024-03-15,3.647
2024-03-16,3.647
2024-03-17,3.647
2024-03-18,3.72
2024-03-19,3.68
2024-03-20,3.662
2024-03-21,3.663
2024-03-22,3.688
2024-03-23,3.688
2024-03-24,3.688
2024-03-25,3.639
2024-03-26,3.662
2024-03-27,3.668
2024-03-28,3.616
2024-03-29,3.616
2024-03-30,3.616
2024-03-31,3.616
2024-04-01,3.619
2024-04-02,3.593
2024-04-03,3.592
2024-04-04,3.628
2024-04-05,3.591
2024-04-06,3.591
2024-04-07,3.591
2024-04-08,3.55
