,OGE US Equity
2023-09-11,5.109
2023-09-12,5.102
2023-09-13,5.057
2023-09-14,5.002
2023-09-15,4.978
2023-09-16,4.978
2023-09-17,4.978
2023-09-18,4.946
2023-09-19,5.002
2023-09-20,4.998
2023-09-21,5.054
2023-09-22,5.076
2023-09-23,5.076
2023-09-24,5.076
2023-09-25,5.074
2023-09-26,5.26
2023-09-27,5.312
2023-09-28,5.363
2023-09-29,5.339
2023-09-30,5.339
2023-10-01,5.339
2023-10-02,5.572
2023-10-03,5.506
2023-10-04,5.506
2023-10-05,5.452
2023-10-06,5.382
2023-10-07,5.382
2023-10-08,5.382
2023-10-09,5.299
2023-10-10,5.255
2023-10-11,5.164
2023-10-12,5.188
2023-10-13,5.149
2023-10-14,5.149
2023-10-15,5.149
2023-10-16,5.082
2023-10-17,5.162
2023-10-18,5.194
2023-10-19,5.222
2023-10-20,5.281
2023-10-21,5.281
2023-10-22,5.281
2023-10-23,5.332
2023-10-24,5.212
2023-10-25,5.171
2023-10-26,5.14
2023-10-27,5.237
2023-10-28,5.237
2023-10-29,5.237
2023-10-30,5.205
2023-10-31,5.176
2023-11-01,5.131
2023-11-02,4.976
2023-11-03,5.016
2023-11-04,5.016
2023-11-05,5.016
2023-11-06,5.111
2023-11-07,5.143
2023-11-08,5.208
2023-11-09,5.185
2023-11-10,5.181
2023-11-11,5.181
2023-11-12,5.181
2023-11-13,5.244
2023-11-14,5.061
2023-11-15,5.105
2023-11-16,5.018
2023-11-17,5.051
2023-11-18,5.051
2023-11-19,5.051
2023-11-20,5.066
2023-11-21,5.064
2023-11-22,5.034
2023-11-23,5.034
2023-11-24,5.047
2023-11-25,5.047
2023-11-26,5.047
2023-11-27,5.029
2023-11-28,5.009
2023-11-29,5.05
2023-11-30,5.012
2023-12-01,4.95
2023-12-02,4.95
2023-12-03,4.95
2023-12-04,4.938
2023-12-05,4.985
2023-12-06,4.929
2023-12-07,4.938
2023-12-08,4.991
2023-12-09,4.991
2023-12-10,4.991
2023-12-11,4.963
2023-12-12,4.974
2023-12-13,4.803
2023-12-14,4.845
2023-12-15,4.946
2023-12-16,4.946
2023-12-17,4.946
2023-12-18,4.964
2023-12-19,4.92
2023-12-20,5.045
2023-12-21,5.027
2023-12-22,5.014
2023-12-23,5.014
2023-12-24,5.014
2023-12-25,5.014
2023-12-26,5.022
2023-12-27,5.055
2023-12-28,5.028
2023-12-29,5.029
2023-12-30,5.029
2023-12-31,5.029
2024-01-01,5.029
2024-01-02,4.961
2024-01-03,4.938
2024-01-04,4.917
2024-01-05,4.889
2024-01-06,4.889
2024-01-07,4.889
2024-01-08,4.895
2024-01-09,4.9
2024-01-10,4.899
2024-01-11,5.066
2024-01-12,5.054
2024-01-13,5.054
2024-01-14,5.054
2024-01-15,5.054
2024-01-16,5.167
2024-01-17,5.226
2024-01-18,5.249
2024-01-19,5.237
2024-01-20,5.237
2024-01-21,5.237
2024-01-22,5.303
2024-01-23,5.259
2024-01-24,5.361
2024-01-25,5.255
2024-01-26,5.267
2024-01-27,5.267
2024-01-28,5.267
2024-01-29,5.206
2024-01-30,5.228
2024-01-31,5.211
2024-02-01,5.114
2024-02-02,5.202
2024-02-03,5.202
2024-02-04,5.202
2024-02-05,5.307
2024-02-06,5.315
2024-02-07,5.304
2024-02-08,5.335
2024-02-09,5.304
2024-02-10,5.304
2024-02-11,5.304
2024-02-12,5.262
2024-02-13,5.361
2024-02-14,5.34
2024-02-15,5.262
2024-02-16,5.249
2024-02-17,5.249
2024-02-18,5.249
2024-02-19,5.249
2024-02-20,5.262
2024-02-21,5.155
2024-02-22,5.208
2024-02-23,5.171
2024-02-24,5.171
2024-02-25,5.171
2024-02-26,5.275
2024-02-27,5.203
2024-02-28,5.228
2024-02-29,5.26
2024-03-01,5.271
2024-03-02,5.271
2024-03-03,5.271
2024-03-04,5.163
2024-03-05,5.127
2024-03-06,5.08
2024-03-07,5.048
2024-03-08,5.087
2024-03-09,5.087
2024-03-10,5.087
2024-03-11,5.047
2024-03-12,5.095
2024-03-13,5.069
2024-03-14,5.13
2024-03-15,5.116
2024-03-16,5.116
2024-03-17,5.116
2024-03-18,5.093
2024-03-19,5.04
2024-03-20,5.106
2024-03-21,5.107
2024-03-22,5.087
2024-03-23,5.087
2024-03-24,5.087
2024-03-25,5.093
2024-03-26,5.139
2024-03-27,4.993
2024-03-28,5.0
2024-03-29,5.0
2024-03-30,5.0
2024-03-31,5.0
2024-04-01,4.993
2024-04-02,4.964
2024-04-03,4.995
2024-04-04,5.01
2024-04-05,5.025
2024-04-06,5.025
2024-04-07,5.025
2024-04-08,4.978
