,WAFD US Equity
2023-09-19,3.965
2023-09-20,4.003
2023-09-21,4.056
2023-09-22,4.112
2023-09-23,4.112
2023-09-24,4.112
2023-09-25,4.048
2023-09-26,4.116
2023-09-27,4.14
2023-09-28,4.086
2023-09-29,4.056
2023-09-30,4.056
2023-10-01,4.056
2023-10-02,4.082
2023-10-03,4.16
2023-10-04,4.129
2023-10-05,4.069
2023-10-06,3.966
2023-10-07,3.966
2023-10-08,3.966
2023-10-09,3.945
2023-10-10,3.889
2023-10-11,3.927
2023-10-12,3.956
2023-10-13,4.124
2023-10-14,4.124
2023-10-15,4.124
2023-10-16,4.009
2023-10-17,3.936
2023-10-18,4.147
2023-10-19,4.148
2023-10-20,4.243
2023-10-21,4.243
2023-10-22,4.243
2023-10-23,4.294
2023-10-24,4.292
2023-10-25,4.275
2023-10-26,4.249
2023-10-27,4.3
2023-10-28,4.3
2023-10-29,4.3
2023-10-30,4.273
2023-10-31,4.211
2023-11-01,4.224
2023-11-02,3.997
2023-11-03,3.859
2023-11-04,3.859
2023-11-05,3.859
2023-11-06,3.896
2023-11-07,3.96
2023-11-08,4.064
2023-11-09,4.134
2023-11-10,4.139
2023-11-11,4.139
2023-11-12,4.139
2023-11-13,4.116
2023-11-14,3.76
2023-11-15,3.75
2023-11-16,3.805
2023-11-17,3.784
2023-11-18,3.784
2023-11-19,3.784
2023-11-20,3.778
2023-11-21,3.875
2023-11-22,3.836
2023-11-23,3.836
2023-11-24,3.826
2023-11-25,3.826
2023-11-26,3.826
2023-11-27,3.853
2023-11-28,3.87
2023-11-29,3.816
2023-11-30,3.852
2023-12-01,3.638
2023-12-02,3.638
2023-12-03,3.638
2023-12-04,3.518
2023-12-05,3.538
2023-12-06,3.482
2023-12-07,3.382
2023-12-08,3.352
2023-12-09,3.352
2023-12-10,3.352
2023-12-11,3.35
2023-12-12,3.4
2023-12-13,3.253
2023-12-14,3.176
2023-12-15,3.2
2023-12-16,3.2
2023-12-17,3.2
2023-12-18,3.233
2023-12-19,3.148
2023-12-20,3.207
2023-12-21,3.172
2023-12-22,3.092
2023-12-23,3.092
2023-12-24,3.092
2023-12-25,3.092
2023-12-26,3.025
2023-12-27,3.043
2023-12-28,3.06
2023-12-29,3.108
2023-12-30,3.108
2023-12-31,3.108
2024-01-01,3.108
2024-01-02,3.107
2024-01-03,3.268
2024-01-04,3.274
2024-01-05,3.295
2024-01-06,3.295
2024-01-07,3.295
2024-01-08,3.255
2024-01-09,3.292
2024-01-10,3.285
2024-01-11,3.312
2024-01-12,3.331
2024-01-13,3.331
2024-01-14,3.331
2024-01-15,3.331
2024-01-16,3.387
2024-01-17,3.533
2024-01-18,3.534
2024-01-19,3.451
2024-01-20,3.451
2024-01-21,3.451
2024-01-22,3.348
2024-01-23,3.397
2024-01-24,3.366
2024-01-25,3.389
2024-01-26,3.335
2024-01-27,3.335
2024-01-28,3.335
2024-01-29,3.306
2024-01-30,3.338
2024-01-31,3.528
2024-02-01,3.586
2024-02-02,3.612
2024-02-03,3.612
2024-02-04,3.612
2024-02-05,3.69
2024-02-06,3.676
2024-02-07,3.692
2024-02-08,3.68
2024-02-09,3.632
2024-02-10,3.632
2024-02-11,3.632
2024-02-12,3.547
2024-02-13,3.758
2024-02-14,3.66
2024-02-15,3.511
2024-02-16,3.561
2024-02-17,3.561
2024-02-18,3.561
2024-02-19,3.561
2024-02-20,3.609
2024-02-21,3.639
2024-02-22,3.683
2024-02-23,3.67
2024-02-24,3.67
2024-02-25,3.67
2024-02-26,3.743
2024-02-27,3.719
2024-02-28,3.738
2024-02-29,3.726
2024-03-01,3.692
2024-03-02,3.692
2024-03-03,3.692
2024-03-04,3.759
2024-03-05,3.625
2024-03-06,3.625
2024-03-07,3.611
2024-03-08,3.617
2024-03-09,3.617
2024-03-10,3.617
2024-03-11,3.587
2024-03-12,3.686
2024-03-13,3.714
2024-03-14,3.81
2024-03-15,3.793
2024-03-16,3.793
2024-03-17,3.793
2024-03-18,3.722
2024-03-19,3.73
2024-03-20,3.589
2024-03-21,3.535
2024-03-22,3.643
2024-03-23,3.643
2024-03-24,3.643
2024-03-25,3.659
2024-03-26,3.699
2024-03-27,3.516
2024-03-28,3.496
2024-03-29,3.496
2024-03-30,3.496
2024-03-31,3.496
2024-04-01,3.576
2024-04-02,3.65
2024-04-03,3.656
2024-04-04,3.645
2024-04-05,3.667
2024-04-06,3.667
2024-04-07,3.667
2024-04-08,3.619
