,PAG US Equity
2023-08-20,1.676
2023-08-21,1.691
2023-08-22,1.709
2023-08-23,1.702
2023-08-24,1.73
2023-08-25,1.743
2023-08-26,1.743
2023-08-27,1.743
2023-08-28,1.748
2023-08-29,1.721
2023-08-30,1.718
2023-08-31,1.734
2023-09-01,1.714
2023-09-02,1.714
2023-09-03,1.714
2023-09-04,1.714
2023-09-05,1.759
2023-09-06,1.789
2023-09-07,1.792
2023-09-08,1.784
2023-09-09,1.784
2023-09-10,1.784
2023-09-11,1.8
2023-09-12,1.782
2023-09-13,1.788
2023-09-14,1.718
2023-09-15,1.76
2023-09-16,1.76
2023-09-17,1.76
2023-09-18,1.747
2023-09-19,1.748
2023-09-20,1.774
2023-09-21,1.798
2023-09-22,1.808
2023-09-23,1.808
2023-09-24,1.808
2023-09-25,1.779
2023-09-26,1.789
2023-09-27,1.734
2023-09-28,1.717
2023-09-29,1.727
2023-09-30,1.727
2023-10-01,1.727
2023-10-02,1.768
2023-10-03,1.816
2023-10-04,1.821
2023-10-05,1.899
2023-10-06,1.885
2023-10-07,1.885
2023-10-08,1.885
2023-10-09,1.851
2023-10-10,1.823
2023-10-11,1.846
2023-10-12,1.92
2023-10-13,1.965
2023-10-14,1.965
2023-10-15,1.965
2023-10-16,1.905
2023-10-17,1.898
2023-10-18,1.89
2023-10-19,1.946
2023-10-20,1.954
2023-10-21,1.954
2023-10-22,1.954
2023-10-23,1.997
2023-10-24,2.054
2023-10-25,2.072
2023-10-26,2.029
2023-10-27,2.039
2023-10-28,2.039
2023-10-29,2.039
2023-10-30,2.065
2023-10-31,2.063
2023-11-01,1.998
2023-11-02,1.958
2023-11-03,1.891
2023-11-04,1.891
2023-11-05,1.891
2023-11-06,1.93
2023-11-07,1.941
2023-11-08,1.944
2023-11-09,1.985
2023-11-10,1.968
2023-11-11,1.968
2023-11-12,1.968
2023-11-13,1.962
2023-11-14,1.868
2023-11-15,1.84
2023-11-16,1.932
2023-11-17,1.908
2023-11-18,1.908
2023-11-19,1.908
2023-11-20,1.912
2023-11-21,1.925
2023-11-22,1.928
2023-11-23,1.928
2023-11-24,1.903
2023-11-25,1.903
2023-11-26,1.903
2023-11-27,1.945
2023-11-28,1.947
2023-11-29,1.981
2023-11-30,1.97
2023-12-01,1.906
2023-12-02,1.906
2023-12-03,1.906
2023-12-04,1.904
2023-12-05,1.951
2023-12-06,1.971
2023-12-07,1.956
2023-12-08,1.957
2023-12-09,1.957
2023-12-10,1.957
2023-12-11,1.943
2023-12-12,1.972
2023-12-13,1.887
2023-12-14,1.835
2023-12-15,1.863
2023-12-16,1.863
2023-12-17,1.863
2023-12-18,1.881
2023-12-19,1.855
2023-12-20,1.889
2023-12-21,1.843
2023-12-22,1.851
2023-12-23,1.851
2023-12-24,1.851
2023-12-25,1.851
2023-12-26,1.835
2023-12-27,1.85
2023-12-28,1.861
2023-12-29,1.876
2023-12-30,1.876
2023-12-31,1.876
2024-01-01,1.876
2024-01-02,1.876
2024-01-03,1.964
2024-01-04,1.996
2024-01-05,1.999
2024-01-06,1.999
2024-01-07,1.999
2024-01-08,1.977
2024-01-09,1.992
2024-01-10,1.983
2024-01-11,1.987
2024-01-12,2.018
2024-01-13,2.018
2024-01-14,2.018
2024-01-15,2.018
2024-01-16,2.006
2024-01-17,2.003
2024-01-18,1.989
2024-01-19,2.03
2024-01-20,2.03
2024-01-21,2.03
2024-01-22,1.996
2024-01-23,2.018
2024-01-24,2.039
2024-01-25,2.013
2024-01-26,2.005
2024-01-27,2.005
2024-01-28,2.005
2024-01-29,1.971
2024-01-30,1.971
2024-01-31,2.072
2024-02-01,2.012
2024-02-02,2.021
2024-02-03,2.021
2024-02-04,2.021
2024-02-05,2.055
2024-02-06,2.053
2024-02-07,2.074
2024-02-08,2.077
2024-02-09,2.014
2024-02-10,2.014
2024-02-11,2.014
2024-02-12,1.986
2024-02-13,2.045
2024-02-14,2.109
2024-02-15,2.095
2024-02-16,2.127
2024-02-17,2.127
2024-02-18,2.127
2024-02-19,2.127
2024-02-20,2.186
2024-02-21,2.183
2024-02-22,2.123
2024-02-23,2.119
2024-02-24,2.119
2024-02-25,2.119
2024-02-26,2.125
2024-02-27,2.14
2024-02-28,2.369
2024-02-29,2.336
2024-03-01,2.318
2024-03-02,2.318
2024-03-03,2.318
2024-03-04,2.34
2024-03-05,2.341
2024-03-06,2.351
2024-03-07,2.347
2024-03-08,2.355
2024-03-09,2.355
2024-03-10,2.355
2024-03-11,2.354
2024-03-12,2.332
2024-03-13,2.324
2024-03-14,2.363
2024-03-15,2.339
2024-03-16,2.339
2024-03-17,2.339
2024-03-18,2.344
2024-03-19,2.342
2024-03-20,2.275
2024-03-21,2.236
2024-03-22,2.262
2024-03-23,2.262
2024-03-24,2.262
2024-03-25,2.267
2024-03-26,2.268
2024-03-27,2.212
2024-03-28,2.213
2024-03-29,2.213
2024-03-30,2.213
2024-03-31,2.213
2024-04-01,2.231
2024-04-02,2.301
2024-04-03,2.306
2024-04-04,2.352
2024-04-05,2.337
2024-04-06,2.337
2024-04-07,2.337
2024-04-08,2.345
