,TROW US Equity
2023-09-14,4.72
2023-09-15,4.738
2023-09-16,4.738
2023-09-17,4.738
2023-09-18,4.763
2023-09-19,4.697
2023-09-20,4.78
2023-09-21,4.893
2023-09-22,4.927
2023-09-23,4.927
2023-09-24,4.927
2023-09-25,4.903
2023-09-26,5.029
2023-09-27,5.017
2023-09-28,4.988
2023-09-29,4.953
2023-09-30,4.953
2023-10-01,4.953
2023-10-02,4.967
2023-10-03,5.189
2023-10-04,5.102
2023-10-05,5.096
2023-10-06,5.085
2023-10-07,5.085
2023-10-08,5.085
2023-10-09,4.993
2023-10-10,4.953
2023-10-11,4.966
2023-10-12,5.044
2023-10-13,5.139
2023-10-14,5.139
2023-10-15,5.139
2023-10-16,5.158
2023-10-17,5.125
2023-10-18,5.267
2023-10-19,5.303
2023-10-20,5.361
2023-10-21,5.361
2023-10-22,5.361
2023-10-23,5.409
2023-10-24,5.383
2023-10-25,5.525
2023-10-26,5.566
2023-10-27,5.827
2023-10-28,5.827
2023-10-29,5.827
2023-10-30,5.631
2023-10-31,5.691
2023-11-01,5.662
2023-11-02,5.462
2023-11-03,5.384
2023-11-04,5.384
2023-11-05,5.384
2023-11-06,5.439
2023-11-07,5.473
2023-11-08,5.43
2023-11-09,5.485
2023-11-10,5.561
2023-11-11,5.561
2023-11-12,5.561
2023-11-13,5.578
2023-11-14,5.309
2023-11-15,5.236
2023-11-16,5.284
2023-11-17,5.245
2023-11-18,5.245
2023-11-19,5.245
2023-11-20,5.19
2023-11-21,5.288
2023-11-22,5.247
2023-11-23,5.247
2023-11-24,5.219
2023-11-25,5.219
2023-11-26,5.219
2023-11-27,5.278
2023-11-28,5.213
2023-11-29,5.173
2023-11-30,5.122
2023-12-01,5.006
2023-12-02,5.006
2023-12-03,5.006
2023-12-04,5.028
2023-12-05,5.101
2023-12-06,5.136
2023-12-07,5.132
2023-12-08,5.21
2023-12-09,5.21
2023-12-10,5.21
2023-12-11,5.188
2023-12-12,5.162
2023-12-13,4.97
2023-12-14,4.723
2023-12-15,4.769
2023-12-16,4.769
2023-12-17,4.769
2023-12-18,4.747
2023-12-19,4.683
2023-12-20,4.782
2023-12-21,4.742
2023-12-22,4.698
2023-12-23,4.698
2023-12-24,4.698
2023-12-25,4.698
2023-12-26,4.663
2023-12-27,4.663
2023-12-28,4.65
2023-12-29,4.707
2023-12-30,4.707
2023-12-31,4.707
2024-01-01,4.707
2024-01-02,4.689
2024-01-03,4.761
2024-01-04,4.771
2024-01-05,4.766
2024-01-06,4.766
2024-01-07,4.766
2024-01-08,4.732
2024-01-09,4.764
2024-01-10,4.712
2024-01-11,4.631
2024-01-12,4.58
2024-01-13,4.58
2024-01-14,4.58
2024-01-15,4.58
2024-01-16,4.749
2024-01-17,4.786
2024-01-18,4.761
2024-01-19,4.621
2024-01-20,4.621
2024-01-21,4.621
2024-01-22,4.574
2024-01-23,4.61
2024-01-24,4.611
2024-01-25,4.543
2024-01-26,4.597
2024-01-27,4.597
2024-01-28,4.597
2024-01-29,4.532
2024-01-30,4.53
2024-01-31,4.666
2024-02-01,4.606
2024-02-02,4.611
2024-02-03,4.611
2024-02-04,4.611
2024-02-05,4.675
2024-02-06,4.643
2024-02-07,4.612
2024-02-08,4.63
2024-02-09,4.69
2024-02-10,4.69
2024-02-11,4.69
2024-02-12,4.534
2024-02-13,4.763
2024-02-14,4.69
2024-02-15,4.608
2024-02-16,4.58
2024-02-17,4.58
2024-02-18,4.58
2024-02-19,4.58
2024-02-20,4.557
2024-02-21,4.56
2024-02-22,4.496
2024-02-23,4.492
2024-02-24,4.492
2024-02-25,4.492
2024-02-26,4.513
2024-02-27,4.497
2024-02-28,4.438
2024-02-29,4.398
2024-03-01,4.393
2024-03-02,4.393
2024-03-03,4.393
2024-03-04,4.278
2024-03-05,4.288
2024-03-06,4.261
2024-03-07,4.265
2024-03-08,4.227
2024-03-09,4.227
2024-03-10,4.227
2024-03-11,4.238
2024-03-12,4.23
2024-03-13,4.239
2024-03-14,4.293
2024-03-15,4.295
2024-03-16,4.295
2024-03-17,4.295
2024-03-18,4.288
2024-03-19,4.296
2024-03-20,4.181
2024-03-21,4.092
2024-03-22,4.159
2024-03-23,4.159
2024-03-24,4.159
2024-03-25,4.169
2024-03-26,4.184
2024-03-27,4.082
2024-03-28,4.046
2024-03-29,4.046
2024-03-30,4.046
2024-03-31,4.046
2024-04-01,4.101
2024-04-02,4.161
2024-04-03,4.163
2024-04-04,4.243
2024-04-05,4.236
2024-04-06,4.236
2024-04-07,4.236
2024-04-08,4.203
