,SOI US Equity
2023-08-16,4.167
2023-08-17,4.144
2023-08-18,4.091
2023-08-19,4.091
2023-08-20,4.091
2023-08-21,4.167
2023-08-22,4.249
2023-08-23,4.286
2023-08-24,4.323
2023-08-25,4.39
2023-08-26,4.39
2023-08-27,4.39
2023-08-28,4.323
2023-08-29,4.369
2023-08-30,4.331
2023-08-31,4.282
2023-09-01,4.189
2023-09-02,4.189
2023-09-03,4.189
2023-09-04,4.189
2023-09-05,4.181
2023-09-06,4.294
2023-09-07,4.327
2023-09-08,4.257
2023-09-09,4.257
2023-09-10,4.257
2023-09-11,4.229
2023-09-12,4.089
2023-09-13,4.162
2023-09-14,4.071
2023-09-15,4.123
2023-09-16,4.123
2023-09-17,4.123
2023-09-18,4.209
2023-09-19,4.29
2023-09-20,4.294
2023-09-21,4.435
2023-09-22,4.444
2023-09-23,4.444
2023-09-24,4.444
2023-09-25,4.298
2023-09-26,4.278
2023-09-27,4.067
2023-09-28,4.146
2023-09-29,4.181
2023-09-30,4.181
2023-10-01,4.181
2023-10-02,4.323
2023-10-03,4.366
2023-10-04,4.562
2023-10-05,4.502
2023-10-06,4.484
2023-10-07,4.484
2023-10-08,4.484
2023-10-09,4.274
2023-10-10,4.286
2023-10-11,4.278
2023-10-12,4.374
2023-10-13,4.349
2023-10-14,4.349
2023-10-15,4.349
2023-10-16,4.37
2023-10-17,4.315
2023-10-18,4.286
2023-10-19,4.311
2023-10-20,4.4
2023-10-21,4.4
2023-10-22,4.4
2023-10-23,4.471
2023-10-24,4.498
2023-10-25,4.548
2023-10-26,4.643
2023-10-27,5.21
2023-10-28,5.21
2023-10-29,5.21
2023-10-30,5.153
2023-10-31,5.047
2023-11-01,5.153
2023-11-02,5.009
2023-11-03,5.009
2023-11-04,5.009
2023-11-05,5.009
2023-11-06,5.277
2023-11-07,5.45
2023-11-08,5.463
2023-11-09,5.538
2023-11-10,5.463
2023-11-11,5.463
2023-11-12,5.463
2023-11-13,5.401
2023-11-14,5.169
2023-11-15,5.341
2023-11-16,5.616
2023-11-17,5.519
2023-11-18,5.519
2023-11-19,5.519
2023-11-20,5.481
2023-11-21,5.538
2023-11-22,5.507
2023-11-23,5.507
2023-11-24,5.42
2023-11-25,5.42
2023-11-26,5.42
2023-11-27,5.59
2023-11-28,5.636
2023-11-29,5.558
2023-11-30,5.538
2023-12-01,5.5
2023-12-02,5.5
2023-12-03,5.5
2023-12-04,5.455
2023-12-05,5.684
2023-12-06,5.774
2023-12-07,5.788
2023-12-08,5.795
2023-12-09,5.795
2023-12-10,5.795
2023-12-11,5.853
2023-12-12,5.948
2023-12-13,5.853
2023-12-14,5.712
2023-12-15,5.802
2023-12-16,5.802
2023-12-17,5.802
2023-12-18,5.795
2023-12-19,5.644
2023-12-20,5.802
2023-12-21,5.802
2023-12-22,5.767
2023-12-23,5.767
2023-12-24,5.767
2023-12-25,5.767
2023-12-26,5.76
2023-12-27,6.001
2023-12-28,5.926
2023-12-29,5.955
2023-12-30,5.955
2023-12-31,5.955
2024-01-01,5.955
2024-01-02,5.948
2024-01-03,6.047
2024-01-04,6.157
2024-01-05,6.062
2024-01-06,6.062
2024-01-07,6.062
2024-01-08,6.165
2024-01-09,6.406
2024-01-10,6.593
2024-01-11,6.753
2024-01-12,6.753
2024-01-13,6.753
2024-01-14,6.753
2024-01-15,6.753
2024-01-16,7.023
2024-01-17,7.044
2024-01-18,7.033
2024-01-19,6.821
2024-01-20,6.821
2024-01-21,6.821
2024-01-22,6.575
2024-01-23,6.389
2024-01-24,6.246
2024-01-25,6.062
2024-01-26,6.031
2024-01-27,6.031
2024-01-28,6.031
2024-01-29,6.054
2024-01-30,6.109
2024-01-31,6.321
2024-02-01,6.38
2024-02-02,6.512
2024-02-03,6.512
2024-02-04,6.512
2024-02-05,6.459
2024-02-06,6.296
2024-02-07,6.467
2024-02-08,6.312
2024-02-09,6.304
2024-02-10,6.304
2024-02-11,6.304
2024-02-12,6.254
2024-02-13,6.521
2024-02-14,6.476
2024-02-15,6.039
2024-02-16,6.181
2024-02-17,6.181
2024-02-18,6.181
2024-02-19,6.181
2024-02-20,6.085
2024-02-21,6.093
2024-02-22,6.141
2024-02-23,6.101
2024-02-24,6.101
2024-02-25,6.101
2024-02-26,6.149
2024-02-27,5.821
2024-02-28,5.942
2024-02-29,5.753
2024-03-01,5.726
2024-03-02,5.726
2024-03-03,5.726
2024-03-04,5.979
2024-03-05,6.001
2024-03-06,6.015
2024-03-07,6.045
2024-03-08,5.769
2024-03-09,5.769
2024-03-10,5.769
2024-03-11,5.755
2024-03-12,5.614
2024-03-13,5.714
2024-03-14,5.783
2024-03-15,5.621
2024-03-16,5.621
2024-03-17,5.621
2024-03-18,5.654
2024-03-19,5.221
2024-03-20,5.204
2024-03-21,5.163
2024-03-22,5.355
2024-03-23,5.355
2024-03-24,5.355
2024-03-25,5.263
2024-03-26,5.425
2024-03-27,5.343
2024-03-28,5.306
2024-03-29,5.306
2024-03-30,5.306
2024-03-31,5.306
2024-04-01,5.281
2024-04-02,5.312
2024-04-03,5.227
2024-04-04,5.263
2024-04-05,5.145
2024-04-06,5.145
2024-04-07,5.145
2024-04-08,5.134
