,LEA US Equity
2023-08-22,2.455
2023-08-23,2.439
2023-08-24,2.478
2023-08-25,2.469
2023-08-26,2.469
2023-08-27,2.469
2023-08-28,2.422
2023-08-29,2.378
2023-08-30,2.371
2023-08-31,2.389
2023-09-01,2.379
2023-09-02,2.379
2023-09-03,2.379
2023-09-04,2.379
2023-09-05,2.404
2023-09-06,2.425
2023-09-07,2.485
2023-09-08,2.462
2023-09-09,2.462
2023-09-10,2.462
2023-09-11,2.462
2023-09-12,2.425
2023-09-13,2.536
2023-09-14,2.484
2023-09-15,2.49
2023-09-16,2.49
2023-09-17,2.49
2023-09-18,2.522
2023-09-19,2.516
2023-09-20,2.535
2023-09-21,2.598
2023-09-22,2.595
2023-09-23,2.595
2023-09-24,2.595
2023-09-25,2.56
2023-09-26,2.604
2023-09-27,2.595
2023-09-28,2.556
2023-09-29,2.566
2023-09-30,2.566
2023-10-01,2.566
2023-10-02,2.594
2023-10-03,2.644
2023-10-04,2.596
2023-10-05,2.629
2023-10-06,2.547
2023-10-07,2.547
2023-10-08,2.547
2023-10-09,2.544
2023-10-10,2.517
2023-10-11,2.472
2023-10-12,2.521
2023-10-13,2.543
2023-10-14,2.543
2023-10-15,2.543
2023-10-16,2.541
2023-10-17,2.529
2023-10-18,2.604
2023-10-19,2.641
2023-10-20,2.597
2023-10-21,2.597
2023-10-22,2.597
2023-10-23,2.632
2023-10-24,2.642
2023-10-25,2.655
2023-10-26,2.58
2023-10-27,2.696
2023-10-28,2.696
2023-10-29,2.696
2023-10-30,2.693
2023-10-31,2.66
2023-11-01,2.65
2023-11-02,2.701
2023-11-03,2.639
2023-11-04,2.639
2023-11-05,2.639
2023-11-06,2.639
2023-11-07,2.644
2023-11-08,2.697
2023-11-09,2.754
2023-11-10,2.708
2023-11-11,2.708
2023-11-12,2.708
2023-11-13,2.696
2023-11-14,2.605
2023-11-15,2.539
2023-11-16,2.581
2023-11-17,2.572
2023-11-18,2.572
2023-11-19,2.572
2023-11-20,2.564
2023-11-21,2.587
2023-11-22,2.588
2023-11-23,2.588
2023-11-24,2.571
2023-11-25,2.571
2023-11-26,2.571
2023-11-27,2.561
2023-11-28,2.601
2023-11-29,2.56
2023-11-30,2.58
2023-12-01,2.53
2023-12-02,2.53
2023-12-03,2.53
2023-12-04,2.483
2023-12-05,2.528
2023-12-06,2.477
2023-12-07,2.535
2023-12-08,2.579
2023-12-09,2.579
2023-12-10,2.579
2023-12-11,2.56
2023-12-12,2.583
2023-12-13,2.593
2023-12-14,2.478
2023-12-15,2.498
2023-12-16,2.498
2023-12-17,2.498
2023-12-18,2.474
2023-12-19,2.443
2023-12-20,2.499
2023-12-21,2.438
2023-12-22,2.428
2023-12-23,2.428
2023-12-24,2.428
2023-12-25,2.428
2023-12-26,2.424
2023-12-27,2.421
2023-12-28,2.421
2023-12-29,2.43
2023-12-30,2.43
2023-12-31,2.43
2024-01-01,2.43
2024-01-02,2.42
2024-01-03,2.569
2024-01-04,2.558
2024-01-05,2.525
2024-01-06,2.525
2024-01-07,2.525
2024-01-08,2.5
2024-01-09,2.539
2024-01-10,2.547
2024-01-11,2.558
2024-01-12,2.613
2024-01-13,2.613
2024-01-14,2.613
2024-01-15,2.613
2024-01-16,2.569
2024-01-17,2.61
2024-01-18,2.623
2024-01-19,2.636
2024-01-20,2.636
2024-01-21,2.636
2024-01-22,2.625
2024-01-23,2.614
2024-01-24,2.624
2024-01-25,2.586
2024-01-26,2.56
2024-01-27,2.56
2024-01-28,2.56
2024-01-29,2.535
2024-01-30,2.541
2024-01-31,2.575
2024-02-01,2.508
2024-02-02,2.523
2024-02-03,2.523
2024-02-04,2.523
2024-02-05,2.547
2024-02-06,2.464
2024-02-07,2.517
2024-02-08,2.499
2024-02-09,2.472
2024-02-10,2.472
2024-02-11,2.472
2024-02-12,2.423
2024-02-13,2.505
2024-02-14,2.47
2024-02-15,2.419
2024-02-16,2.444
2024-02-17,2.444
2024-02-18,2.444
2024-02-19,2.444
2024-02-20,2.448
2024-02-21,2.464
2024-02-22,2.461
2024-02-23,2.444
2024-02-24,2.444
2024-02-25,2.444
2024-02-26,2.46
2024-02-27,2.433
2024-02-28,2.419
2024-02-29,2.406
2024-03-01,2.422
2024-03-02,2.422
2024-03-03,2.422
2024-03-04,2.389
2024-03-05,2.373
2024-03-06,2.362
2024-03-07,2.311
2024-03-08,2.342
2024-03-09,2.342
2024-03-10,2.342
2024-03-11,2.328
2024-03-12,2.324
2024-03-13,2.288
2024-03-14,2.346
2024-03-15,2.344
2024-03-16,2.344
2024-03-17,2.344
2024-03-18,2.36
2024-03-19,2.337
2024-03-20,2.302
2024-03-21,2.268
2024-03-22,2.274
2024-03-23,2.274
2024-03-24,2.274
2024-03-25,2.295
2024-03-26,2.339
2024-03-27,2.287
2024-03-28,2.287
2024-03-29,2.287
2024-03-30,2.287
2024-03-31,2.287
2024-04-01,2.307
2024-04-02,2.308
2024-04-03,2.327
2024-04-04,2.375
2024-04-05,2.367
2024-04-06,2.367
2024-04-07,2.367
2024-04-08,2.354
